"Période";"1. Production des combustibles minéraux solides (en kt)";"2. Importations totales des combustibles minéraux solides (en kt)";"3. Exportations totales des combustibles minéraux solides (en kt)";"4. Variation de stocks des combustibles minéraux solides (en kt)";"5. Consommation totale des combustibles minéraux solides (en kt)";"5.1 Consommation des combustibles minéraux solides pour la production d'électricité (en kt)";"5.2 Consommation des combustibles minéraux solides par les cokeries, usines d'agglomération et autres transformations (en kt)";"5.3 Consommation des combustibles minéraux solides par la sidérurgie (y c. centrales électriques intégrées) (en kt)";"5.4 Livraisons des combustibles minéraux solides à l'industrie (hors sidérurgie. y c. centrales électriques intégrées) (en kt)";"5.5 Livraisons réelles des combustibles minéraux solides au secteur résidentiel-tertiaire (en kt)";"6. Consommation des combustibles minéraux solides CVC-CJO (en kt)";"6.1 Consommation des combustibles minéraux solides pour la production d'électricité CVC-CJO (en kt)";"6.2 Consommation des combustibles minéraux solides par la sidérurgie (y c. centrales électriques intégrées) CVC-CJO (en kt)";"7. Consommation des combustibles minéraux solides CVS-CVC-CJO (en kt)";"7.1 Consommation des combustibles minéraux solides pour la production d'électricité CVS-CVC-CJO (en kt)";"7.2 Consommation des combustibles minéraux solides par la sidérurgie (y c. centrales électriques intégrées) CVS-CVC-CJO (en kt)";"8. Stocks des combustibles minéraux solides en fin de mois (en kt)";"9. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"10. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PROD_CMS";"QIMP_CMS";"QEXP_CMS";"VSTO_CMS";"CI_CMS";"CPE_CMS";"CAT_CMS";"CSID_CMS";"LIND_CMS";"LRT_CMS";"CI_CMS_COR1";"CPE_CMS_COR1";"CSID_CMS_COR1";"CI_CMS_COR2";"CPE_CMS_COR2";"CSID_CMS_COR2";"ST_CMS";"DJU";"INDRIG"
"2011-12";25;1382;49;560;1168;423;102;442;167;34;;;;1182.643;408.926;470.717;6539;296.789;0.841
"2009-06";0;1150;83;-10;1049.4;390;91.4;374;153;41;;;;1244.127;596.814;361.914;7251;0;1
"2004-09";65;1958;71;-331;1784;762;104;626;240;52;;;;1817.979;756.382;665.597;4712;0;1
"2003-07";137;1238;39;-346;1540;666;124;509;191;50;;;;1708.265;851.126;492.139;6265;0;1
"2002-09";253;1381;30;370;1792;765;150;615;203;59;;;;1871.71;791.183;668.527;7668;0;1
"2002-03";88;1744.467;32;-171;1793.467;711;172;650;205.467;55;;;;1839.294;790.991;615.836;6703;228.865;0.895
"2001-08";59.5;1320;38;16.363;1115.578;221.067;139.749;481;208.874;64.888;;;;1493.581;571.198;508.872;8293.363;0;1
"2001-07";107;1268;41;-9;1558;337;271;632;253;65;;;;1759.205;563.792;606.413;8277;0;1
"2000-04";340;1386;63;-51;2140;997;173;650;244;76;;;;2183.882;1062.441;628.44;6302;177.03;1.066
"1997-03";574;1834;41;969;1398;285;180;674;319;110;;;;1778.673;534.039;635.634;7204;206.567;0.808
"1995-09";916;1139;60;-340;2335;1202;167;636;270;154;;;;2644.45;1370.721;682.729;10298;0;1
"1993-09";867;1151;108;86;1824;305;;532;375;150;;;;;505.603;568.934;14503;0;1
"1990-08";813;1476;89;522;1678;342;;549;336;76;;;;;826.648;696.016;10628;0;1
"1990-03";1338;1947;83;701;2501;902;;781;370;129;;;;;889.145;706.292;7032;232.955;0.911
"1989-12";1092;1473;91;-668;3142;1647;;660;370;355;;;;;;;5999;339.945;0.963
"1989-01";1458;1252;85;-954;3579;1912;;770;327;361;;;;;;;6502;384.477;1.036
"1987-06";1575;1272;88;1080;1679;312;;654;361;226;;;;;;;12479;0;1
"1987-02";1532;866;88;-526;2836;1171;;707;442;409;;;;;;;9867;358.649;1.122
"1986-09";1545;1318;121;-408;3150;1379;;687;374;354;;;;;;;11345;0;1
"1986-08";1031;1259;107;544;1639;495;;509;298;161;;;;;;;11753;0;1
"1981-10";2168;1956;164;-302;4262;2262;;931;360;365;;;;;;;19578;161.739;1.299
"2016-09";0;1243.666;22.149;-101.053;1222.185;321.867;165.246;504.709;192.363;38;1210.121;309.802;504.709;1238.545;323.247;519.689;4129.679;0;1
"2012-06";22;1120;17;-330;1180;402;95;471;173;39;;;;1426.534;649.723;469.812;5363;0;1
"2011-01";4;1276;19;-306;1265;496;115;468;150;36;;;;1012.289;231.63;479.659;6258;380.373;1.025
"2009-10";7;1517;44;-733;1782.3;930;83.3;519;210;40;;;;1551.845;704.378;514.166;6080;134.189;1.078
"2008-10";38;2071;84;413;1995;963;132;632;221;47;;;;1749.367;705.648;643.719;7304;156.372;1.256
"2008-09";30;2152;102;18;1679;704;126;615;187;47;;;;1691.69;680.922;650.768;6891;0;1
"2007-10";22;1764;76;-153;1810;861;128;498;277;46;;;;1598.32;634.222;513.098;5902;157.386;1.264
"2006-04";37;1814;61;835;1409;319;117;681;247;45;;;;1370.891;297.55;664.341;5581;172.824;1.041
"2005-08";28;1780;52;464;1217;250;161;491;270;45;;;;1551.096;566.105;508.992;6464;0;1
"2005-07";36;1696;116;-140;1623;654;117;586;219;47;;;;1804.179;856.278;564.9;6000;0;1
"2003-10";266;1611;60;120;1953;901;117;638;234;63;;;;1952.533;857.216;681.317;6090;195.283;1.568
"2002-06";122;1540;45;-52;1450;434;171;606;191;48;;;;1720.386;720.878;589.508;7363;0;1
"2001-11";216;1300;69;-640;2139;1169;154;502;227;87;;;;1905.848;912.486;525.363;7987;307.383;1.209
"2001-03";352;1492;65;306;1677;453;192;635;311;86;;;;1782.498;591.881;601.617;8114;216.691;0.847
"1997-06";722;991;48;316;1349;347;168;638;351;74;;;;1828.333;613.858;621.475;8474;0;1
"1994-06";951;1149;76;-161;2185;621;;700;236;77;;;;;921.647;673.069;11032;0;1
"1993-08";537;830;85;-22;1304;410;;448;283;95;;;;;808.144;536.819;14417;0;1
"1992-10";1146;1754;104;12;2784;1212;;596;443;213;;;;;1210.92;609.739;11656;209.843;1.685
"1992-03";1021;2448;76;217;3176;1462;;750;540;153;;;;;1286.08;683.578;7376;259.755;1.016
"1991-09";1194;2231;100;867;2458;1046;;634;400;220;;;;;1295.203;678.466;8454;0;1
"1989-10";1245;1878;100;-25;3048;1509;;717;594;273;;;;;;;7398;96.957;0.779
"1986-03";1609;1530;140;-197;3196;1562;;770;435;359;;;;;;;7307;319.462;1.249
"1983-07";1121;1587;99;818;1791;906;;680;252;120;;;;;;;14924;0;1
"1983-06";1864;1533;146;416;2835;1183;;766;331;303;;;;;;;14106;0;1
"1983-05";1763;2020;113;421;3249;1262;;772;392;267;;;;;;;13690;141.422;1.803
"1982-05";1775;2294;147;210;3712;1889;;961;421;238;;;;;;;15159;98.191;1.252
"1981-08";974;2800;141;550;3083;890;;799;262;179;;;;;;;19215;0;1
"1981-07";1320;2345;133;1228;2304;858;;931;315;225;;;;;;;18665;0;1
"1981-01";2286;2217;111;742;3650;2954;;936;284;563;;;;;;;14318;407.494;1.098
"2017-07";0;1191.66;8.208;-18.411;1287.71;339.689;174.505;571.754;163.762;38;1318.927;370.905;571.754;1417.086;479.495;561.323;3999.159;0;1
"2017-03";0;1261.852;1.952;510.562;1078.346;148.951;175.384;517.88;198.131;38;1294.761;365.366;517.88;1279.734;355.817;512.403;4506.633;192.829;0.754
"2017-01";0;1583.193;16.465;-207.557;1646.354;683.705;185.456;555.722;183.471;38;1409.324;446.675;555.722;1223.418;295.49;521;3589.806;452.737;1.22
"2015-11";0;1361;9;-47;1179.11;303;198;456.507;184.603;37;1283.204;407.094;456.507;1111.488;228.329;463.556;4097;184.449;0.726
"2012-07";30;1263;46;-128;1335;453;122;506;215;39;;;;1548.536;679.914;492.622;5235;0;1
"2011-07";4;1519;18;421;947;88;104;534;185;36;;;;1205.368;362.115;518.253;6484;0;1
"2010-04";18;1715;6;245.2;1507.4;568.8;100.6;604;187;47;;;;1492.845;583.361;574.884;6163;158.138;0.952
"2009-08";3;1026;103;78;1118.72;348;87.52;412.2;231;40;;;;1487.757;701.261;427.976;7261;0;1
"2007-03";34;1762;100;-6;1899;749;140;702;263;45;;;;1771.218;652.404;670.815;5777;264.952;1.036
"2004-05";60;1848;71;242;1663;627;117;662;205;52;;;;1862.953;871.213;617.74;4978;102.921;1.312
"2004-01";94;2121;92;-174;1828;752;139;656;218;63;;;;1604.773;569.978;614.795;5767;366.599;0.988
"2003-08";147;1506;32;106;1688;681;140;600;218;49;;;;2014.855;971.614;636.241;6371;0;1
"2001-01";330.88;2086;68;327.891;1933.839;680.572;190.684;661;294.24;107.343;;;;1647.796;433.194;622.334;7565.748;343.191;0.925
"2000-08";172.563;1478;63;65.062;1608.521;467.127;185.879;637;261.209;57.305;;;;2033.635;856.587;672.654;7540.062;0;1
"1998-11";512;1525;45;-610;2558;1407;87;638;280;146;;;;2292.244;1123.34;655.903;6467;345.189;1.358
"1998-09";537;1320;56;333;1824;680;173;604;268;99;;;;2035.683;834.72;660.963;6141;0;1
"1998-07";265;1244;44;-396;2236;999;180;701;290;66;;;;2440.035;1231.985;672.05;5081;0;1
"1998-05";451;1240;41;-67;1919;673;176;698;301;71;;;;2309.781;1105.919;655.862;5065;59.562;0.759
"1996-07";528;1509;43;-18;2012;744;183;652;309;88;;;;2135.947;927.788;628.159;8889;0;1
"1993-05";893;1549;84;406;1952;425;;628;327;117;;;;;712.76;598.781;13357;71.011;0.905
"1989-06";1348;1420;102;498;2168;455;;770;461;150;;;;;;;7811;0;1
"1988-01";1450;1268;141;55;2522;899;;743;372;400;;;;;;;11071;298.087;0.804
"1987-05";1399;1524;69;763;2091;489;;684;454;197;;;;;;;11399;150.16;1.914
"1985-12";1557;1585;146;-1301;4297;2283;;771;403;467;;;;;;;9575;341.453;0.968
"1984-11";1881;1757;208;232;3198;1464;;804;323;449;;;;;;;12144;204.416;0.804
"1984-05";1695;1461;134;-605;3627;1801;;830;302;258;;;;;;;9220;172.552;2.2
"1984-04";1788;2063;134;374;3343;1864;;778;302;314;;;;;;;9825;205.174;1.235
"1982-06";1870;1955;155;528;3142;1607;;811;381;285;;;;;;;15687;0;1
"1981-06";1925;2538;162;988;3313;1075;;970;279;301;;;;;;;17437;0;1
"1981-04";2107;2789;103;1187;3606;1613;;985;540;294;;;;;;;14958;183.518;1.105
"1980-11";;;;;;;;;;;;;;;;;;328.812;1.294
"2016-11";0;1198.731;10.63;-66.115;1363.747;476.231;165.567;513.788;170.161;38;1362.628;475.112;513.788;1206.112;304.201;528.183;3805.164;256.744;1.01
"2015-09";0;801;7;-5;1080.119;236;184;444.477;178.642;37;1067.715;223.596;444.477;1086.207;226.035;460.53;4151;0;1
"2016-02";0;1482;110;188.863;1129.849;161.328;256.026;511.801;159.694;41;1143.96;204.863;482.377;1002.321;49.805;495.795;4698.205;293.966;0.92
"2016-01";0;1023;11;-218.693;1245.327;281.1;230.382;533.302;159.543;41;1401.364;437.137;533.302;1188.57;258.983;498.662;4509.342;325.637;0.878
"2014-03";37;1916;30;-209;1263;385;108;542;188;40;1393.414;515.414;542;1257.193;403.23;517.963;5352;228.332;0.893
"2013-10";30;1740;24;-24;1581;762;111;464;204;40;1621.028;802.028;464;1437.985;609.937;473.048;5002;82.676;0.664
"2013-03";33;1450;21;-343;1924;1098;110;516;160;40;1658.846;832.846;516;1497.65;700.06;487.59;5211;328.805;1.286
"2011-05";6;1676;8;254;1305;471;88;524;186;36;;;;1454.097;658.039;486.058;5807;45.445;0.579
"2010-12";25;1694;53;-451;1855;1067;99;467;176;46;;;;1397.45;576.97;499.481;6564;468.628;1.328
"2008-07";19;2327;125;349;1569;479;128;666;251;45;;;;1734.025;671.704;638.321;6395;0;1
"2008-06";24;1429;122;-459;1649;624;126;676;178;45;;;;1829.006;825.469;654.537;6046;0;1
"2007-04";1;1804;94;-315;1926;851;131;666;234;44;;;;1871.185;817.674;644.511;5462;82.878;0.499
"2006-10";32;1785;81;247;1622;671;104;581;217;49;;;;1636.663;661.028;605.636;6608;52.587;0.422
"2004-08";66;1404;72;44;1546;604;118;583;190;51;;;;1849.483;877.189;613.293;5043;0;1
"2004-03";128;1705;91;-592;2041;981;131;646;219;64;;;;1647.478;622.02;611.457;4927;296.857;1.161
"2002-11";145;1771;81;469;1517;466;165;634;196;56;;;;1341.521;254.602;669.919;7888;209.229;0.823
"2000-11";399.751;1840;70;229.918;2110.809;886.432;194.573;630;306.136;93.668;;;;1845.265;596.919;653.969;7661.443;237.709;0.935
"2000-10";415.091;1524;71;-12.9;2160.274;957.976;189.95;626;296.42;89.928;;;;2160.047;936.158;647.591;7431.526;127.436;1.023
"1999-07";183;1223;35;-130;1676;549;189;646;225;67;;;;1897.989;798.554;618.435;7682;0;1
"1999-04";548;1605;36;475;1649;506;171;628;260;84;;;;1690.187;565.315;609.872;6758;167.62;1.009
"1994-04";676;1298;86;-478;2366;1077;;717;188;142;;;;;1065.65;687.563;11549;218.931;1.318
"1991-10";1148;2853;121;1078;2802;995;;661;544;224;;;;;969.942;679.61;9532;171.849;1.38
"1991-06";1017;1627;85;536;2023;720;;722;264;156;;;;;1285.987;691.632;6803;0;1
"1990-10";1255;1552;94;-275;2988;1269;;689;606;308;;;;;1240.401;708.754;10563;96.818;0.777
"1990-02";1178;2357;64;663;2808;1222;;697;421;240;;;;;1120.355;697.931;6331;204.51;0.64
"1989-08";832;1684;74;250;2192;676;;617;440;109;;;;;;;7895;0;1
"1989-05";1221;1781;98;908;1996;306;;796;582;141;;;;;;;7313;48.047;0.612
"1988-05";1062;949;141;-251;2121;571;;745;399;158;;;;;;;11027;72.67;0.926
"1988-04";1255;1153;138;153;2117;604;;701;399;146;;;;;;;11278;176.234;1.061
"1985-07";1378;1919;107;563;2627;869;;794;462;237;;;;;;;12329;0;1
"1981-02";2141;2456;102;-1330;5825;2715;;906;388;472;;;;;;;12988;386.52;1.209
"1980-04";;;;;;;;;;;;;;;;;;231.595;1.394
"1980-03";;;;;;;;;;;;;;;;;;314.744;1.231
"2014-04";29;1090;51;-117;1147;292;102;526;187;40;1138.62;283.62;526;1196.096;340.875;526.221;5235;126.308;0.76
"2012-12";23;1748;1;164;1395;684;110;398;163;40;;;;1389.286;653.788;422.498;5902;325.45;0.922
"2012-10";21;1982;9;302;1591;813;112;445;181;40;;;;1359.379;576.84;449.539;5656;123.606;0.993
"2012-04";24;1608;31;-290;1531;646;136;507;203;39;;;;1580.148;714.005;488.143;6076;203.518;1.225
"2010-09";23;1574;4;220;1240;479;105;423;187;46;;;;1244.841;466.091;440.75;7358;0;1
"2006-08";18;1579;75;281;1354;348;89;626;247;44;;;;1697.963;674.908;643.055;6321;0;1
"2004-06";67;1434;75;-118;1553;562;111;630;202;48;;;;1777.507;793.583;622.924;4860;0;1
"2003-06";194;1193;59;37;1555;485;128;655;238;49;;;;1803.559;745.963;642.596;6611;0;1
"2003-04";196;1564;18;-448;1843;828;125;652;187;51;;;;1827.817;835.29;629.527;6534;152.871;0.92
"2002-05";247;1906;33;790;1561;516;166;643;187;49;;;;1821.99;826.574;593.416;7415;95.536;1.218
"2002-02";204;1396;65;169;2072;1072;150;592;203;55;;;;2135.501;1116.148;611.354;6874;242.195;0.758
"2002-01";256;1222;39;-703;2344;1321;160;584;206;73;;;;2066.436;1079.213;548.223;6705;356.37;0.961
"1998-10";560;1277;51;936;2113;944;113;679;257;120;;;;2074.093;904.055;680.038;7077;142.192;1.142
"1998-03";642;1340;49;-880;2698;1331;192;702;360;113;;;;2620.556;1288.455;667.101;5756;248.061;0.97
"1998-02";579;1266;48;8;2286;1093;166;615;284;128;;;;2069.463;826.372;665.091;6636;291.746;0.913
"1997-02";644;1105;55;-494;2188;1073;184;619;314;150;;;;2249.125;940.138;660.986;6235;257.864;0.807
"1996-11";730;1304;67;-511;2478;1090;171;612;310;180;;;;2099.367;806.214;632.153;8895;283.921;1.117
"1996-05";740;2798;50;208;3280;546;191;658;344;102;;;;2133.349;872.474;623.875;9020;126.237;1.609
"1995-05";731;1169;69;165;1666;511;167;679;280;114;;;;2004.253;796.357;646.897;10831;89.811;1.145
"1993-11";827;893;120;-1128;2728;1075;;575;315;275;;;;;717.675;600.771;13203;362.433;1.426
"1993-04";936;1032;85;81;1802;613;;666;288;122;;;;;633.285;637.545;12951;156.559;0.943
"1986-06";1624;1678;113;1034;2155;259;;700;497;243;;;;;;;10421;0;1
"1984-03";1983;2195;114;-506;4570;2822;;788;322;376;;;;;;;9451;339.404;1.327
"1983-09";1912;1281;133;-251;3311;1533;;765;465;336;;;;;;;15094;0;1
"1982-09";1947;1785;142;-536;4126;2390;;640;329;352;;;;;;;15657;0;1
"1982-08";1142;1879;108;183;2730;1505;;487;346;139;;;;;;;16193;0;1
"1982-01";1888;1653;94;-882;4329;2433;;971;376;428;;;;;;;17219;367.239;0.99
"1980-06";;;;;;;;;;;;;;;;;;0;1
"2017-10";0;1352.52;2.752;-48.349;1225.464;449.729;102.541;524.558;110.636;38;1272.946;497.211;524.558;1156.801;360.842;544.782;3912.275;87.921;0.706
"2017-06";0;686.541;6.974;-271.795;1022.081;136.846;150.496;523.862;172.877;38;1022.111;136.876;523.862;1192.189;305.834;524.982;4017.57;0;1
"2014-07";22;1086;8;199;989;130;99;549;171;40;976.165;117.165;549;1182.552;332.422;540.131;5230;0;1
"2014-01";29;1713;15;521.48;1271;378;108;561;184;40;1457.856;564.856;561;1213.716;345.364;536.352;5399;298.853;0.806
"2011-11";35;1534;15;-665;1593;814;92;460;190;37;;;;1524.811;731.07;474.741;5979;198.874;0.782
"2011-04";8;1304;20;-30;1171;325;97;525;188;36;;;;1201.095;379.752;500.343;5553;83.526;0.503
"2010-11";22;1836;53;-274;1582;762;92;478;204;46;;;;1401.335;565.774;493.562;7015;276.919;1.089
"2009-11";21;1649;48;-254;1619.65;747;91.4;532.25;210;39;;;;1562.851;672.856;549.595;5826;192.601;0.758
"2009-03";14;1680;27;308;1428.9;673;108.5;436.4;170;41;;;;1271.879;537.305;415.075;6785;276.464;1.081
"2008-04";16;2193;135;466;1969;899;125;603;297;45;;;;1885.183;838.973;579.21;5777;193.732;1.166
"2005-09";49;1723;56;20;1754;765;121;549;270;49;;;;1789.289;770.527;578.762;6484;0;1
"2003-09";211;1697;30;-401;1839;922;120;524;220;53;;;;1871.061;915.487;562.574;5970;0;1
"2003-01";219;1821;33;-131;2118;1017;139;696;200;66;;;;1614.808;556.83;652.977;7752;422.876;1.14
"2001-09";102;1257;50;-286.363;1297;373;160;466;220;78;;;;1418.087;449.763;510.324;8007;0;1
"2000-09";340.724;1567;64;-95.636;1777.334;691.936;172.419;568;269.177;75.801;;;;1961.685;817.322;626.965;7444.426;0;1
"1999-11";496;1542;74;-169;2522;1318;176;641;263;124;;;;2253.737;1031.379;659.358;7119;310.278;1.221
"1994-11";820;1375;90;251;1854;344;;675;419;138;;;;;13.763;706.322;11155;175.026;0.689
"1992-09";1035;1827;88;467;2307;989;;583;453;184;;;;;1216.226;624.466;11644;0;1
"1992-06";960;2052;78;1178;1756;484;;679;356;127;;;;;977.049;649.334;9507;0;1
"1992-04";1024;1927;81;529;2341;1086;;692;353;143;;;;;1042.091;662.089;7905;197.517;1.189
"1991-07";852;1351;87;-319;2435;1062;;640;369;120;;;;;1432.011;643.458;6484;0;1
"1988-12";1322;976;197;-1549;3650;1976;;763;407;398;;;;;;;7456;325.026;0.921
"1988-08";785;1193;203;-204;1979;403;;576;444;94;;;;;;;10942;0;1
"1988-07";776;1324;202;166;1732;335;;677;380;156;;;;;;;11146;0;1
"1988-02";1328;1070;121;-247;2524;937;;711;355;280;;;;;;;10824;334.762;1.047
"1986-01";1814;1764;97;-499;3980;2082;;771;370;514;;;;;;;9076;386.648;1.042
"1985-11";1639;1649;160;-1229;4357;2247;;813;557;498;;;;;;;10876;370.703;1.458
"1984-06";1663;1905;176;919;2473;788;;790;409;267;;;;;;;10139;0;1
"1984-02";1815;1915;92;-696;4334;2502;;778;377;413;;;;;;;9957;373.695;1.169
"1982-04";2010;2355;150;-170;4385;2420;;961;564;274;;;;;;;14949;211.882;1.276
"1981-12";1970;2600;179;-702;5093;2713;;917;430;479;;;;;;;18101;379.855;1.077
"2017-09";0;1325.318;1.566;-106.319;1241.663;215.803;296.395;527.362;164.103;38;1251.028;225.168;527.362;1289.815;246.589;544.728;3960.624;0;1
"2012-11";26;2055;3;82;1502;733;107;437;185;40;;;;1320.735;539.374;449.362;5738;252.212;0.992
"2008-11";28;2153;124;493;1384;661;117;383;177;46;;;;1241.117;499.728;401.389;7797;266.518;1.048
"2008-02";25;1743;81;-7;1771;752;125;611;238;45;;;;1699.989;672.13;619.86;5200;283.622;0.887
"2006-07";17;1533;61;-164;1580;579;88;657;209;47;;;;1770.529;796.336;630.193;6040;0;1
"2006-03";73;1825;76;-77;2141;1062;99;688;244;48;;;;1833.131;785.283;656.848;4746;299.017;1.169
"2002-07";196;1152;26;-184;1567;488;176;624;230;49;;;;1751.32;696.096;600.224;7179;0;1
"1997-08";417;1186;37;377;1189;247;176;601;272;58;;;;1839.745;681.702;652.044;9059;0;1
"1996-12";529;1437;61;-854;2759;1133;177;642;352;223;;;;2219.49;820.222;647.268;8041;413.182;1.171
"1996-10";885;1920;70;208;2527;1112;183;586;287;157;;;;2278.09;1066.899;584.191;9406;134.946;1.084
"1994-08";534;888;66;-61;1417;320;;634;386;76;;;;;694.998;736.977;10700;0;1
"1986-10";1831;1517;95;374;2879;1166;;731;595;354;;;;;;;11719;104.443;0.839
"1982-11";1957;2300;127;-522;4652;2676;;710;361;385;;;;;;;14457;237.709;0.935
"1981-09";2094;2270;174;665;3525;1734;;978;429;381;;;;;;;19880;0;1
"1980-12";;;;;;;;;;;;;;;;;;423.706;1.201
"2017-08";0;1310.199;0.957;67.784;1005.052;77.237;174.084;552.469;163.262;38;992.566;64.751;552.469;1132.317;207.651;549.321;4066.943;0;1
"2016-08";0;711.902;16.632;-71.122;960.228;62.206;188.613;497.828;173.58;38;948.163;50.142;497.828;1113.5;219.381;493.926;4230.733;0;1
"2014-06";26;947;17;-208;957;147;92;527;151;40;979.493;169.493;527;1215.547;409.5;523.047;5031;0;1
"2014-02";37;1277;42;162;1063;276;98;463;186;40;1226.153;429.978;472.176;1095.905;277.518;494.387;5561;259.738;0.812
"2011-09";4;1533;13;116;1130;323;95;490;186;36;;;;1152.66;322.425;513.234;6966;0;1
"2009-05";2;885;44;-48;861.9;253;90.6;341.3;135;42;;;;1152.048;565.02;319.428;7261;59.968;0.764
"2008-08";8;1530;84;478;1291;229;132;666;220;44;;;;1704.442;621.767;686.675;6873;0;1
"2007-06";45;1777;116;220;1502;503;123;606;224;46;;;;1688.41;704.079;591.331;5698;0;1
"2007-02";37;1799;73;-182;1720;714;121;606;234;45;;;;1763.895;734.791;629.104;5783;243.557;0.762
"2005-03";74;1999;63;-62;2019;1030;117;610;214;48;;;;1801.255;843.446;578.809;5021;278.725;1.09
"2003-11";130;1383;69;-242;1881;887;163;558;215;58;;;;1738.086;708.918;593.168;5848;229.229;0.902
"2000-01";469;1450;68;-545;2949;1655;187;728;259;120;;;;2412.352;1157.688;688.665;5972;393.354;1.06
"1999-10";580;1187;69;-262;2146;844;190;667;349;96;;;;2130.305;817.627;677.677;7288;128.865;1.035
"1999-03";513;1732;37;688;2272;1059;174;637;295;107;;;;2200.094;1018.295;605.8;6283;243.719;0.953
"1998-01";479;1167;34;-748;2451;1097;173;677;361;143;;;;2074.243;748.549;648.694;6628;352.219;0.949
"1997-07";435;1103;44;208;1286;166;178;653;321;72;;;;1565.857;366.936;627.921;8682;0;1
"1997-04";683;1407;46;869;1175;405;169;656;292;93;;;;1618.567;423.893;640.675;8073;185.552;1.117
"1995-08";534;1421;47;130;1778;652;170;620;250;93;;;;2249.963;1034.259;702.703;10638;0;1
"1995-04";681;1040;82;-316;1955;672;164;654;319;125;;;;1934.757;696.77;629.987;10666;187.29;1.128
"1994-03";917;893;105;-177;1882;688;;732;385;134;;;;;874.936;674.779;12027;208.649;0.816
"1994-01";875;1145;92;-395;2323;840;;730;267;242;;;;;472.938;687.882;12682;342.6;0.924
"1992-12";1038;1616;66;370;2218;600;;560;410;252;;;;;489.796;563.103;12714;353.2;1.001
"1992-07";616;2229;59;1159;1627;634;;623;385;85;;;;;954.181;623.017;10666;0;1
"1992-02";1088;1874;84;-369;3247;1881;;707;474;219;;;;;1345.745;687.874;7159;333.546;1.043
"1992-01";1311;1822;83;-1111;4161;2416;;752;377;351;;;;;1474.854;695.481;7528;434.357;1.171
"1990-04";1171;1987;83;546;2529;1237;;721;325;143;;;;;1152.433;692.318;7578;213.678;1.286
"1989-09";1193;1601;143;-472;3123;1274;;716;436;234;;;;;;;7423;0;1
"1989-04";1322;1327;94;184;2371;769;;761;409;212;;;;;;;6405;234.175;1.41
"1988-10";1120;1390;187;-334;2657;874;;770;571;231;;;;;;;10771;113.799;0.914
"1987-10";1545;1538;194;-213;3102;1165;;711;516;365;;;;;;;12427;123.469;0.991
"1985-03";1760;1972;135;-178;3775;1875;;907;480;420;;;;;;;9705;341.435;1.335
"1982-07";1134;2268;107;323;2972;1458;;734;427;165;;;;;;;16010;0;1
"1982-03";2355;2018;168;-1137;5342;3112;;1034;446;367;;;;;;;15119;304.089;1.189
"1980-05";;;;;;;;;;;;;;;;;;129.032;1.645
"1980-01";;;;;;;;;;;;;;;;;;449.268;1.211
"2016-05";0;996.966;38.667;86.068;918.045;54.083;210.885;450.29;164.787;38;900.021;36.059;450.29;1082.436;242.133;426.63;4409.266;80.834;1.03
"2017-02";0;1499.893;39.905;406.265;1278.099;370.05;199.328;484.499;186.222;38;1424.951;508.172;493.228;1296.131;368.294;504.287;3996.071;255.264;0.799
"2014-12";0;1045;64;-288;1315;496;109;505;165;40;1326.262;507.262;505;1216.385;369.644;532.741;4951;346.389;0.982
"2014-08";22;1076;6;195;904;36;108;548;172;40;936.088;68.088;548;1130.702;263.696;547.006;5425;0;1
"2014-05";22;777;10;4;977;146;102;527;162;40;980.286;149.286;527;1204.094;407.081;493.013;5239;86.091;1.097
"2011-10";21;1127;18;-322;1490;682;96;483;193;36;;;;1314.411;506.36;483.051;6644;108.5;0.871
"2007-11";30;1505;78;-945;1999;1058;128;517;250;46;;;;1781.068;809.754;547.314;4957;297.441;1.17
"2005-12";61;1402;63;-917;2321;1274;117;659;220;51;;;;1947.572;893.423;666.149;4901;420.387;1.191
"2005-04";55;1962;149;92;1939;926;136;546;286;45;;;;1849.162;849.825;532.336;5113;168.5;1.014
"2005-01";53;2023;64;-90;1941;842;113;666;272;48;;;;1719.465;661.202;625.263;5497;367.051;0.989
"2002-04";99;1862;24;-78;1793;725;167;634;218;49;;;;1800.108;754.577;611.531;6625;165.079;0.994
"2001-06";236;1584;43;-122;1578;474;165;654;213;72;;;;1878.705;795.239;633.466;8286;0;1
"2000-06";278;1024;72;-25;1569;432;150;659;263;65;;;;1878.57;764.357;636.213;7420;0;1
"1998-12";437;1502;49;-275;2718;1633;66;617;245;157;;;;2314.859;1217.017;629.842;6192;364.45;1.033
"1998-06";645;1411;40;412;1938;701;172;696;299;70;;;;2213.632;996.578;676.054;5477;0;1
"1997-11";640;1499;52;-275;2362;1004;170;644;338;145;;;;2049.697;735.174;661.523;8378;235.509;0.927
"1997-05";593;1006;48;85;1466;169;168;664;305;75;;;;1728.748;553.944;626.803;8158;73.993;0.943
"1995-07";549;1014;50;-314;1827;840;164;668;285;94;;;;2234.311;1045.266;646.045;10508;0;1
"1994-10";877;1040;80;-72;1909;607;;675;324;162;;;;;595.202;682.757;10904;135.113;1.085
"1993-06";1103;1106;108;621;1480;282;;624;272;82;;;;;677.877;597.737;13978;0;1
"1992-05";855;1643;73;424;2001;660;;679;272;135;;;;;972.318;644.987;8329;59.697;0.761
