"Période";"1. Production primaire toutes énergies (en GWh)";"1.1 Production de combustibles minéraux solides (en GWh)";"1.2 Production de pétrole (en GWh)";"1.3 Production de gaz naturel (extraction de gaz commercialisé) (en GWh)";"1.4 Production nucléaire (équivalent primaire à la production, sous forme de chaleur) (en GWh)";"1.5 Production (brute) d'électricité hydraulique, éolienne et photovoltaïque (en GWh)";"2.1 Importations toutes énergies (en GWh)";"2.1.1 Importations de combustibles minéraux solides (en GWh)";"2.1.2 Importations de tous produits pétroliers (en GWh)";"2.1.2.1 Importations de pétrole brut, condensats et autres produits à distiller (en GWh)";"2.1.2.2 Importations de produits pétroliers raffinés (en GWh)";"2.1.3 Importations de gaz naturel (en GWh)";"2.1.4 Importations d'électricité (en GWh)";"2.2 Exportations toutes énergies (en GWh)";"2.2.1 Exportation de combustibles minéraux solides (en GWh)";"2.2.2 Exportations de produits pétroliers raffinés (en GWh)";"2.2.3 Exportations de gaz naturel (en GWh)";"2.2.4 Exportations d'électricité (en GWh)";"3. Marché des soutes maritimes (françaises et étrangères) (en GWh)";"4. Consommation primaire réelle toutes énergies (en GWh)";"4.1 Consommation réelle de combustibles minéraux solides (en GWh)";"4.2 Consommation réelle de pétrole (brut et raffiné) (en GWh)";"4.3 Consommation réelle de gaz naturel (en GWh)";"4.4 Consommation primaire d'énergie nucléaire, hydraulique, éolienne et photovoltaïque brute (en GWh)";"5. Emissions brutes de CO2 totales dues à la consommation d'énergie (en ktCO2)";"6. Consommation primaire CVC-CJO toutes énergies (en GWh)";"6.1 Consommation de combustibles minéraux solides CVC-CJO (en GWh)";"6.2 Consommation de pétrole (brut et raffiné) CVC-CJO (en GWh)";"6.3 Consommation de gaz naturel CVC-CJO (en GWh)";"6.4 Consommation d'électricité primaire et d'équivalent primaire d'électricité nucléaire CVC-CJO (en GWh)";"7. Emissions de CO2 totales dues à la consommation d'énergie CVC-CJO (en ktCO2)";"8. Consommation primaire CVS-CVC-CJO toutes énergies (en GWh)";"8.1 Consommation de combustibles minéraux solides CVS-CVC-CJO (en GWh)";"8.2 Consommation de pétrole (brut et raffiné) CVS-CVC-CJO (en GWh)";"8.3 Consommation de gaz naturel CVS-CVC-CJO (en GWh)";"8.4 Consommation d'électricité primaire et d'équivalent primaire d'électricité nucléaire CVS-CVC-CJO (en GWh)";"9. Emissions de CO2 totales dues à la consommation d'énergie CVS-CVC-CJO (en ktCO2)";"10. Taux d'indépendance énergétique réel toutes énergies (en %)";"11. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"12. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PROD_ENER_SYNT";"PROD_CMS_SYNT";"PROD_PETRO_SYNT";"PROD_GAZ_SYNT";"PRODB_NUCL_SYNT";"PRODB_ELE_SYNT";"QIMP_ENER_SYNT";"QIMP_CMS_SYNT";"QIMP_PETRO_SYNT";"QIMP_BRUT_SYNT";"QIMP_RAFF_SYNT";"QIMP_GAZ_SYNT";"QIMP_ELE_SYNT";"QEXP_ENER_SYNT";"QEXP_CMS_SYNT";"QEXP_RAFF";"QEXP_GAZ_SYNT";"QEXP_ELE_SYNT";"SOUTESMAR";"CP_ENER_SYNT";"CI_CMS_SYNT";"CONSO_PETRO_SYNT";"CONSO_GAZ_SYNT";"CONSO_ELE_SYNT";"ECO2";"CP_ENER_SYNT_COR1";"CI_CMS_SYNT_COR1";"CONSO_PETRO_COR1_SYNT";"CONSO_GAZ_SYNT_COR1";"CONSO_ELE_SYNT_COR1";"ECO2_COR1";"CP_ENER_SYNT_COR2";"CI_CMS_SYNT_COR2";"CONSO_PETRO_COR2_SYNT";"CONSO_GAZ_SYNT_COR2";"CONSO_ELE_SYNT_COR2";"ECO2_COR2";"TAUXIND_ENER_CUM";"DJU";"INDRIG"
"1993-05";99459.393;6015.334;3047.06;2829.812;81078.561;6488.627;140007.854;11214.257;102202.114;77078.988;25123.126;26435.455;156.028;21046.682;628.062;1275.449;358.204;5226.941;187.1;;;72421.173;16432.609;82496.275;;;;;;;;;;91642.642;26010.35;90835.376;;;71.011;0.905
"1992-05";95256.834;5759.362;3268.03;2856.677;77342.838;6029.927;148026.174;11871.856;108232.269;78133.829;30098.44;27527.977;394.071;18989.073;548.532;1087.159;994.016;4802.864;188.6;;;69207.804;16011.719;78963.972;;;;;;;;;;96933.15;25831.25;87886.567;;;59.697;0.761
"1990-04";99430.77;7887.968;3384.33;2704.44;80945.002;4509.029;132413.234;14375.991;93266.785;63935.925;29330.86;24259.366;511.092;18113.149;617.303;1084.5;340.294;4542.818;219;;;74877.429;26498.141;81422.306;;;;;;;;;;96530.525;24257.158;81850.015;;;213.678;1.286
"1987-08";67142.491;6601.374;3686.71;3152.195;48453.998;5248.214;117373.182;7766.363;90362.774;62072.799;28289.975;18563.922;680.122;14471.96;1050.824;944.8;62.686;2370.427;186.4;;;65096.599;8453.614;52011.907;;;;;;;;;;;;;;;0;1
"1984-09";67083.632;11592.821;2559.763;4119.346;44275.334;4536.368;105553.686;14746.297;78086.146;57882.51;20203.636;12331.173;390.07;14604.849;1222.697;924.8;143.282;2483.447;166.2;;;67964.557;14265.474;46718.325;;;;;;;;;;;;;;;0;1
"1982-05";52561.056;11956.57;2309.718;5193.958;27717.922;5382.887;107978.886;16634.494;74548.3;56370.61;18177.69;16352.013;444.08;11011.535;1102.357;737;71.641;1266.228;256.9;;;76718.458;15357.997;32278.661;;;;;;;;;;;;;;;98.191;1.252
"1982-02";57533.818;12993.929;2160.854;5731.264;30366.723;6281.048;126868.547;13697.715;97819.93;83189.39;14630.54;14605.768;745.134;14960.892;1229.84;1074;152.237;1088.196;308.8;;;80705.222;26480.231;36304.709;;;;;;;;;;;;;;;312.655;0.978
"1981-05";55862.236;13108.443;2432.996;6492.448;27182.773;6645.577;140297.551;21771.36;100739.06;85422.35;15316.71;17149.017;638.115;13860.482;1042.849;965;116.416;1478.266;320;;;82439.255;16387.833;32988.198;;;;;;;;;;;;;;;113.134;1.442
"2017-08";97816.626;0;733.12;43.892;91336.844;5702.77;133577.457;9441.779;91134.83;56351.548;34783.281;31995.493;1005.355;26943.531;7.184;1436.918;4636.611;5588.381;145;189944.043;7243.646;74549.172;15694.637;92456.588;22082.251;188688.373;7153.654;73524.268;15694.637;92315.815;21777.621;228521.872;8160.875;72736.096;36514.67;106102.259;27966.016;48.409;0;1
"2015-11";120649.196;0;821.078;22.815;113490.519;6314.784;128361.191;9817.092;88368.43;50500.949;37867.481;29337.668;838.001;32616.866;68.698;1757.905;5305.002;6798.734;128.5;227348.003;8439.279;63131.745;41932.408;113844.57;26238.852;239925.259;9184.316;64773.803;48600.678;117366.462;28299.881;230888.684;7955.287;69352.276;34884.821;113724.98;28068.892;52.147;184.449;0.726
"2016-03";128376.317;0;830.382;28.648;117876.299;9640.988;142178.488;10055.717;92500.479;53193.294;39307.185;38198.751;1423.542;28852.67;106.368;1773.851;2447.295;5669.117;143.3;257907.401;8354.707;75262.359;51018.624;123271.711;30121.217;248864.638;7262.749;73705.359;46549.211;121347.32;28405.711;229169.481;6878.004;72545.915;34171.098;111311.377;26971.331;52.512;292.283;1.143
"2015-06";106535.601;0;829.219;23.646;97938.391;7744.345;124822.866;5903.121;87208.937;45132.541;42076.396;31225.361;485.447;24653.44;0;1523.871;383.277;6547.548;166.2;196644.729;6485.032;74347.113;16191.949;99620.635;21771.621;194760.276;6329.726;72850.542;16191.949;99388.059;21318.215;232466.411;7938.227;71592.058;34678.01;113310.536;27100.892;52.576;0;1
"2015-03";126905.835;0;814.1;32.895;117108.442;8950.398;154622.594;7037.22;109596.001;64277.847;45318.154;37185.998;803.375;30577.763;86.388;2008.568;1976.384;5155.348;184.6;251450.212;9770.788;72514.19;47458.367;121706.867;29333.128;250967.57;9689.819;72541.957;47164.709;121571.085;29251.658;232653.316;9025.745;71384.766;34872.708;111785.009;28209.886;52.65;257.449;1.007
"2012-07";99907.206;141.305;811.774;462.083;92115.647;6376.397;143123.752;9138.563;100710.284;62376.342;38333.942;32327.284;947.621;22862.822;340.084;1496.766;897.319;4218.029;215;199998.352;9649.852;78744.404;16382.46;95221.636;24267.832;;;;;;;233059.525;11193.37;74456.644;36190.746;104402.656;30162.517;50.046;0;1
"2011-09";105985.55;18.841;894.347;505.426;100278.478;4288.458;140924.572;11088.786;102681.843;63164.856;39516.987;26666.855;487.088;26586.237;96.936;1640.008;2663.157;4752.855;270;208415.078;8157.246;80490.067;19466.596;100301.169;24927.702;;;;;;;239257.289;8320.823;76313.301;36860.707;112677.848;29243.036;50.209;0;1
"2011-06";110796.144;23.551;888.532;510.799;103918.029;5455.233;142716.934;8133.487;102881.23;65590.874;37290.356;31400.163;302.054;30348.775;110.776;1885.46;1952.955;6357.144;233.7;202641.88;7195.604;74054.025;18074.078;103318.173;22069.783;;;;;;;246770.25;9064.052;76044.981;37396.601;118781.31;29171.824;50.178;0;1
"2009-05";105074.11;9.42;931.563;745.96;95638.402;7748.765;155784.055;6412.549;110951.44;79965.554;30985.886;37726.941;693.125;24822.727;341.317;1493.977;1872.511;5233.942;229;195367.219;6218.315;70166.116;20136.438;98846.35;21514.344;;;;;;;238271.662;8311.635;80674.927;35514.975;108683.441;30015.127;48.827;59.968;0.764
"2008-01";138764.04;235.508;1017.625;840.884;129923.352;6746.671;189172.501;14251.274;129907.277;87248.26;42659.017;44215.806;798.144;34251.292;665.445;2299.935;1699.678;5137.925;248.1;295414.526;14481.017;87392.472;61210.795;132330.242;37410.811;;;;;;;253082.217;13529.009;83015.886;37338.863;110801.045;34063.515;48.705;317.75;0.857
"2007-10";123573.326;103.623;1024.603;922.375;117287.747;4234.977;165332.142;12784.045;113497.069;73243.414;40253.655;38121.861;929.167;28660.468;584.524;1934.547;700.289;4876.878;267.8;260656.757;12925.528;92222.411;37933.804;117575.014;32655.129;;;;;;;259972.488;11413.887;84227.039;39421.808;117735.175;32867.553;49.503;157.386;1.264
"2007-06";108273.86;211.957;1056.004;880.286;98523.769;7601.844;148435.608;12907.23;104628.329;76867.322;27761.007;30673.009;227.041;31950.08;886.997;2007.61;734.318;6980.256;282;207427.56;10852.75;78719.981;18482.431;99372.398;24465.072;;;;;;;250278.487;12199.664;80717.954;38056.106;111868.215;32134.301;49.935;0;1
"2006-06";112108.362;146.015;1037.431;866.854;104758.223;5299.84;154440.365;10173.994;107892.337;73876.086;34016.251;36140.993;233.042;32235.62;503.66;2158.649;447.755;6179.112;267.1;215197.379;10903.089;81957.773;18224.524;104111.992;25252.601;;;;;;;258834.723;12338.224;84935.356;37674.5;116101.98;33313.643;48.391;0;1
"2006-04";123736.288;174.276;1032.256;1032.523;114187.19;7310.044;163221.455;13244.57;105154.051;69980.036;35174.015;44712.814;110.02;29584.988;471.515;1782.201;1027.15;7359.324;215.6;238140.07;10350.01;79326.486;34215.646;114247.929;27918.599;;;;;;;256836.651;10070.075;84340.575;37261.341;119291.271;31879.61;48.266;172.824;1.041
"2005-03";124561.454;348.551;1213.416;914.316;117011.94;5073.231;197696.346;14524.463;134439.276;84833.872;49605.404;47664.415;1068.192;29183.888;487.588;1968.579;926.853;4874.877;267.3;279682.358;14392.554;92590.28;54421.038;118278.486;37341.397;;;;;;;259436.922;12840.343;88747.037;37399.173;112342.122;35210.545;48.404;278.725;1.09
"2003-07";112955.473;914.083;1323.192;1131.029;105673.539;3913.63;157114.963;8988.815;115466.7;88986.945;26479.755;32024.333;635.114;25769.667;300.298;1657.343;587.455;5607.009;265.4;220414.162;11078.332;88949.729;15770.827;104615.274;26443.036;;;;;;;254465.683;12288.782;85971.317;36287.746;112339.501;32983.966;49.624;0;1
"2000-01";127425.688;3102.547;1594.473;1592.752;115325.719;5810.197;163769.508;10464.709;114541.544;86102.705;28438.839;38068.13;695.125;24833.937;524.129;1590.866;1075.181;4732.852;250.5;289599.1;20775.587;92555.029;59170.295;117098.189;40365.26;;;;;;;251858.428;16994.926;90952.53;34287.92;98562.318;37489.985;47.591;393.354;1.06
"1999-12";124361.552;3094.813;1570.05;1573.103;110654.779;7468.807;159655.058;9611.16;109525.525;81910.09;27615.435;40089.296;429.077;25543.576;454.314;1591.166;839.965;5744.034;270;283228.591;19278.979;96006.813;55134.17;112808.629;39898.062;;;;;;;253609.401;16465.215;90496.897;34527.096;100168.231;37522.11;47.906;351.902;0.997
"1996-12";126618.358;3666.392;2121.312;2167.134;110183.143;8480.376;152407.382;10397.057;106322.623;80545.891;25776.732;35372.645;315.057;23257.933;465.886;1377.401;644.767;6128.103;209.7;272791.037;18792.487;89880.129;51267.948;112850.473;37486.324;;;;;;;241673.26;15117.703;88033.719;29052.233;98774.635;34995.637;50.381;413.182;1.171
"1994-03";112530.439;6177;3204.065;3053.689;92642.067;7453.618;127589.356;6462.953;92970.22;72065.295;20904.925;27895.137;261.047;25692.334;783.734;1607.854;358.204;5851.053;174.3;;;82029.879;32032.393;94505.679;;;;;;;;;;89180.495;27983.954;89725.585;;;208.649;0.816
"1992-06";88025.044;6466.652;3000.54;1835.795;68737.845;7984.211;137173.659;14827.175;96444.101;71070.93;25373.171;25468.304;434.078;19375.678;586.103;1181.789;680.588;4364.786;209;;;75187.95;14220.699;72791.349;;;;;;;;;;96229.53;25819.124;85076.661;;;0;1
"1991-09";94127.113;8042.899;3105.21;1773.11;77872.474;3333.421;132472.337;16130.958;92715.523;69390.395;23325.128;23372.811;253.046;20729.894;746.762;1272.2;286.563;4900.882;203.7;;;76864.996;13889.36;76558.059;;;;;;;;;;96763.217;24358.276;84486.8;;;0;1
"1991-04";97055.224;8696.3;3198.25;2820.857;76959.969;5379.849;128454.515;12335.013;91251.306;69296.192;21955.114;24313.097;555.1;23454.369;649.683;1514.7;232.833;4955.892;217.3;;;75154.223;25996.655;77939.026;;;;;;;;;;93719.012;23241.688;77781.011;;;216.122;1.301
"1991-03";106545.211;8177.621;3268.03;2919.363;86199.887;5980.311;136241.83;11214.305;100493.667;77256.927;23236.74;23981.758;552.099;20179.819;754.23;1190;214.922;5370.967;254.1;;;74158.695;28602.589;87361.33;;;;;;;;;;92862.889;24858.924;82294.245;;;210.812;0.824
"1991-02";110554.789;8211.301;2895.87;2614.889;91563.251;5269.478;132276.236;9471.786;98082.768;67926.178;30156.59;24214.59;507.091;17438.436;567.539;1011.5;340.294;4766.858;236.2;;;78164.067;42321.803;92572.962;;;;;;;;;;88073.808;23180.116;84505.143;;;409.899;1.282
"1990-01";106480.304;9854.908;3593.67;2668.62;87182.585;3180.521;142198.718;15258.664;99092.252;72292.08;26800.172;26802.614;1045.188;16132.746;557.804;1044.9;358.204;3064.552;222.9;;;88361.251;39133.787;88343.743;;;;;;;;;;97262.911;23832.786;70937.044;;;362.584;0.977
"1989-12";101550.402;7355.817;3709.97;2632.799;84327.017;3524.799;145732.305;10688.025;105716.7;77199.94;28516.76;27474.247;1853.334;14484.957;676.379;873.4;331.339;3319.597;201.5;;;90433.717;37763.657;86385.552;;;;;;;;;;;;;;;339.945;0.963
"1989-06";93455.865;9080.257;3407.59;2014.898;74346.884;4606.237;112863.916;10303.459;83398.73;61388.955;22009.775;18814.665;347.062;19736.322;758.139;1237.8;241.788;4340.781;216.9;;;73905.161;13387.875;74959.402;;;;;;;;;;;;;;;0;1
"1986-12";104304.974;9450.743;3430.85;3241.746;83288.838;4892.797;114394.755;8006.725;86394.618;60902.821;25491.797;19289.285;704.127;17116.478;402.121;1097.2;152.237;3801.684;134.5;;;86345.772;33832.368;85084.078;;;;;;;;;;;;;;;351.302;0.996
"1984-01";82938.754;13970.663;2509.754;5731.264;54774.102;5952.971;155390.451;17469.025;113769.312;93590.099;20179.213;23534.003;618.111;11923.088;691.089;735.8;161.192;2513.452;222.8;;;92850.431;33948.784;58831.732;;;;;;;;;;;;;;;372.969;1.005
"1983-04";58162.799;12711.013;2114.334;4835.754;31946.24;6555.457;115458.593;12953.959;80557.521;60784.195;19773.326;21340.003;607.109;11277.002;937.234;721.9;438.8;1505.271;241.7;;;85297.909;21823.579;37603.536;;;;;;;;;;;;;;;211.73;1.275
"1982-08";40526.781;7692.622;2337.63;4567.101;20918.159;5011.269;111570.527;13625.202;85085.08;62476.36;22608.72;12143.116;717.129;9857.662;809.895;681;89.551;1038.187;217.4;;;62800.837;8605.851;25608.371;;;;;;;;;;;;;;;0;1
"2017-01";136563.167;0;737.342;39.741;128272.379;7513.705;154406.385;11436.187;97528.29;60587.857;36940.433;41790.733;3651.175;23751.226;118.633;1545.51;2700.639;2957.673;137.5;295004.728;11825.576;73770.369;72929.197;136479.586;35756.439;279679.329;10123.015;71547.477;64343.454;133665.383;32806.93;230993.876;8787.67;74087.189;37444.236;105234.105;29481.498;48.813;452.737;1.22
"2017-03";119087.84;0;740.831;46.835;108798.419;9501.756;146921.283;9103.991;99826.537;55470.169;44356.368;37153.476;837.279;30770.488;14.75;1574.039;5236.599;7213.06;162.5;237587.449;7720.911;74423.184;43518.961;111924.393;28158.465;248830.591;9270.435;73800.4;50971.86;114787.896;30066.373;230044.172;9162.843;72458.393;38312.997;104389.471;29149.318;48.561;192.829;0.754
"2013-10";106865.694;141.305;789.677;96.555;99163.126;6675.031;145487.973;12521.835;99172.872;51330.168;47842.704;33059.174;734.092;22337.112;172.775;1394.567;1108.319;4837.201;182.3;220597.046;11331.168;79831.809;27699.02;101735.049;28289.459;225786.981;11618.054;78486.518;31212.883;104469.527;28750.222;235231.87;10306.166;74326.826;34712.738;109468.542;30191.088;50.247;82.676;0.664
"2012-10";112192.671;98.913;805.959;428.143;104797.896;6061.759;151285.309;14333.708;96766.778;54487.713;42279.065;39388.38;796.443;27353.045;65.349;1893.075;803.219;4468.014;170.9;229471.725;11422.69;79663.174;31197.777;107188.084;29059.444;;;;;;;236569.514;9759.75;74083.578;35032.073;111644.288;29932.947;49.958;123.606;0.993
"2012-04";113938.07;113.044;836.197;425.725;105259.434;7303.67;137309.455;11589.737;87783.069;45038.338;42744.731;36997.1;939.549;21332.286;223.168;1208.466;2566.791;4487.868;238.7;226911.49;10976.125;70298.698;36621.881;109014.786;26889.207;;;;;;;239610.97;11328.478;72211.185;35849.697;113172.969;29898.302;50.886;203.518;1.225
"2011-08";106584.087;42.391;911.792;504.709;100293.784;4831.411;140842.86;9931.183;100267.648;62983.428;37284.22;30309.969;334.06;29481.111;180.591;1793.207;2764.502;5681.022;280.1;200101.749;6902.297;77815.167;15606.053;99778.232;22816.171;;;;;;;244304.231;8863.067;78166.735;37852.282;113844.236;30144.825;50.171;0;1
"2009-10";104157.059;32.971;921.096;702.975;98785.998;3714.019;156408.828;10956.472;106661.014;70242.874;36418.14;36184.873;2606.469;23631.704;340.201;1690.045;1457.89;2178.392;204.3;228883.669;12809.05;81400.696;31745.83;102928.094;29423.253;;;;;;;234530.921;11152.811;76323.863;35082.895;105076.21;30635.146;48.475;134.189;1.078
"2008-02";130114.745;117.754;946.682;747.751;123370.659;4931.899;156832.257;12593.953;103278.771;69132.209;34146.562;40439.441;520.094;32451.953;617.169;2179.009;1628.037;4864.876;239.6;270565.271;12758.057;78381.548;55467.889;123957.776;33435.759;;;;;;;253562.501;12246.505;80964.015;37671.018;115156.593;33018.491;48.689;283.622;0.887
"2007-04";108352.608;4.71;938.541;428.949;101333.365;5647.043;183519.63;13041.684;135218.228;90815.181;44403.047;34584.596;675.122;28885.767;717.443;1954.22;121.789;5318.957;241.9;218812.086;13846.51;77126.671;25502.334;102336.572;26537.357;;;;;;;250477.347;13452.429;81372.192;37191.835;110151.442;32887.332;50.064;82.878;0.499
"2005-08";111734.82;131.884;1184.946;799.69;105840.235;3778.064;167718.548;12838.101;122479.744;84882.718;37597.026;32158.66;242.044;33307.966;402.258;2187.046;419.099;7051.269;236.7;212674.46;8735.512;85725.312;15404.563;102809.074;25111.137;;;;;;;260500.55;11133.624;88881.706;38453.618;115125.976;33982.339;48.718;0;1
"2004-01";142431.199;564.706;1310.34;1073.716;132457.141;7025.296;164865.212;15403.342;109420.815;82007.782;27413.033;39594.975;446.08;28605.826;712.547;1754.857;993.121;6491.168;240.6;297472.007;13038.694;85894.179;65101.786;133437.348;37380.557;;;;;;;254030.742;11446.466;83140.655;38400.074;113826.507;33234.684;49.218;366.599;0.988
"2003-11";127145.062;746.716;1269.228;973.419;119685.148;4470.551;160151.436;10027.107;107327.395;85166.49;22160.905;42466.875;330.059;27292.55;524.083;1642.255;1046.851;6622.192;201.8;259664.822;13333.752;77762.832;50704.672;117863.566;32095.568;;;;;;;255417.834;12320.686;83714.378;38660.162;112829.351;33696.555;49.191;229.229;0.902
"2003-04";118433.999;1348.778;1362.675;1183.864;109683.35;4855.332;148661.89;11318.118;107384.88;74740.195;32644.685;29534.815;424.076;24606.838;139.072;1498.961;1081.776;5953.071;219.4;236374.837;13189.032;81018.069;33158.049;109009.687;29207.21;;;;;;;253640.773;13080.381;84120.054;36553.872;111709.33;33620.375;49.64;152.871;0.92
"2003-03";124438.565;1440.945;1414.929;1251.027;114132.635;6199.028;168331.462;8859.385;118048.761;85914.299;32134.462;41075.253;348.063;26661.502;310.288;1543.812;1102.373;7294.313;251.4;253708.071;12595.73;81333.242;46393.687;113385.413;31995.055;;;;;;;254844.926;13867.404;84130.123;36307.662;111974.228;34218.499;49.685;208.185;0.814
"2002-11";125588.958;984.119;1370.491;1110.432;115475.3;6648.615;147024.71;12794.872;95601.316;72495.605;23105.711;38570.511;58.01;28201.017;614.901;1331.179;4558.146;7546.358;223.7;253753.158;10872.184;81177.4;47068.006;114635.568;31746.567;;;;;;;251603.412;9614.541;88765.015;36677.582;110558.931;33346.528;49.182;209.229;0.823
"2001-08";106690.508;367.363;1533.997;1454.704;98215.841;5118.603;165831.479;9541.101;121662.646;90978.001;30684.645;34309.675;318.057;27037.382;291.983;1685.376;952.366;6192.114;204.8;205934.856;8090.983;86038.74;14344.747;97460.387;24459.392;;;;;;;253485.752;10832.538;90321.473;36255.392;109538.536;33389.406;48.82;0;1
"1999-09";107359.254;4231.634;1697.98;1592.439;94789.479;5047.722;135301.071;9365.581;96169.633;71911.779;24257.854;29226.76;539.097;29752.671;565.137;1967.435;326.184;5980.076;232.9;209223.674;13507.096;83585.973;17734.382;94396.223;26324.787;;;;;;;247325.646;15052.198;86833.19;33358.276;102833.473;34244.01;47.889;0;1
"1999-02";114697.466;3301.629;1631.689;1543.859;101860.259;6360.029;139026.09;10508.682;98644.497;75849.697;22794.8;29354.818;518.093;22337.811;293.088;1333.079;994.016;5546.998;225.4;256887.821;17630.461;87185.458;48880.518;103191.383;36228.339;;;;;;;245646.155;14930.811;90325.083;31556.048;99181.507;36033.785;47.028;336.904;1.054
"1996-07";103445.343;3524.797;2279.48;1226.849;90922.984;5491.233;147493.928;10900.369;112530.717;91815.361;20715.356;23775.79;287.052;21453.849;325.733;1294.917;358.204;5710.028;208.4;207071.515;14094.13;87756.491;14229.654;90991.241;26645.19;;;;;;;242413.246;14962.381;89308.022;29630;98634.163;34051.62;50.63;0;1
"1996-04";115924.386;5152.567;2434.159;2516.383;100911.266;4910.011;147881.149;9456.888;112662.136;87834.412;24827.724;25513.08;249.045;21950.493;390.512;1305.145;385.069;5996.079;190;222822.008;12640.507;82024.064;28083.194;100074.243;28456.909;;;;;;;242862.087;13912.353;91228.643;28214.841;100749.498;34531.132;50.732;177.954;1.071
"1996-01";136402.354;6612.969;2645.825;2856.677;117114.763;7172.12;135638.003;8717.836;97034.905;77983.802;19051.103;29480.189;405.073;22401.682;478.028;1209.269;1262.669;6597.187;190.5;261896.939;11555.231;84901.326;47345.614;118094.769;32957.775;;;;;;;236500.325;12195.754;86437.947;28538.772;99723.796;33217.79;50.945;354.81;0.956
"1994-07";100624.149;4007.977;3057.527;3026.824;84517.083;6014.738;134119.814;9075.636;97944.371;69283.399;28660.972;26775.749;324.058;18659.137;492.633;1082.926;179.102;5392.971;194.9;;;79964.391;12752.062;85462.909;;;;;;;;;;89942.66;27243.559;95153.498;;;0;1
"1994-01";125145.082;5894.084;3133.122;2292.506;105410.812;8414.558;150629.614;8286.765;112298.117;84516.373;27781.744;29587.65;457.082;21519.431;686.7;1205.994;1002.971;5804.045;239.2;;;79948.109;42814.333;108478.408;;;;;;;;;;85908.771;26712.16;91148.725;;;342.6;0.924
"1991-05";94856.027;6992.068;3326.18;2991.003;76660.054;4886.722;126629.921;11922.882;91397.844;66910.879;24486.965;22719.089;590.106;18473.512;754.23;1082.5;214.922;4914.885;191.8;;;77237.156;22504.166;77221.998;;;;;;;;;;103080.474;25245.046;85667.578;;;143.296;1.827
"1989-05";89287.107;8224.773;3616.93;2552.204;68122.063;6771.137;123286.21;12922.859;87054.039;59257.176;27796.863;22889.236;420.076;16264.157;728.408;920.5;295.518;4534.816;222.9;;;68200.646;14793.825;70778.46;;;;;;;;;;;;;;;48.047;0.612
"1989-01";112085.244;9821.228;3500.63;2373.102;92769.29;3620.994;137575.28;9084.458;100940.259;73479.503;27460.756;26838.435;712.128;16090.983;631.782;897.9;438.8;4577.824;208.1;;;82634.639;39160.652;92524.588;;;;;;;;;;;;;;;384.477;1.036
"1987-05";83387.911;9423.798;3523.89;2722.35;61098.623;6619.25;123428.962;11061.623;89022.998;59542.111;29480.887;22692.223;652.117;13275.7;510.612;782.9;134.327;3525.634;173.2;;;61772.745;17731.098;64844.356;;;;;;;;;;;;;;;150.16;1.914
"1985-07";71276.161;9282.34;3326.18;4289.493;48570.989;5807.159;111907.029;13959.89;84304.707;67002.756;17301.951;13289.368;353.064;14967.526;797.418;1017.8;62.686;2270.409;235.6;;;64586.042;11202.83;52460.803;;;;;;;;;;;;;;;0;1
"2016-01";141404.036;0;814.693;29.326;131863.546;8696.471;137982.502;7359.65;95527.674;53242.14;42285.534;33611.66;1483.518;28068.632;83.655;1529.287;3610.575;6588.794;161.7;267359.708;8947.624;66611.453;56345.89;135454.741;29345.185;277986.593;10068.743;69538.547;61042.03;137337.273;31481.332;229067.34;8539.83;71709.186;34742.475;108792.606;28053.823;52.358;325.637;0.878
"2014-08";106867.825;103.623;755.95;23.372;99057.198;6927.682;136365.477;7746.836;98347.084;55679.788;42667.296;30089.975;181.583;28355.068;43.194;1380.709;4274.887;7979.336;192.7;188488.821;6473.175;69717.431;14111.088;98187.127;20527.332;191402.786;6702.946;72018.104;14111.088;98570.648;21221.127;232823.878;8096.495;71768.087;34834.172;113071.556;27687.902;52.321;0;1
"2007-12";134399.027;362.682;1042.048;805.063;126925.843;5263.391;180983.31;14907.636;117989.077;80500.534;37488.543;46277.27;1809.326;29169.439;394.501;2021.664;1745.349;3517.633;222.5;294506.489;15259.138;82471.819;66294.605;130480.927;37735.546;;;;;;;255044.521;13673.639;82366.502;38805.954;111663.666;34608.804;48.778;388.094;1.1
"2004-08";104351.644;310.87;1239.037;987.748;97484.188;4329.802;150359.745;10170.133;109690.321;82998.658;26691.663;30054.211;445.08;25532.723;557.961;1618.645;420.89;5729.031;269.1;201552.448;10994.452;79503.68;14524.277;96530.039;24304.235;;;;;;;251110.627;13152.683;82856.142;37525.439;109219.563;33652.828;48.348;0;1
"2004-05";111430.065;282.609;1316.539;1067.448;102321.421;6442.048;159827.991;13470.052;103627.272;75955.53;27671.742;42477.621;253.046;24968.763;549.645;1527.923;1025.359;5624.012;242.6;216702.081;11947.15;74825.78;26536.648;103392.503;25517.105;;;;;;;253909.261;13383.633;82724.132;38253.614;111265.37;33490.984;48.547;102.921;1.312
"2002-08";105777.584;765.929;1439.875;1334.31;97387.201;4850.269;149673.181;10431.656;108043.747;76887.093;31156.654;30966.736;231.042;25880.411;129.64;1415.97;3393.983;5889.06;212.8;199334.715;9140.393;79743.421;13871.45;96579.451;23477.393;;;;;;;249129.484;11684.578;84654.052;36166.405;109531.81;32780.835;49.043;0;1
