"Période";"1. Importations toutes énergies (en millions d'euros CAF)";"1.1 Importations de combustibles minéraux solides (en millions d'euros CAF)";"1.2 Importations de produits pétroliers (en millions d'euros CAF)";"1.2.1 Importations de pétrole brut (en millions d'euros CAF)";"1.2.2 Importations de produits pétroliers raffinés (en millions d'euros CAF)";"1.3 Importations de gaz (en millions d'euros CAF)";"1.4 Importations d'électricité (en millions d'euros CAF)";"2. Exportations toutes énergies (en millions d'euros FAB)";"2.1 Exportations de combustibles minéraux solides (en millions d'euros FAB)";"2.2 Exportations de produits pétroliers (en millions d'euros FAB)";"2.2.1 Exportations de pétrole brut (en millions d'euros FAB)";"2.2.2 Exportations de produits pétroliers raffinés (en millions d'euros FAB)";"2.3 Exportations de gaz (en millions d'euros FAB)";"2.4 Exportations d'électricité (en millions d'euros FAB)";"3. Facture énergétique totale (en millions d'euros CAF-FAB)";"3.1 Solde importateur (importations - exportations) de combustibles minéraux solides  (en millions d'euros CAF-FAB)";"3.2 Solde importateur (importations - exportations) de produits pétroliers (en millions d'euros CAF-FAB)";"3.2.1 Solde importateur (importations - exportations) de pétrole brut (en millions d'euros CAF-FAB)";"3.2.2 Solde importateur (importations - exportations) de produits pétroliers raffinés (en millions d'euros CAF-FAB)";"3.3 Solde importateur (importations - exportations) de gaz (en millions d'euros CAF-FAB)";"3.4 Solde importateur (importations - exportations) d'électricité (en millions d'euros CAF-FAB)";"3.5 Solde importateur (valeurs CAF - FAB) en biocarburants (en millions d'euros)";"3.6 Solde importateur (valeurs CAF - FAB) en bois-énergie (en millions d'euros)"
"PERIODE";"VIMP_ENER";"VIMP_CMS";"VIMP_PETRO";"VIMP_BRUT";"VIMP_RAFF";"VIMP_GAZ";"VIMP_ELE";"VEXP_ENER";"VEXP_CMS";"VEXP_PETRO";"VEXP_BRUT";"VEXP_RAFF";"VEXP_GAZ";"VEXP_ELE";"VSOLI_ENER";"VSOLI_CMS";"VSOLI_PETRO";"VSOLI_BRUT";"VSOLI_RAFF";"VSOLI_GAZ";"VSOLI_ELE";"VSOLI_BIOC";"VSOLI_BOIS"
"1994-06";1228.144;66.672;960.408;589.113;371.295;193.942;7.123;337.327;9.415;152.061;0;152.061;6.869;168.982;890.817;57.257;808.347;589.113;219.234;187.073;-161.86;;
"1994-05";1370.336;48.271;1039.686;732.181;307.505;276.446;5.933;384.15;10.629;180.591;0;180.591;7.487;185.443;986.185;37.642;859.095;732.181;126.914;268.958;-179.51;;
"1994-04";1148.936;62.799;839.67;604.298;235.372;234.745;11.722;450.051;8.909;222.828;0;222.828;3.801;214.513;698.885;53.89;616.843;604.298;12.545;230.944;-202.791;;
"1993-11";1257.334;54.919;970.432;676.759;293.673;222.613;9.37;428.16;11.526;200.708;0.036;200.672;2.49;213.436;829.174;43.394;769.724;676.723;93.001;220.122;-204.066;;
"1991-09";1473.115;131.564;1088.181;727.639;360.542;232.637;20.733;363.134;11.434;187.665;0;187.665;3.506;160.529;1109.981;120.13;900.516;727.639;172.877;229.131;-139.796;;
"2016-09";3475.226;100.432;2773.685;1476.574;1297.111;539.905;61.204;883.191;0.99;561.001;0.274;560.727;163.655;157.545;2592.034;99.441;2212.684;1476.3;736.384;376.25;-96.341;;
"2016-06";3006.472;78.63;2478.26;846.644;1631.615;437.802;11.781;647.789;3.02;437.388;0.073;437.315;13.176;194.204;2358.683;75.61;2040.872;846.572;1194.3;424.626;-182.424;;
"2016-01";3139.838;77.969;2171.484;1045.124;1126.36;833.804;56.581;784.682;2.337;443.993;0.044;443.949;122.778;215.574;2355.156;75.632;1727.491;1045.08;682.411;711.026;-158.993;;
"2015-01";4616.855;128.564;3193.136;1562.368;1630.768;1261.789;33.366;1179.674;0.138;675.917;0.104;675.813;265.172;238.447;3437.181;128.426;2517.219;1562.264;954.955;996.617;-205.081;;
"2014-05";6089.743;75.464;4831.416;2494.68;2336.736;1174.365;8.498;1203.486;1.123;841.368;0.195;841.173;158.844;202.151;4886.258;74.341;3990.049;2494.485;1495.564;1015.521;-193.653;;
"2014-03";5850.036;187.505;4473.4;2376.016;2097.384;1147.58;41.55;1281.527;4.353;956.536;0.191;956.345;128.702;191.936;4568.509;183.152;3516.864;2375.825;1141.039;1018.878;-150.386;;
"2014-02";5364.912;128.489;4104.757;2019.477;2085.279;1081.633;50.033;1290.784;5.881;932.189;0.195;931.995;144.121;208.593;4074.128;122.609;3172.567;2019.283;1153.285;937.512;-158.56;;
"2012-03";7651.407;186.433;5969.657;2674.987;3294.67;1473.063;22.254;1562.348;4.396;1109.312;0.613;1108.699;211.221;237.419;6089.059;182.037;4860.345;2674.374;2185.971;1261.842;-215.165;;
"2011-06";6477.614;182.413;5239.321;3201.389;2037.932;1039.876;16.004;1595.21;2.667;1199.932;0.479;1199.453;123.865;268.746;4882.404;179.746;4039.389;3200.91;838.479;916.011;-252.742;;
"2011-03";7204.65;159.393;5537.551;3297.611;2239.94;1457.616;50.09;1697.774;0.759;1256.313;115.262;1141.051;146.073;294.629;5506.875;158.634;4281.238;3182.349;1098.889;1311.543;-244.54;;
"2010-03";5606.045;173.454;4116.379;2330.136;1786.243;1204.393;111.819;1278.167;3.212;942.825;0.703;942.122;155.392;176.738;4327.879;170.242;3173.554;2329.433;844.121;1049.001;-64.918;;
"2009-03";4526.992;206.465;2995.388;1651.597;1343.791;1291.859;33.28;984.49;7.562;603.194;0.07;603.124;179.639;194.095;3542.502;198.903;2392.194;1651.527;740.667;1112.22;-160.815;;
"2007-06";4390.213;155.171;3429.399;2367.204;1062.195;796.926;8.717;1227.516;20.335;868.658;0;868.658;142.365;196.158;3162.697;134.836;2560.741;2367.204;193.537;654.561;-187.441;;
"2004-09";3317.499;132.836;2704.182;1753.026;951.156;467.838;12.643;741.167;13.86;514.828;0;514.828;16.778;195.701;2576.332;118.976;2189.354;1753.026;436.328;451.06;-183.058;;
"2003-09";2339.351;87.665;1804.303;1367.751;436.552;421.831;25.552;580.916;3.936;385.065;0.002;385.063;15.087;176.828;1758.434;83.729;1419.238;1367.749;51.489;406.744;-151.277;;
"2001-03";2507.697;74.309;1971.881;1390.942;580.939;452.593;8.914;730.267;8.757;432.239;0.001;432.238;25.902;263.369;1777.43;65.552;1539.642;1390.941;148.701;426.691;-254.455;;
"2000-02";2282.479;96.491;1858.416;1372.389;486.027;318.344;9.228;640.273;7.449;395.814;2.351;393.463;5.377;231.633;1642.207;89.042;1462.602;1370.038;92.564;312.967;-222.404;;
"1998-12";1060.907;71.321;747.48;468.979;278.501;223.607;18.499;378.065;5.13;180.171;4.897;175.274;7.505;185.259;682.843;66.191;567.309;464.082;103.227;216.102;-166.759;;
"1998-08";1123.816;73.649;811.842;567.194;244.648;221.666;16.659;318.327;4.166;221.396;1.744;219.652;3.019;89.746;805.49;69.483;590.446;565.45;24.996;218.647;-73.086;;
"1993-09";1227.375;62.368;931.719;632.882;298.838;223.661;9.627;432.663;9.871;225.763;0.077;225.686;2.195;194.834;794.712;52.497;705.956;632.805;73.152;221.466;-185.207;;
"1993-05";1330.389;73.586;1038.512;686.682;351.83;213.894;4.397;379.01;9.604;180.619;0.018;180.601;0.73;188.058;951.379;63.982;857.893;686.664;171.23;213.164;-183.661;;
"1992-12";1413.989;87.444;1076.432;697.988;378.444;235.957;14.154;340.087;7.434;156.973;0.077;156.896;0.951;174.73;1073.901;80.011;919.46;697.911;221.549;235.006;-160.575;;
"1991-05";1442.93;111.745;1026.439;654.769;371.671;278.219;26.526;372.281;10.976;191.781;0.152;191.628;1.982;167.541;1070.649;100.769;834.658;654.616;180.042;276.238;-141.015;;
"2015-07";4836.148;103.473;3670.769;1787.228;1883.541;1030.172;31.734;1078.405;5.802;733.118;14.93;718.188;80.903;258.582;3757.743;97.671;2937.651;1772.298;1165.354;949.269;-226.849;;
"2013-08";6245.051;142.909;4879.834;2766.008;2113.826;1206.443;15.865;1345.378;1.378;971.739;0.237;971.502;145.284;226.977;4899.673;141.531;3908.095;2765.771;1142.324;1061.158;-211.112;;
"2010-09";4987.065;189.518;4052.233;2447.288;1604.945;694.445;50.869;1049.346;0.501;823.622;0.246;823.376;27.268;197.955;3937.719;189.017;3228.611;2447.042;781.569;667.177;-147.086;;
"2009-04";4131.147;143.168;2833.888;1912.348;921.54;1116.203;37.888;825.853;6.18;597.063;0.21;596.853;93.538;129.072;3305.293;136.988;2236.825;1912.138;324.687;1022.665;-91.185;;
"2007-07";5262.161;121.983;4289.739;3080.02;1209.719;827.34;23.099;1297.292;14.958;954.702;0;954.702;138.069;189.563;3964.868;107.025;3335.037;3080.02;255.017;689.271;-166.465;;
"2006-10";4665.568;140.687;3764.814;2688.956;1075.858;750.75;9.317;1346.835;14.995;909.533;0;909.533;143.457;278.85;3318.733;125.692;2855.281;2688.956;166.325;607.293;-269.533;;
"2006-09";4586.42;132.801;3651.346;2432.476;1218.87;790.138;12.135;1400.132;11.571;951.268;0.008;951.26;136.408;300.885;3186.288;121.23;2700.078;2432.468;267.61;653.73;-288.75;;
"2005-02";3476.496;125.524;2644.363;1648.971;995.392;656.736;49.873;824.499;11.292;540.672;3.452;537.22;114.2;158.335;2651.996;114.232;2103.691;1645.519;458.172;542.536;-108.463;;
"2003-08";2458.341;74.902;1873.587;1314.418;559.169;496.225;13.627;544.556;4.605;353.511;0;353.511;18.532;167.908;1913.785;70.297;1520.076;1314.418;205.658;477.693;-154.281;;
"2003-07";2499.377;70.957;1913.882;1396.111;517.771;495.04;19.498;594.201;4.849;382.447;3.457;378.99;21.962;184.943;1905.175;66.108;1531.435;1392.654;138.781;473.078;-165.446;;
"2003-03";2737.691;60.091;2086.062;1243.583;842.479;581.916;9.622;695.241;5.586;409.088;4.661;404.427;29.456;251.111;2042.45;54.505;1676.974;1238.922;438.052;552.46;-241.489;;
"2002-09";2449.422;80.808;1960.147;1364.946;595.201;406.992;1.475;605.808;4.453;355.054;0;355.054;10.594;235.707;1843.613;76.355;1605.093;1364.946;240.147;396.398;-234.233;;
"2002-02";2329.695;80.228;1648.057;1078.884;569.173;591.488;9.922;639.453;6.613;365.775;5.891;359.884;30.71;236.355;1690.242;73.615;1282.282;1072.993;209.289;560.778;-226.433;;
"2001-07";2563.892;89.728;1976.714;1459.366;517.348;492.569;4.881;598.486;6.191;354.03;0;354.03;5.57;232.695;1965.406;83.537;1622.684;1459.366;163.318;486.999;-227.814;;
"1999-12";2201.892;65.076;1815.988;1247.218;568.77;307.661;13.167;629.468;6.177;392.014;41.775;350.239;4.203;227.074;1572.425;58.899;1423.974;1205.443;218.531;303.458;-213.906;;
"1999-06";1315.494;71.519;1027.102;711.396;315.706;204.913;11.96;387.678;4.811;187.822;0.002;187.82;2.655;192.39;927.816;66.708;839.28;711.394;127.886;202.258;-180.43;;
"1997-09";1541.985;81.709;1197.416;898.188;299.228;256.39;6.471;489.089;7.229;268.667;0;268.667;11.23;201.963;1052.896;74.479;928.749;898.188;30.561;245.16;-195.493;;
"1993-07";1269.741;62.258;1025.161;685.101;340.06;173.578;8.744;363.181;8.014;151.376;0;151.376;16.518;187.273;906.56;54.244;873.785;685.101;188.683;157.06;-178.529;;
"1993-06";1272.816;49.972;1003.196;636.297;366.899;213.345;6.302;341.729;11.036;154.067;0.138;153.929;1.423;175.204;931.086;38.936;849.13;636.16;212.97;211.922;-168.901;;
"1990-11";1726.028;88.42;1377.682;936.799;440.883;239.497;20.428;514.363;10.976;292.092;0;292.092;1.372;209.922;1211.665;77.444;1085.589;936.799;148.79;238.125;-189.494;;
"1990-05";1317.464;100.464;1016.987;675.654;341.333;173.03;26.983;278.067;10.824;169.066;0.152;168.914;1.372;96.805;1039.397;89.64;847.921;675.502;172.42;171.658;-69.822;;
"1991-02";1748.285;74.09;1370.517;778.557;591.96;279.134;24.544;335.235;9.147;195.897;0;195.897;1.829;128.362;1413.05;64.943;1174.62;778.557;396.063;277.305;-103.818;;
"1990-04";1197.03;101.531;829.628;462.53;367.097;218.459;47.412;279.591;9.452;175.774;0;175.774;1.829;92.537;917.438;92.079;653.854;462.53;191.324;216.63;-45.125;;
"1989-09";1287.127;87.201;1027.811;687.698;340.114;137.509;34.606;327.613;15.397;146.351;0;146.351;2.134;163.73;959.514;71.803;881.46;687.698;193.763;135.375;-129.124;;
"1986-09";1337.283;90.402;1042.294;679.618;362.676;189.342;15.245;239.955;17.379;151.077;0;151.077;1.829;69.669;1097.328;73.023;891.217;679.618;211.599;187.512;-54.424;;
"1986-03";1648.126;128.057;1117.451;659.799;457.652;377.921;24.697;258.096;18.751;169.066;0;169.066;3.659;66.62;1390.03;109.306;948.385;659.799;288.586;374.262;-41.923;;
"1983-11";2483.394;130.496;2070.41;1520.374;550.036;273.646;8.842;290.873;15.855;249.254;7.927;241.327;1.829;23.934;2192.522;114.642;1821.156;1512.447;308.709;271.817;-15.092;;
"1983-03";2468.15;136.137;1960.799;1459.394;501.405;343.773;27.441;233.857;12.501;202.757;16.617;186.14;2.439;16.16;2234.293;123.636;1758.042;1442.777;315.265;341.333;11.281;;
"1982-12";2811.922;113.727;2391.62;1828.169;563.452;287.061;19.513;324.564;11.434;287.671;0;287.671;14.33;11.129;2487.358;102.293;2103.949;1828.169;275.78;272.731;8.385;;
"1981-11";2501.993;144.369;2060.501;1642.181;418.32;283.403;13.72;415.881;16.617;377.921;0;377.921;2.439;18.904;2086.112;127.752;1682.58;1642.181;40.399;280.964;-5.183;;
"1981-06";2299.998;179.585;1895.399;1595.531;299.867;214.801;10.214;298.8;16.464;249.254;0;249.254;1.524;31.557;2001.198;163.12;1646.144;1595.531;50.613;213.276;-21.343;;
"1988-09";1108.457;80.493;861.642;555.982;305.66;155.803;10.519;251.846;17.379;140.101;1.067;139.034;3.049;91.317;856.611;63.114;721.541;554.914;166.627;152.754;-80.798;;
"1985-08";2295.12;127.6;1894.027;1471.133;422.894;255.657;17.837;458.567;17.532;374.72;0;374.72;0;66.315;1836.553;110.068;1519.307;1471.133;48.174;255.657;-48.479;;
"1984-07";2372.869;128.057;1888.691;1396.738;491.953;341.028;15.092;420.302;23.477;311.606;0;311.606;1.982;83.237;1952.567;104.58;1577.085;1396.738;180.347;339.047;-68.145;;
"1983-05";2728.075;115.251;2201.059;1532.722;668.336;395.91;15.855;227.606;13.111;184.768;0;184.768;2.592;27.136;2500.469;102.141;2016.291;1532.722;483.568;393.318;-11.281;;
"1983-01";2764.358;156.413;2250.3;1778.775;471.525;343.163;14.483;279.439;8.537;224.862;6.708;218.155;26.374;19.666;2484.919;147.876;2025.438;1772.067;253.37;316.789;-5.183;;
"1988-08";1120.805;60.37;888.32;564.824;323.497;151.534;20.581;222.576;16.769;129.582;0;129.582;3.354;72.871;898.23;43.6;758.739;564.824;193.915;148.18;-52.29;;
"1986-10";1085.742;96.958;731.755;442.712;289.043;244.681;12.348;224.253;11.586;150.467;0;150.467;2.592;59.608;861.489;85.371;581.288;442.712;138.576;242.089;-47.259;;
"1984-12";3237.102;115.709;2752.467;2226.518;525.949;357.798;11.129;376.244;24.849;269.835;0;269.835;2.744;78.816;2860.858;90.86;2482.632;2226.518;256.114;355.054;-67.687;;
"1984-02";2874.274;165.56;2233.683;1872.531;361.152;439.815;35.216;270.292;11.891;194.372;0;194.372;1.524;62.504;2603.982;153.669;2039.311;1872.531;166.779;438.291;-27.288;;
"1982-02";2460.375;117.386;2061.111;1756.67;304.441;264.804;17.074;366.335;16.16;331.424;0;331.424;3.049;15.702;2094.04;101.226;1729.687;1756.67;-26.983;261.755;1.372;;
"1981-03";2400.92;148.638;2019.797;1746.303;273.494;216.478;16.007;293.159;9.452;261.145;0;261.145;1.829;20.733;2107.76;139.186;1758.652;1746.303;12.348;214.648;-4.726;;
"1980-03";;;;;;;;;;;;;;;;;;;;;;;
"1990-12";1860.64;90.402;1515.496;1025.525;489.971;231.57;23.172;366.487;8.842;187.817;0.152;187.665;0.305;169.523;1494.153;81.56;1327.678;1025.372;302.306;231.265;-146.351;;
"1989-10";1506.349;123.789;1203.433;836.793;366.64;161.901;17.227;308.099;11.586;178.213;0;178.213;1.524;116.776;1198.249;112.202;1025.22;836.793;188.427;160.376;-99.549;;
"1989-07";1209.531;68.907;957.837;587.539;370.299;160.986;21.8;317.399;11.891;147.418;0;147.418;2.744;155.346;892.132;57.016;810.419;587.539;222.88;158.242;-133.545;;
"1989-05";1438.661;92.384;1138.032;698.521;439.511;184.768;23.477;324.412;10.824;149.705;0.152;149.552;19.666;144.217;1114.25;81.56;988.327;698.369;289.958;165.102;-120.74;;
"1989-04";1359.54;82.322;1081.168;699.131;382.037;178.67;17.379;294.227;9.604;144.369;0;144.369;19.818;120.435;1065.314;72.718;936.799;699.131;237.668;158.852;-103.056;;
"1988-04";1058.454;65.706;814.078;559.031;255.047;155.346;23.325;251.084;12.196;145.741;0;145.741;3.964;89.183;807.37;53.51;668.336;559.031;109.306;151.382;-65.858;;
"1987-08";1290.481;59.303;1036.806;639.371;397.435;176.841;17.532;240.107;12.653;119.215;0;119.215;1.372;106.867;1050.374;46.649;917.591;639.371;278.219;175.469;-89.335;;
"1986-12";1116.994;86.439;818.194;540.584;277.61;203.367;8.994;298.648;7.165;122.417;0;122.417;1.829;167.237;818.346;79.273;695.777;540.584;155.193;201.538;-158.242;;
"1986-07";1063.484;95.433;658.122;393.318;264.804;289.653;20.276;269.835;11.891;175.621;0;175.621;2.134;80.188;793.65;83.542;482.501;393.318;89.183;287.519;-59.912;;
"1985-11";2401.987;114.489;2033.213;1569.92;463.293;240.107;14.178;427.315;18.599;282.183;0;282.183;31.404;95.128;1974.672;95.89;1751.029;1569.92;181.109;208.703;-80.95;;
"1984-10";2790.732;169.066;2342.532;1711.24;631.291;263.737;15.397;438.443;32.014;332.186;5.641;326.546;3.049;71.194;2352.288;137.052;2010.345;1705.6;304.746;260.688;-55.796;;
"1984-06";2857.657;126.99;2307.468;1760.786;546.682;408.106;15.092;453.231;17.837;390.117;5.488;384.629;3.201;42.076;2404.426;109.153;1917.351;1755.298;162.053;404.905;-26.983;;
"1984-03";2890.281;169.676;2317.682;1788.532;529.151;390.727;12.196;392.861;14.788;302.459;0;302.459;5.641;69.974;2497.42;154.888;2015.224;1788.532;226.692;385.086;-57.778;;
"1981-09";2502.451;173.792;2127.731;1623.734;503.996;188.579;12.348;461.768;16.464;412.222;0;412.222;6.403;26.679;2040.683;157.327;1715.509;1623.734;91.774;182.177;-14.33;;
"1980-12";;;;;;;;;;;;;;;;;;;;;;;
"1988-03";1011.957;69.974;758.891;490.581;268.31;174.554;8.537;278.372;15.702;148.638;0;148.638;3.049;110.983;733.585;54.272;610.253;490.581;119.672;171.505;-102.446;;
"1981-12";2904.459;170.133;2406.408;2034.28;372.128;308.709;19.209;292.702;18.294;255.657;0;255.657;3.659;15.092;2611.757;151.839;2150.751;2034.28;116.471;305.05;4.116;;
"1981-10";2396.803;145.436;2029.249;1610.929;418.32;209.77;12.348;285.08;14.94;258.554;0;258.554;0.915;10.671;2111.724;130.496;1770.695;1610.929;159.767;208.855;1.677;;
"1981-04";2349.849;161.748;1989.46;1760.024;229.436;186.293;12.348;374.872;9.604;327.613;0;327.613;1.982;35.673;1974.977;152.144;1661.847;1760.024;-98.177;184.311;-23.325;;
"1980-10";;;;;;;;;;;;;;;;;;;;;;;
"1980-04";;;;;;;;;;;;;;;;;;;;;;;
"1988-05";1045.343;43.753;869.417;579.916;289.501;116.928;15.245;202.452;16.769;125.923;0.152;125.77;2.897;56.863;842.891;26.983;743.494;579.764;163.73;114.032;-41.619;;
"1987-03";1142.91;108.239;855.696;550.798;304.898;159.462;19.513;294.989;9.909;167.237;0.152;167.084;1.829;116.014;847.921;98.33;688.46;550.646;137.814;157.632;-96.5;;
"1986-01";2328.659;155.498;1712.307;1347.497;364.81;440.273;20.581;382.495;12.348;264.804;0;264.804;2.592;102.751;1946.164;143.15;1447.503;1347.497;100.007;437.681;-82.17;;
"1982-05";2024.675;162.663;1554.218;1176.602;377.616;291.94;15.855;336.303;15.245;307.185;20.276;286.909;0.762;13.111;1688.373;147.418;1247.033;1156.326;90.707;291.178;2.744;;
"1982-04";2471.503;154.583;2006.686;1647.212;359.475;291.787;18.446;350.633;15.245;320.753;0;320.753;2.897;11.739;2120.871;139.338;1685.934;1647.212;38.722;288.891;6.708;;
"1981-08";2189.168;162.206;1794.172;1523.271;270.902;222.88;9.909;324.564;14.94;301.087;0;301.087;2.134;6.403;1864.604;147.266;1493.086;1523.271;-30.185;220.746;3.506;;
"1990-07";1270.815;95.281;999.456;687.698;311.758;157.175;18.904;356.121;7.47;147.571;0;147.571;1.22;199.861;914.694;87.811;851.885;687.698;164.188;155.955;-180.957;;
"1987-07";1328.441;66.62;1063.789;678.855;384.934;180.347;17.684;246.663;11.586;171.505;0;171.505;1.067;62.504;1081.778;55.034;892.284;678.855;213.429;179.28;-44.82;;
"1989-01";1241.545;85.371;970.795;668.032;302.764;166.627;18.751;274.103;11.129;137.814;0;137.814;3.354;121.807;967.441;74.243;832.981;668.032;164.95;163.273;-103.056;;
"1988-12";1347.649;75.157;1079.034;727.487;351.547;161.901;31.557;220.594;17.837;125.008;1.372;123.636;4.726;73.023;1127.056;57.321;954.026;726.115;227.911;157.175;-41.466;;
"1987-12";1363.809;65.096;1058.758;723.98;334.778;220.289;19.666;259.468;10.976;125.77;0;125.77;2.134;120.587;1104.341;54.119;932.988;723.98;209.008;218.155;-100.921;;
"1986-05";1374.023;116.166;964.697;527.016;437.681;277.61;15.55;332.339;14.178;237.516;0;237.516;2.287;78.359;1041.684;101.988;727.182;527.016;200.166;275.323;-62.809;;
"1986-02";1827.559;113.117;1304.049;1005.706;298.343;385.086;25.307;354.292;14.788;235.686;0;235.686;3.506;100.311;1473.267;98.33;1068.363;1005.706;62.657;381.58;-75.005;;
"1985-09";2291.156;129.429;1861.555;1373.261;488.294;291.635;8.537;341.638;19.361;259.926;0.152;259.773;3.659;58.693;1949.518;110.068;1601.629;1373.108;228.521;287.976;-50.156;;
"1983-09";2352.593;78.816;1999.216;1606.508;392.709;266.938;7.622;453.231;19.361;380.97;7.47;373.5;1.067;51.833;1899.362;59.455;1618.246;1599.038;19.209;265.871;-44.21;;
"1980-11";;;;;;;;;;;;;;;;;;;;;;;
"1980-08";;;;;;;;;;;;;;;;;;;;;;;
"1987-06";1228.434;69.669;938.781;584.794;353.987;203.519;16.464;263.737;10.367;135.832;2.134;133.698;1.982;115.556;964.697;59.303;802.949;582.66;220.289;201.538;-99.092;;
"1985-12";2907.66;125.161;2340.702;1639.589;701.113;413.747;28.051;421.979;20.733;309.624;0;309.624;2.744;88.878;2485.681;104.428;2031.078;1639.589;391.489;411.003;-60.827;;
"1985-10";2614.653;128.972;2204.718;1584.555;620.163;258.096;22.867;488.447;19.818;372.281;0;372.281;1.829;94.518;2126.206;109.153;1832.437;1584.555;247.882;256.267;-71.651;;
"1990-10";2070.258;83.999;1778.623;1249.32;529.303;187.817;19.818;549.579;11.129;313.893;0;313.893;1.524;223.033;1520.679;72.871;1464.73;1249.32;215.41;186.293;-203.215;;
"1990-06";1204.042;86.743;854.019;601.411;252.608;246.51;16.769;289.653;8.842;181.109;0;181.109;1.829;97.872;914.389;77.901;672.91;601.411;71.499;244.681;-81.103;;
"1989-08";1330.423;95.586;1056.167;690.899;365.268;168.609;10.062;327.46;8.232;149.248;0;149.248;2.287;167.694;1002.962;87.353;906.919;690.899;216.02;166.322;-157.632;;
"1990-01";1691.269;119.977;1262.735;840.909;421.826;239.193;69.364;348.498;8.69;189.951;2.592;187.36;1.524;148.333;1342.771;111.288;1072.784;838.317;234.467;237.668;-78.969;;
"1987-09";1169.894;60.98;930.091;646.384;283.708;160.376;18.446;183.244;12.958;120.74;0.152;120.587;1.372;48.174;986.65;48.021;809.352;646.231;163.12;159.004;-29.728;;
"1987-04";1151.447;70.736;901.583;518.327;383.257;159.919;19.209;198.794;7.622;115.251;0;115.251;2.287;73.633;952.654;63.114;786.332;518.327;268.005;157.632;-54.424;;
"1984-11";2702.311;115.861;2193.589;1622.515;571.074;376.397;16.464;345.602;31.404;269.53;0;269.53;2.439;42.228;2356.709;84.457;1924.059;1622.515;301.544;373.957;-25.764;;
"1983-12";2877.628;147.876;2421.5;1881.678;539.822;271.207;37.045;404.6;20.428;335.693;0;335.693;2.439;46.04;2473.028;127.447;2085.807;1881.678;204.129;268.768;-8.994;;
"1982-03";2415.097;131.564;1979.246;1616.264;362.981;293.159;11.129;241.174;16.769;205.349;0;205.349;7.013;12.043;2173.923;114.794;1773.897;1616.264;157.632;286.147;-0.915;;
"1989-06";1377.072;89.488;1046.867;698.826;348.041;219.069;21.648;327.918;10.976;179.432;0;179.432;2.744;134.765;1049.154;78.511;867.435;698.826;168.609;216.325;-113.117;;
"1988-01";1163.948;76.529;802.949;535.553;267.396;266.633;17.837;219.374;12.196;104.732;0;104.732;0.152;102.293;944.574;64.333;698.216;535.553;162.663;266.481;-84.457;;
"1985-01";2948.974;187.207;2376.223;1847.682;528.541;360.085;25.459;382.342;21.953;309.776;0.152;309.624;3.049;47.564;2566.632;165.255;2066.446;1847.53;218.917;357.036;-22.105;;
"1984-08";2529.739;138.271;2082.758;1510.008;572.751;299.867;8.842;395.758;21.343;333.558;5.031;328.528;2.897;37.96;2133.981;116.928;1749.2;1504.977;244.223;296.971;-29.118;;
"1984-04";2496.81;145.131;1890.063;1552.388;337.675;444.236;17.379;291.33;16.922;229.893;0;229.893;1.067;43.448;2205.48;128.21;1660.17;1552.388;107.781;443.169;-26.069;;
"1983-07";2608.25;125.313;2178.496;1669.622;508.875;297.58;6.86;312.825;13.568;266.633;0;266.633;1.524;31.1;2295.425;111.745;1911.863;1669.622;242.241;296.056;-24.239;;
"1983-06";2462.814;135.527;1920.248;1437.289;482.958;389.812;17.227;292.55;17.532;254.895;7.927;246.967;2.744;17.379;2170.264;117.996;1665.353;1429.362;235.991;387.068;-0.152;;
"1983-02";2193.894;125.618;1727.4;1316.245;411.155;328.07;12.806;360.847;9.452;276.39;0;276.39;49.393;25.611;1833.047;116.166;1451.01;1316.245;134.765;278.677;-12.806;;
"1982-11";2895.312;152.601;2416.317;1793.563;622.754;302.916;23.477;352.31;13.111;332.796;19.666;313.13;0.61;5.793;2543.002;139.491;2083.521;1773.897;309.624;302.306;17.684;;
"1981-01";2143.586;98.177;1906.832;1609.709;297.123;135.527;3.049;168.151;8.994;154.736;0;154.736;1.372;3.049;1975.434;89.183;1752.097;1609.709;142.387;134.155;0;;
"1986-06";1293.377;94.366;796.241;440.578;355.664;372.433;30.337;218.764;13.568;124.856;0.152;124.703;2.287;78.054;1074.613;80.798;671.385;440.425;230.96;370.146;-47.717;;
"1985-07";2411.896;119.825;1904.85;1302.829;602.021;365.573;21.648;412.679;16.464;336.303;0.152;336.15;1.524;58.388;1999.216;103.36;1568.548;1302.677;265.871;364.048;-36.74;;
"1984-05";2470.894;120.282;1950.433;1489.427;461.006;387.525;12.653;396.825;17.837;282.64;0;282.64;4.421;91.927;2074.069;102.446;1667.792;1489.427;178.365;383.104;-79.273;;
"1982-09";2698.805;129.429;2208.681;1621.448;587.234;339.656;21.038;259.316;17.532;227.606;0;227.606;0;14.178;2439.489;111.898;1981.075;1621.448;359.627;339.656;6.86;;
"1982-07";2593.31;109.001;2164.166;1748.59;415.576;308.557;11.586;305.05;12.806;280.659;14.94;265.719;1.524;10.062;2288.26;96.195;1883.508;1733.65;149.857;307.032;1.524;;
"1982-06";2742.71;149.552;2307.773;1786.702;521.071;270.902;14.483;254.59;14.33;217.545;5.641;211.904;4.726;17.989;2488.12;135.222;2090.228;1781.062;309.167;266.176;-3.506;;
"1981-05";2144.043;157.937;1752.554;1454.364;298.19;214.038;19.513;300.02;12.501;278.372;0;278.372;1.829;7.318;1844.023;145.436;1474.182;1454.364;19.818;212.209;12.196;;
