"Période";"1. Production de pétrole (en GWh)";"2. Solde importateur (importations - exportations) tous produits pétroliers (en GWh)";"2.1 Importations de tous produits pétroliers (en GWh)";"2.1.1 Importations de pétrole brut, condensats et autres produits à distiller (en GWh)";"2.1.2 Importations de produits pétroliers raffinés (en GWh)";"2.2 Exportations de produits pétroliers raffinés (en GWh)";"3. Solde importateur (importations - exportations) de produits pétroliers raffinés (en GWh)";"4. Marché des soutes maritimes (françaises et étrangères) (en GWh)";"5. Consommation réelle de pétrole (brut et raffiné) (en GWh)";"6. Consommation de pétrole (brut et raffiné) CVC-CJO (en GWh)";"7. Consommation de pétrole (brut et raffiné) CVS-CVC-CJO (en GWh)";"8. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"9. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PROD_PETRO_SYNT";"QSOLI_PETRO_SYNT";"QIMP_PETRO_SYNT";"QIMP_BRUT_SYNT";"QIMP_RAFF_SYNT";"QEXP_RAFF_SYNT";"QSOLI_RAFF_SYNT";"SOUTESMAR_SYNT";"CONSO_PETRO_SYNT";"CONSO_PETRO_COR1_SYNT";"CONSO_PETRO_COR2_SYNT";"DJU";"INDRIG"
"1994-03";3204.065;74270.877;92970.22;72065.295;20904.925;18699.343;2205.582;2027.109;82029.879;;89180.495;208.649;0.816
"1992-12";3047.06;90429.602;103669.82;78214.076;25455.744;13240.218;12215.526;2537.666;87021.475;;96180.297;353.2;1.001
"1992-10";3070.32;96824.038;109927.923;72994.532;36933.391;13103.885;23829.506;2435.322;84657.096;;97943.466;209.843;1.685
"1992-02";3035.43;87101.013;98950.366;67336.537;31613.829;11849.353;19764.476;2635.358;85235.107;;99291.362;333.546;1.043
"1992-01";3233.14;103103.112;116484.917;84037.217;32447.7;13381.805;19065.895;2733.05;96880.226;;100731.048;434.357;1.171
"1991-10";3326.18;99735.391;108862.615;72736.346;36126.269;9127.224;26999.045;2514.406;90398.827;;101509.313;171.849;1.38
"1991-05";3326.18;78808.369;91397.844;66910.879;24486.965;12589.475;11897.49;2230.634;77237.156;;103080.474;143.296;1.827
"1989-04";3477.37;87392.472;97968.794;72495.605;25473.189;10576.322;14896.867;2029.435;70961.608;;;234.175;1.41
"1989-02";3256.4;67790.107;76924.309;55904.247;21020.062;9134.202;11885.86;1977.1;81533.278;;;303.151;0.948
"1986-03";3247.096;84567.545;93835.492;64536.033;29299.459;9267.947;20031.512;2755.147;75419.387;;;319.462;1.249
"1986-01";3643.679;75421.713;87508.772;70804.603;16704.169;12087.059;4617.11;2141.083;80362.137;;;386.648;1.042
"1985-10";3371.537;87104.048;99678.404;76484.695;23193.709;12574.356;10619.353;2423.692;77891.925;;;151.161;1.214
"1985-06";3057.527;57918.563;68157.615;55803.066;12354.549;10239.052;2115.497;2424.855;64554.641;;;0;1
"1984-05";2664.433;77767.484;88003.047;70576.655;17426.392;10235.563;7190.829;2646.988;70030.045;;;172.552;2.2
"1983-11";2307.392;73990.06;83811.595;63027.622;20783.973;9821.535;10962.438;2205.048;85509.575;;;271.731;1.069
"1983-10";2408.573;75767.124;90923.34;72176.943;18746.397;15156.216;3590.181;2602.794;73870.271;;;156.911;1.26
"1981-11";2215.515;87783.24;97773.41;81851.94;15921.47;9990.17;5931.3;3086.602;96411.537;;;280.073;1.102
