"Période";"1. Production de pétrole (en GWh)";"2. Solde importateur (importations - exportations) tous produits pétroliers (en GWh)";"2.1 Importations de tous produits pétroliers (en GWh)";"2.1.1 Importations de pétrole brut, condensats et autres produits à distiller (en GWh)";"2.1.2 Importations de produits pétroliers raffinés (en GWh)";"2.2 Exportations de produits pétroliers raffinés (en GWh)";"3. Solde importateur (importations - exportations) de produits pétroliers raffinés (en GWh)";"4. Marché des soutes maritimes (françaises et étrangères) (en GWh)";"5. Consommation réelle de pétrole (brut et raffiné) (en GWh)";"6. Consommation de pétrole (brut et raffiné) CVC-CJO (en GWh)";"7. Consommation de pétrole (brut et raffiné) CVS-CVC-CJO (en GWh)";"8. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"9. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PROD_PETRO_SYNT";"QSOLI_PETRO_SYNT";"QIMP_PETRO_SYNT";"QIMP_BRUT_SYNT";"QIMP_RAFF_SYNT";"QEXP_RAFF_SYNT";"QSOLI_RAFF_SYNT";"SOUTESMAR_SYNT";"CONSO_PETRO_SYNT";"CONSO_PETRO_COR1_SYNT";"CONSO_PETRO_COR2_SYNT";"DJU";"INDRIG"
"2022-07";560.082;73057.618;86313.328;46129.023;40184.305;13255.71;26928.595;1345.591;70144.669;71845.91;66703.586;0;1
"2022-10";557.195;73363.349;82922.651;28482.614;54440.037;9559.303;44880.734;1093.22;64540.395;66978.767;62504.364;37.95;0.305
"2019-11";717.652;69321.18;83638.258;37576.949;46061.309;14317.078;31744.231;908.303;70062.367;70618.518;72395.346;258.921;1.019
"2021-05";662.733;63910.446;72906.983;28836.097;44070.887;8996.537;35074.35;1207.194;60020.086;59594.12;62996.937;116.452;1.485
"2023-02";518.651;;;;;;;930.4;60064.363;60122.358;64901.89;292.236;0.914
"2021-06";639.352;66366.403;75393.179;34639.269;40753.91;9026.776;31727.134;1114.154;68802.859;66305.484;65436.035;0;1
"2023-01";581.14;73138.004;85423.487;47520.18;37903.307;12285.483;25617.824;994.365;64083.231;62595.347;67399.794;336.034;0.906
"2020-11";646.973;53853.299;69286.559;40092.448;29194.111;15433.26;13760.851;1066.471;54919.878;55410.582;56771.073;206.465;0.812
"2022-09";523.092;62975.731;75905.819;44258.628;31647.191;12930.088;18717.103;1269.996;72558.668;71107.595;67570.662;0;1
"2018-11";733.574;67564.722;83584.899;47839.075;35745.824;16020.177;19725.647;1839.866;70143.262;68266.39;73086.368;239.74;0.943
"2022-05";612.834;67801.875;80661.098;40893.569;39767.529;12859.222;26908.307;1149.044;64892.659;62093.355;64524.444;37.956;0.484
"2022-12";574.574;66883.484;84465.251;42682.274;41782.976;17581.767;24201.209;1386.296;65447.054;63658.671;64049.098;339.35;0.962
"2019-08";755.95;79806.941;94212.856;50518.58;43694.276;14405.915;29288.361;2164.343;72320.986;72317.553;72940.285;0;1
"2022-03";634.333;65755.706;79154.504;40600.935;38553.569;13398.798;25154.771;1117.643;68952.721;67153.821;66813.31;222.74;0.871
"2021-10";508.113;68788.216;81022.422;34832.804;46189.619;12234.206;33955.413;1017.625;75978.179;77303.217;72589.911;125.254;1.006
"2020-05";401.085;63016.276;70636.834;33107.191;37529.643;7620.558;29909.085;958.312;51106.998;52770.283;59566.485;58.632;0.747
"2019-10";768.743;81793.901;94494.748;49393.192;45101.556;12700.847;32400.709;1111.828;77481.474;75381.394;71084.55;87.554;0.703
"2022-08";532.486;67655.344;80663.482;45785.926;34877.556;13008.137;21869.418;1550.279;68294.224;66603.34;66587.301;0;1
"2020-04";452.636;42650.455;53409.794;25057.544;28352.25;10759.339;17592.911;848.99;42203.307;42857.351;46035.97;89.303;0.538
"2018-04";762.928;76768.122;93540.086;46288.365;47251.721;16771.964;30479.757;1939.407;70351.084;71727.311;72965.079;109.397;0.659
"2019-07";596.619;77960.339;93614.31;49944.581;43669.729;15653.972;28015.757;2034.087;81580.04;78311.919;73221.358;0;1
"2019-05";584.698;80587.366;95112.43;49437.083;45675.347;14525.064;31150.283;2022.457;72304.593;69726.137;72501.102;107.094;1.365
"2022-02";563.59;60606.791;70245.846;36070.468;34175.378;9639.055;24536.323;700.126;63357.103;64125.371;68642.138;255.808;0.8
"2021-11";601.679;69753.745;83199.171;34728.517;48470.654;13445.426;35025.228;932.726;68746.3;67644.132;69381.667;288.403;1.135
"2021-09";623.321;60381.765;69173.864;32002.69;37171.174;8792.099;28379.075;1097.872;72931.922;71410.003;67953.919;0;1
"2020-08";686.454;66816.292;76893.866;34599.669;42294.197;10077.573;32216.624;1156.022;61584.871;61870.775;61793.411;0;1
"2020-01";708.491;76922.208;88433.753;34949.266;53484.487;11511.545;41972.941;796.655;71328.68;70212.697;74465.455;317.101;0.855
"2019-06";596.619;72447.018;85328.922;40330.979;44997.943;12881.904;32116.039;1911.972;72901.408;75559.921;75078.124;0;1
"2019-02";694.311;69384.204;88864.135;50568.194;38295.941;19479.931;18816.01;1988.73;66723.876;67279.361;71632.332;262.159;0.82
"2018-10";779.617;80576.345;101234.771;61213.528;40021.243;20658.427;19362.817;2072.466;80731.743;78789.385;75905.132;108.323;0.87
"2021-03";657.69;59565.7;71994.425;32219.496;39774.928;12428.725;27346.203;933.889;67841.755;65552.127;65309.822;260.78;1.02
"2020-10";694.017;63522.118;74973.941;29692.251;45281.69;11451.823;33829.867;1046.7;69750.682;68790.895;64593.964;131.438;1.055
"2020-06";597.658;64948.201;75178.992;30969.387;44209.604;10230.791;33978.813;797.818;60673.087;59854.426;60557.862;0;1
"2020-02";684.779;67539.398;79679.696;34328.236;45351.46;12140.298;33211.162;810.611;66761.603;67776.6;71697.11;230.482;0.721
"2019-01";751.659;85437.903;101193.686;57704.397;43489.29;15755.783;27733.507;2046.88;74074.462;72058.359;75829.176;393.349;1.06
"2018-08";763.393;74783.318;93884.716;52247.542;41637.174;19101.398;22535.775;1803.813;74630.33;73099.606;72155.165;0;1
"2018-07";767.01;72753.007;93202.11;54133.289;39068.822;20449.103;18619.719;2112.008;77346.967;76072.31;69944.104;0;1
"2021-08";650.894;69184.413;83394.058;38588.107;44805.951;14209.645;30596.306;990.876;69854.564;67999.245;68238.529;0;1
"2019-04";722.223;70833.951;87310.48;44393.047;42917.433;16476.529;26440.903;2106.193;73675.08;72321.984;73793.99;164.844;0.992
"2017-12";750.135;79155.884;99710.668;60634.028;39076.64;20554.785;18521.855;1538.277;72411.043;74663.341;73933.706;354.569;1.005
"2022-06";589.512;59612.508;73340.528;37769.402;35571.126;13728.02;21843.106;1365.362;67750.393;66645.158;65108.172;0;1
"2021-07";640.627;65614.92;76429.115;39922.336;36506.779;10814.195;25692.584;1173.467;73058.017;73058.974;67958.166;0;1
"2017-11";737.9;76524.804;95463.087;57533.412;37929.674;18938.283;18991.392;1764.131;68809.139;66702.342;71464.718;273.605;1.076
"2020-09";670.598;61759.996;73100.959;38101.229;34999.73;11340.963;23658.767;1158.348;67663.397;65913.207;62813.516;0;1
"2019-03";751.019;82813.673;100560.479;58894.89;41665.589;17746.806;23918.783;1757.293;70373.607;71941.841;71932.908;221.345;0.865
"2019-09";720.839;62761.776;81077.315;40838.14;40239.175;18315.539;21923.636;1878.245;76660.207;77081.293;73391.662;0;1
"2018-09";742.006;73170.344;89878.259;57793.261;32084.997;16707.914;15377.083;1815.443;72292.19;74088.077;71401.727;0;1
"2018-01";731.527;79660.356;98249.072;58090.14;40158.931;18588.715;21570.216;1970.483;68778.615;68175.853;70684.68;275.94;0.744
"2022-04";602.05;59693.289;71689.091;34273.622;37415.47;11995.802;25419.667;1051.352;62062.636;62071.169;62980.73;162.673;0.979
"2021-12";622.434;63863.429;78318.415;34738.182;43580.233;14454.986;29125.247;1174.63;71436.003;68041.002;67984.826;318.72;0.903
"2021-04";644.212;61022.998;72533.216;29609.48;42923.736;11510.218;31413.518;1201.379;58223.056;56632.942;57811.71;212.419;1.279
"2020-07";659.146;62924.601;75416.371;37036.677;38379.693;12491.77;25887.924;1203.705;69495.147;68081.647;62674.813;0;1
"2018-05";762.928;71368.584;87021.258;38755.87;48265.388;15652.674;32612.714;2041.065;73522.893;73464.277;75796.757;56.532;0.721
"2018-02";673.377;68242.005;86499.48;49157.672;37341.808;18257.476;19084.332;1822.363;69652.017;67760.08;72166.127;397.119;1.242
"2021-02";601.002;58780.001;68872.579;25756.135;43116.444;10092.578;33023.866;974.594;59949.256;60488.972;64242.623;260.675;0.815
"2021-01";673.491;70892.984;79627.658;27737.759;51889.899;8734.675;43155.224;1018.788;62260.816;63500.605;66629.352;385.513;1.039
"2018-03";778.047;71784.856;90310.371;51986.868;38323.504;18525.515;19797.989;1981.601;78101.5;76496.264;75651.623;284.173;1.111
"2022-11";550.345;67869.54;77737.519;36169.172;41568.347;9867.978;31700.368;1028.092;64249.292;64298.053;66208.621;195.907;0.771
"2022-01";623.661;70280.728;81230.615;42425.333;38805.282;10949.887;27855.395;933.889;64154.846;63974.177;68044.499;385.801;1.04
"2020-12";658.079;49738.554;62261.007;21584.466;40676.541;12522.453;28154.088;1023.44;64978.359;63442.052;63136.704;318.167;0.902
"2020-03";695.812;69875.801;81875.999;28259.528;53616.471;12000.198;41616.273;848.99;61314.915;61195.533;60532.579;246.202;0.963
"2019-12";711.07;60622.853;74584.457;34571.129;40013.328;13961.604;26051.724;717.571;69780.583;70774.509;70065.339;293.701;0.832
"2018-12";750.275;69706.144;92630.377;50425.354;42205.023;22924.233;19280.79;2213.189;68595.722;71592.5;72127.924;302.835;0.858
"2018-06";757.729;76341.084;91158.779;46172.391;44986.388;14817.695;30168.693;1845.681;76065.633;75549.804;73099.629;0;1
"2017-07";737.342;86330.101;103688.948;60071.869;43617.079;17358.847;26258.232;2020.131;76300.313;79085.956;74055.312;0;1
"2015-09";781.536;85742.776;106513.968;63139.27;43374.698;20771.192;22603.506;1540.975;77593.534;76238.224;73712.463;0;1
"2014-07";721.06;83109.032;100563.249;54814.516;45748.733;17454.217;28294.516;2223.656;78204.377;76546.266;71651.495;0;1
"2012-09";789.677;74100.935;89804.856;49443.782;40361.074;15703.921;24657.153;2038.739;73701.636;;73922.269;0;1
"2011-07";900.162;83002.263;99250.771;60566.714;38684.057;16248.508;22435.549;2970.302;77497.668;;77184.474;0;1
"2011-04";901.325;85332.265;101847.491;54887.785;46959.706;16515.226;30444.48;2838.883;72531.658;;76465.731;83.526;0.503
"2010-10";955.986;60363.53;71533.916;34672.519;36861.397;11170.386;25691.011;1183.934;77277.861;;75164.993;157.625;1.266
"2009-09";883.88;75120.515;95437.027;63413.738;32023.289;20316.512;11706.777;2552.785;78501.5;;75151.071;0;1
"2008-03";1030.418;96964.766;122243.013;76280.007;45963.006;25278.247;20684.759;2310.881;80184.198;;80494.9;282.251;1.104
"2006-05";1072.344;86480.4;111377.197;73327.15;38050.047;24896.797;13153.25;2985.421;78922.541;;83715.811;69.934;0.892
"2006-02";1017.171;83453.197;107689.282;68290.197;39399.085;24236.085;15163;2420.203;83243.481;;83588.684;371.281;1.161
"2005-10";1117.469;97196.382;121036.668;87057.528;33979.14;23840.286;10138.854;2148.061;80900.315;;80910.133;51.592;0.414
"2003-09";1263.123;82498.009;102324.574;80087.669;22236.905;19826.566;2410.34;2634.195;88418.238;;85800.351;0;1
"2000-07";1570.05;78336.474;98602.629;78421.09;20181.539;20266.155;-84.616;3101.721;83534.801;;86876.909;0;1
"2000-05";1474.684;80234.287;99526.051;80102.788;19423.263;19291.764;131.499;3655.309;80178.383;;87815.426;50.96;0.65
"1999-12";1570.05;91020.262;109525.525;81910.09;27615.435;18505.263;9110.172;3140.1;96006.813;;90496.897;351.902;0.997
"1999-02";1631.689;83140.788;98644.497;75849.697;22794.8;15503.709;7291.091;2621.402;87185.458;;90325.083;336.904;1.054
"1997-02";1899.179;91784.712;107408.865;80160.938;27247.927;15624.153;11623.774;2200.396;81089.012;;88351.536;257.864;0.807
"1997-01";2051.532;95593.236;110339.625;86309.719;24029.906;14746.389;9283.517;2536.503;95417.172;;88996.56;459.215;1.238
"1996-07";2279.48;97470.832;112530.717;91815.361;20715.356;15059.885;5655.471;2423.692;87756.491;;89308.022;0;1
"1995-02";2538.829;82837.273;92700.404;68958.922;23741.482;9863.131;13878.351;1816.606;76197.434;;86700.825;238.149;0.745
"1991-02";2895.87;86319.023;98082.768;67926.178;30156.59;11763.745;18392.845;2747.006;78164.067;;88073.808;409.899;1.282
"1990-11";3291.29;72261.842;89698.701;66807.372;22891.329;17436.859;5454.47;3006.355;76680.079;;91355.48;275.337;1.083
"1985-11";3423.872;80538.913;91476.928;72953.827;18523.101;10938.015;7585.086;1808.465;76614.951;;;370.703;1.458
"1984-02";2409.736;84301.218;93409.834;73990.06;19419.774;9108.616;10311.158;2149.224;89200.937;;;373.695;1.169
"1983-05";2273.665;87958.853;94534.455;70248.689;24285.766;6575.602;17710.164;2565.578;73913.302;;;141.422;1.803
"1982-12";2274.828;84840.85;95226.44;69372.95;25853.49;10385.59;15467.9;2776.081;89341.66;;;358.792;1.017
"1980-12";;;;;;;;;;;;423.706;1.201
"1980-04";;;;;;;;;;;;231.595;1.394
"2017-01";737.342;79554.009;97528.29;60587.857;36940.433;17974.281;18966.152;1599.125;73770.369;71547.477;74087.189;452.737;1.22
"2016-06";776.884;67315.166;80577.024;35074.882;45502.142;13261.858;32240.284;735.016;69643.58;68081.01;66595.094;0;1
"2014-12";755.95;82192.025;100442.399;58059.286;42383.113;18250.374;24132.739;1998.034;75551.294;74730.246;74032.607;346.389;0.982
"2014-11";755.95;70996.224;89711.705;50216.014;39495.691;18715.481;20780.21;1717.751;64155.895;67776.703;71750.777;188.089;0.74
"2013-11";732.69;76255.678;93389.188;49514.725;43874.463;17133.51;26740.953;2296.925;68342.532;69228.484;72999.318;280.871;1.105
"2011-01";940.867;98332.86;118364.188;72179.269;46184.919;20031.328;26153.591;1687.513;76873.137;;76992.837;380.373;1.025
"2009-04";908.303;86031.2;101470.944;68005.262;33465.682;15439.744;18025.938;2683.041;76852.901;;79216.641;135.179;0.814
"2009-03";942.03;101519.464;123650.695;74159.858;49490.837;22131.231;27359.606;2472.538;82383.431;;79327.528;276.464;1.081
"2007-01";951.334;89558.896;114987.391;79758.54;35228.851;25428.495;9800.356;3409.916;86312.045;;82396.68;298.495;0.805
"2005-12";1111.351;89866.024;115539.085;86380.662;29158.423;25673.061;3485.362;2819.112;85798.615;;79892.013;420.387;1.191
"2005-04";1119.271;93132.006;115886.363;83020.755;32865.608;22754.357;10111.251;2352.749;79746.712;;81224.215;168.5;1.014
"2003-01";1429.688;91383.5;113091.267;84792.004;28299.263;21707.767;6591.496;2565.578;91146.636;;84028.45;422.876;1.14
"2002-12";1409.161;90462.307;115791.873;83277.778;32514.095;25329.565;7184.529;2766.777;81648.415;;82542.587;300.263;0.851
"2002-01";1529.345;94663.233;111627.422;78108.243;33519.179;16964.189;16554.99;2435.322;94386.754;;89996.743;356.37;0.961
"1999-09";1697.98;73288.359;96169.633;71911.779;24257.854;22881.274;1376.58;2708.627;83585.973;;86833.19;0;1
"1998-07";1904.994;97432.678;115531.257;96099.853;19431.404;18098.579;1332.825;3192.435;91710.691;;94105.242;0;1
"1996-12";2121.312;90303.446;106322.623;80545.891;25776.732;16019.177;9757.555;2438.811;89880.129;;88033.719;413.182;1.171
"1995-12";2655.129;91001.327;103781.468;77857.035;25924.433;12780.141;13144.292;1979.426;89442.841;;91686.187;393.291;1.115
"1995-10";2767.94;83210.71;97939.719;77997.758;19941.961;14729.009;5212.952;2546.97;79717.835;;85164.834;58.615;0.471
"1995-08";2751.658;76733.244;89124.179;68548.383;20575.796;12390.935;8184.861;2506.265;75741.538;;86117.123;0;1
"1990-09";3326.18;75290.294;88404.282;62646.158;25758.124;13113.988;12644.136;2293.436;70572.003;;91675.841;0;1
"1990-04";3384.33;80654.05;93266.785;63935.925;29330.86;12612.735;16718.125;2546.97;74877.429;;96530.525;213.678;1.286
"1990-02";3140.1;82600.912;91466.461;67524.943;23941.518;8865.549;15075.969;2335.304;75077.465;;93760.871;204.51;0.64
"1989-11";3512.26;102209.092;113886.775;85380.482;28506.293;11677.683;16828.61;2306.229;84426.822;;;288.146;1.134
"1988-07";3698.34;82134.549;95160.149;71055.811;24104.338;13025.6;11078.738;2369.031;70040.512;;;0;1
"1988-01";3837.9;83033.548;92495.716;69249.672;23246.044;9462.168;13783.876;2381.824;72511.887;;;298.087;0.804
"1984-06";2395.78;70785.995;87436.666;65564.125;21872.541;16650.671;5221.87;2499.287;69060.103;;;0;1
"1984-01";2509.754;105211.958;113769.312;93590.099;20179.213;8557.354;11621.859;2591.164;92850.431;;;372.969;1.005
"1983-12";2471.375;102828.971;114649.703;86477.191;28172.512;11820.732;16351.78;2887.729;95432.291;;;378.676;1.073
"1983-04";2114.334;72161.824;80557.521;60784.195;19773.326;8395.697;11377.629;2810.971;85297.909;;;211.73;1.275
"1982-08";2337.63;77165.05;85085.08;62476.36;22608.72;7920.03;14688.69;2528.362;62800.837;;;0;1
"1982-06";2207.374;96168.47;102146.29;81514.67;20631.62;5977.82;14653.8;3630.886;70997.661;;;0;1
"1981-12";2486.494;111438.66;123685.05;105960.93;17724.12;12246.39;5477.73;3515.749;109587.164;;;379.855;1.077
"2016-09";748.972;77919.629;95601.077;57089.274;38511.803;17681.448;20830.354;1517.715;74567.931;73438.571;71049.543;0;1
"2017-04";752.461;65320.256;82624.596;47980.274;34644.321;17304.34;17339.982;1771.249;68039.757;70429.504;71438.37;181.064;1.09
"2015-01";755.95;81744.317;101448.08;57667.355;43780.725;19703.763;24076.962;1955.003;70124.388;70806.195;72868.985;369.813;0.997
"2014-04";732.69;79686.414;95811.891;52778.103;43033.788;16125.477;26908.311;1985.241;71018.467;70523.822;71413.265;126.308;0.76
"2013-03";787.351;77516.794;92232.964;50767.276;41465.688;14716.17;26749.518;2080.607;74345.938;74227.411;73027.896;328.805;1.286
"2013-01";800.144;77997.892;95621.077;48431.972;47189.105;17623.185;29565.92;2082.933;72081.577;70388.462;71947.766;402.257;1.084
"2010-12";945.519;76812.075;99891.953;59332.771;40559.182;23079.878;17479.304;2712.116;83451.065;;74749.511;468.628;1.328
"2007-06";1056.004;81279.82;104628.329;76867.322;27761.007;23348.509;4412.498;3279.66;78719.981;;80717.954;0;1
"2006-11";1032.744;91943.831;119556.286;84681.519;34874.767;27612.455;7262.312;2826.09;80081.854;;83140.518;205.914;0.81
"2006-07";1057.167;100720.314;122426.551;86744.681;35681.87;21706.238;13975.633;3071.483;83801.128;;84927.669;0;1
"2006-01";1111.095;99565.748;125765.794;84607.087;41158.707;26200.047;14958.661;2785.385;89251.051;;83175.501;425.11;1.146
"2004-04";1270.554;99987.61;117680.39;86788.875;30891.515;17692.781;13198.735;2857.491;83147.522;;87135.764;175.608;1.057
"2004-01";1310.34;89011.825;109420.815;82007.782;27413.033;20408.99;7004.043;2798.178;85894.179;;83140.655;366.599;0.988
"2003-08";1283.464;100963.586;118181.568;89808.023;28373.545;17217.981;11155.563;2342.282;77152.257;;84158.321;0;1
"2003-05";1424.803;86658.103;108141.021;83697.621;24443.4;21482.919;2960.482;2990.073;75742.701;;85726.172;73.531;0.937
"2003-04";1362.675;89951.962;107384.88;74740.195;32644.685;17432.919;15211.767;2551.622;81018.069;;84120.054;152.871;0.92
"2001-11";1424.675;81803.061;104601.35;82632.313;21969.037;22798.289;-829.252;2184.114;85708.448;;84601.891;307.383;1.209
"2001-10";1561.909;101724.906;122722.023;95453.225;27268.798;20997.117;6271.681;2557.437;91262.936;;86905.777;50.908;0.409
"2001-03";1573.539;91857.491;110374.088;81649.578;28724.51;18516.598;10207.913;2499.287;88877.623;;89324.632;216.691;0.847
"2000-03";1615.407;92327.803;111514.255;86363.217;25151.038;19186.452;5964.586;2740.028;91054.759;;88660.959;260.986;1.02
"2000-01";1594.473;96039.769;114541.544;86102.705;28438.839;18501.775;9937.064;2913.315;92555.029;;90952.53;393.354;1.06
"1998-08";1841.029;89557.164;110063.994;90871.005;19192.989;20506.83;-1313.841;2528.362;78873.497;;88968.035;0;1
"1998-05";1850.333;89220.249;114935.801;96423.167;18512.634;25715.552;-7202.918;3062.179;78011.714;;95529.407;59.562;0.759
"1991-06";3209.88;91516.47;102791.755;78488.544;24303.211;11275.285;13027.926;2841.209;72923.589;;95899.24;0;1
"1988-08";3605.3;77638.391;89988.288;67424.925;22563.363;12349.897;10213.466;2221.33;65835.104;;;0;1
"1987-11";3605.3;83726.696;93070.238;63877.775;29192.463;9343.542;19848.921;2102.704;75748.516;;;286.771;1.128
"1981-05";2432.996;89516.11;100739.06;85422.35;15316.71;11222.95;4093.76;3721.6;82439.255;;;113.134;1.442
"2016-01";814.693;77742.066;95527.674;53242.14;42285.534;17785.608;24499.926;1880.571;66611.453;69538.547;71709.186;325.637;0.878
"2015-07";857.131;79977.413;96820.614;50975.453;45845.161;16843.201;29001.96;1902.668;79910.614;79123.787;74068.533;0;1
"2015-05";862.946;79855.064;96627.744;60287.594;36340.15;16772.68;19567.47;1939.884;65450.256;68662.376;70550.755;74.613;0.951
"2015-04";802.47;71981.883;91261.343;52724.605;38536.738;19279.46;19257.278;1475.847;73427.261;72924.353;74247.336;141.988;0.855
"2014-03";755.95;69844.405;86974.97;49979.925;36995.045;17130.566;19864.48;1882.897;71281.898;73923.604;72878.539;228.332;0.893
"2012-06";805.959;81369.834;98773.41;59338.586;39434.824;17403.576;22031.248;2767.94;74498.291;;74247.979;0;1
"2008-12";967.616;87777.358;117028.109;79814.364;37213.745;29250.751;7962.994;1907.32;86278.318;;80568.57;403.777;1.144
"2008-07";1031.581;96682.551;125197.372;94732.165;30465.207;28514.821;1950.386;2422.529;85257.204;;81902.099;0;1
"2007-05";985.061;82971.174;108793.043;81423.956;27369.087;25821.869;1547.218;3141.263;74454.097;;81035.768;60.382;0.77
"2004-07";1261.483;98362.703;123101.557;88849.711;34251.846;24738.853;9512.992;3151.73;85975.008;;84796.285;0;1
"2002-04";1482.906;84038.711;102274.836;72825.897;29448.939;18236.125;11212.814;2419.04;81441.401;;86344.31;165.079;0.994
"2001-12";1472.358;92465.887;112354.006;86524.874;25829.132;19888.119;5941.013;2414.388;88151.911;;86802.235;428.734;1.215
"2000-11";1500.27;85769.971;109993.051;84622.206;25370.845;24223.08;1147.765;2638.847;85371.178;;88164.941;237.709;0.935
"1999-08";1744.5;87633.198;106699.435;85904.995;20794.44;19066.237;1728.203;3051.712;82317.14;;89038.159;0;1
"1996-11";2072.466;92018.104;107194.873;85483.989;21710.884;15176.769;6534.115;2430.67;78588.562;;85792.72;283.921;1.117
"1996-05";2469.049;80903.339;95867.253;76139.284;19727.969;14963.914;4764.055;2346.934;76383.514;;89544.871;126.237;1.609
"1996-04";2434.159;97483.303;112662.136;87834.412;24827.724;15178.833;9648.891;2209.7;82024.064;;91228.643;177.954;1.071
"1995-09";2658.618;83243.777;98622.4;74605.287;24017.113;15378.623;8638.49;2508.591;79411.966;;88514.408;0;1
"1995-07";2634.195;93879.492;105546.902;84507.069;21039.833;11667.41;9372.423;2671.411;84314.011;;94085.359;0;1
"1995-06";2577.208;87632.956;102119.541;79610.839;22508.702;14486.585;8022.117;2355.075;82314.814;;94171.522;0;1
"1995-04";2676.063;86493.26;97084.914;75256.567;21828.347;10591.654;11236.693;2038.739;77377.879;;90154.164;187.29;1.128
"1994-01";3133.122;98272.402;112298.117;84516.373;27781.744;14025.715;13756.029;2781.896;79948.109;;85908.771;342.6;0.924
"1993-08";2954.02;87262.295;105746.938;82868.402;22878.536;18484.643;4393.893;2591.164;71498.914;;84116.507;0;1
"1989-07";3419.22;84588.479;95067.109;65899.069;29168.04;10478.63;18689.41;2409.736;70184.724;;;0;1
"1989-01";3500.63;90497.682;100940.259;73479.503;27460.756;10442.577;17018.179;2420.203;82634.639;;;384.477;1.036
"1986-10";3465.74;66235.176;79334.045;56231.05;23102.995;13098.869;10004.126;2237.612;72716.575;;;104.443;0.839
"1985-04";3049.386;81418.141;92955.101;73245.74;19709.361;11536.96;8172.401;1965.47;67481.912;;;181.957;1.095
"1982-10";2194.581;87550.64;91911.89;64313.9;27597.99;4361.25;23236.74;2662.107;78545.531;;;154.881;1.244
"1980-11";;;;;;;;;;;;328.812;1.294
"2017-10";751.298;76991.969;98650.137;57448.816;41201.322;21658.168;19543.153;1476.94;71807.725;72692.95;70047.107;87.921;0.706
"2017-08";733.12;74423.474;91134.83;56351.548;34783.281;16711.355;18071.926;1686.35;74549.172;73524.268;72736.096;0;1
"2016-10";782.699;77034.949;94546.921;61918.585;32628.336;17511.972;15116.364;1692.165;75246.205;77178.598;74099.017;155.904;1.252
"2016-08";796.655;76889.747;97683.982;55437.535;42246.447;20794.235;21452.212;1765.434;73970.964;72861.961;71911.159;0;1
"2015-06";829.219;69486.323;87208.937;45132.541;42076.396;17722.614;24353.782;1932.906;74347.113;72850.542;71592.058;0;1
"2013-12";767.58;76157.368;93541.293;49507.747;44033.546;17383.925;26649.621;2273.665;71245.38;72448.43;72280.06;341.833;0.969
"2012-03";855.968;82798.016;99625.344;48996.027;50629.317;16827.328;33801.989;2928.434;74211.03;;73788.453;207.953;0.813
"2011-08";911.792;79412.652;100267.648;62983.428;37284.22;20854.996;16429.224;3257.563;77815.167;;78166.735;0;1
"2011-05";945.519;79970.135;102168.905;63925.458;38243.447;22198.769;16044.677;2665.596;73794.676;;73307.541;45.445;0.579
"2010-11";922.259;104487.766;125446.156;69716.035;55730.121;20958.39;34771.731;2071.303;74928.601;;76220.396;276.919;1.089
"2007-08";1014.136;92718.65;116434.42;79832.972;36601.448;23715.769;12885.678;3294.779;81091.338;;83387.426;0;1
"2003-12";1414.161;94248.366;122489.155;92884.158;29604.997;28240.788;1364.208;2900.522;88793.887;;85073.441;352.74;1
"2002-11";1370.491;80119.704;95601.316;72495.605;23105.711;15481.612;7624.099;2601.631;81177.4;;88765.015;209.229;0.823
"2002-06";1401.299;77479.744;97998.225;72472.345;25525.88;20518.481;5007.399;2728.398;80252.815;;86569.092;0;1
"2000-06";1393.274;75807.548;96548.771;75358.911;21189.86;20741.223;448.637;3371.537;80353.996;;87660.472;0;1
"1999-10";1777.064;77967.799;98642.171;78609.496;20032.675;20674.372;-641.697;2934.249;88892.742;;92222.037;128.865;1.035
"1998-02";1778.227;87061.314;106872.722;85481.663;21391.059;19811.408;1579.651;2606.283;83333.602;;89230.449;291.746;0.913
"1996-08";2308.555;81322.972;97416.369;77127.834;20288.535;16093.397;4195.138;2569.067;78030.322;;89357.3;0;1
"1994-05";3115.677;80725.872;94778.685;73288.771;21489.914;14052.813;7437.101;2061.999;74226.149;;88730.817;76.119;0.97
"1992-07";3186.62;84777.476;97932.741;63282.319;34650.422;13155.265;21495.157;2753.984;83720.881;;100193.643;0;1
"1991-11";3186.62;95226.44;109447.604;76152.077;33295.527;14221.164;19074.363;2243.427;80831.989;;98324.617;289.47;1.139
"1990-05";3407.59;95739.323;108703.284;84619.88;24083.404;12963.961;11119.443;2309.718;68891.468;;96033.918;38.771;0.494
"1989-03";3582.04;78511.804;90201.117;62406.58;27794.537;11689.313;16105.224;2165.506;83772.053;;;209.531;0.819
"1988-11";3454.11;89431.211;102288.176;76168.359;26119.817;12856.965;13262.852;2327.163;86757.474;;;310.682;1.222
"1988-09";3419.22;78310.605;90740.749;66223.546;24517.203;12430.144;12087.059;2172.484;74554.115;;;0;1
"1987-06";3337.81;70819.722;83433.62;61008.654;22424.966;12613.898;9811.068;2314.37;70856.938;;;0;1
"1987-05";3523.89;79917.871;89022.998;59542.111;29480.887;9105.127;20375.76;2014.316;61772.745;;;150.16;1.914
