"Période";"1. Production primaire de gaz naturel (extraction de gaz commercialisé) (en TWh PCS)";"2. Total des importations de gaz naturel (en TWh PCS)";"2.1.1 Importations de gaz naturel de Norvège (en TWh PCS)";"2.1.2 Importations de gaz naturel d'Algérie  (en TWh PCS)";"2.1.3 Importations de gaz naturel de Russie (en TWh PCS)";"2.1.4 Importations de gaz naturel des Pays-Bas (en TWh PCS)";"2.1.5 Importations de gaz naturel du Nigéria (hors swaps, en TWh PCS)";"2.1.6 Importations de gaz naturel du Qatar (en TWh PCS)";"2.1.7 Importations de gaz naturel des pays autres que Norvège, Algérie, Russie, Nigéria, Pays-Bas et Qatar (en TWh PCS)";"3. Variation de stock utile (en TWh PCS)";"4. Consommation totale de gaz naturel (en TWh PCS)";"4.1 Consommation réelle de gaz naturel par les gros clients reliés au réseau de transport (en TWh PCS)";"4.1.1 Livraisons aux centrales à cycle combiné au gaz (CCCG) par GRTgaz (en TWh PCS)";"4.2 Consommation réelle de gaz naturel par les clients reliés au réseau de distribution (en TWh PCS)";"5. Consommation totale de gaz naturel corrigée du climat (en TWh PCS)";"5.1 Consommation sur le réseau de transport CVC-CJO (en TWh PCS)";"5.2 Consommation sur le réseau de distribution CVC-CJO (en TWh PCS)";"6. Consommation totale de gaz naturel CVS-CVC-CJO (en TWh PCS)";"6.1 Consommation sur le réseau de transport CVS-CVC-CJO (en TWh PCS)";"6.2 Consommation sur le réseau de distribution CVS-CVC-CJO (en TWh PCS)";"7. Stocks (gaz gazeux + GNL) utiles fin de mois (en TWh)";"8. Production de biométhane (en TWh PCS)";"9. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"10. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PRODRES_GAZ";"QSOLI_GAZ";"QIMPNOR_GAZ";"QIMPALG_GAZ";"QIMPRUS_GAZ";"QIMPNL_GAZ";"QIMPNIG_GAZ";"QIMPQAT_GAZ";"QIMPAUTR_GAZ";"VSTO_GAZ";"CONSO_GAZ";"LTRAN_GAZ";"LPE_GAZ";"LDIS_GAZ";"CONSO_GAZ_COR1";"CTRAN_GAZ_COR1";"CDIS_GAZ_COR1";"CONSO_GAZ_COR2";"CTRAN_GAZ_COR2";"CDIS_GAZ_COR2";"STO_GAZ";"PRODBIO_GAZ";"DJU";"INDRIG"
"1990-02";2.81;27.37;5.3;8.83;9.48;3.76;0;;;;31.97;8.81;0.02;23.16;;;;28.616;9.11;19.506;;;204.51;0.64
"1989-08";2.56;21.26;4.79;9.79;5.16;1.52;0;;;;11.08;5.75;0.01;5.33;;;;;;;;;0;1
"1987-02";3.46;23.94;4.34;8.37;7.02;4.2;0;;;;37.79;9.1;0.01;28.69;;;;;;;;;358.649;1.122
"1985-11";4.69;24.74;1.97;9.22;6.36;7.17;0;;;;37.29;10.19;0.35;27.1;;;;;;;;;370.703;1.458
"1984-04";5.8;21.83;1.93;8.79;5;6.07;0;;;;23.92;9.04;0.3;14.88;;;;;;;;;205.174;1.235
"1981-10";5.8;20.82;2.39;4.3;4.24;8.59;1.28;;;;21.41;9.03;0.73;12.38;;;;;;;;;161.739;1.299
"1998-04";1.77;27.46;11.48;6.68;6.45;3.58;0;0;;7.47;37;10.57;0;26.43;;;;34.563;10.573;23.99;;;199.318;1.2
"1997-06";1.79;25.29;7.74;8.71;6.64;3.51;0;0;;-10.31;17.53;8.91;0;8.62;;;;33.536;10.252;23.285;;;0;1
"1994-11";3.26;27.41;8.26;4.83;10.49;3.83;0;;;;35.12;10.65;0;24.47;;;;31.017;9.108;21.909;;;175.026;0.689
"1994-07";3.38;29.9;5.14;10.38;11.16;3.22;0;;;;14.24;7.9;0;6.34;;;;30.422;9.416;21.007;;;0;1
"1993-08";3.41;25.67;4.66;8.56;9.77;2.68;0;;;;11.82;5.62;0;6.2;;;;29.955;8.292;21.664;;;0;1
"1993-07";3.15;25.87;5.45;8.09;9.35;2.98;0;;;;14.8;7.25;0.01;7.55;;;;30.13;8.657;21.474;;;0;1
"1993-06";2.15;24.79;5.46;8.62;7.57;3.14;0;;;;16.14;7.99;0.01;8.15;;;;29.39;8.838;20.552;;;0;1
"1993-03";3.47;25.21;3.65;7.6;10.09;3.87;0;;;;39.83;9.71;0.06;30.12;;;;28.507;8.828;19.679;;;283.709;1.109
"1992-07";2.72;29.91;5.49;8.8;11.64;3.98;0;;;;15.09;7.56;0.01;7.53;;;;29.833;9.032;20.8;;;0;1
"1992-06";2.05;28.44;5.47;8.89;8.92;5.16;0;;;;15.88;8;0.01;7.88;;;;28.832;8.812;20.02;;;0;1
"1991-01";3.18;31.53;6.16;9.19;10.91;5.27;0;;;;47.2;10.18;0.03;37.02;;;;26.993;8.934;18.059;;;391.33;1.055
"1989-01";2.65;29.97;5.59;10.44;9.37;4.57;0;;;;43.73;9.93;0.03;33.8;;;;;;;;;384.477;1.036
"1987-11";3.55;29.52;5.14;8.92;10.21;5.25;0;;;;34.01;9.92;0;24.09;;;;;;;;;286.771;1.128
"1987-10";3.48;24.8;5.77;8.81;6.04;4.18;0;;;;22.69;9.36;0.02;13.33;;;;;;;;;123.469;0.991
"1986-10";3.77;23.01;4.73;8.97;7.05;2.25;0;;;;20.63;9.13;0.05;11.5;;;;;;;;;104.443;0.839
"1984-12";6;17.77;2.36;7.34;4.08;3.93;0;;;;35.84;9.96;0.2;25.88;;;;;;;;;375.087;1.063
"1984-06";3.35;19.12;1.94;8.12;4.68;4.36;0;;;;15.38;8.83;0.2;6.55;;;;;;;;;0;1
"1984-01";6.4;26.28;2.46;8.46;4.4;10.89;0;;;;37.91;10.28;1;27.63;;;;;;;;;372.969;1.005
"1983-10";5.9;18.01;2.13;8.34;3.77;2.58;0.55;;;;20.65;8.52;0.42;12.13;;;;;;;;;156.911;1.26
"1983-02";5.7;23.02;2.29;8.13;3.28;7.36;1.04;;;;35.23;8.5;0.85;26.73;;;;;;;;;394.079;1.233
"1982-08";5.1;13.56;1.94;6.59;2.29;2.03;0.7;;;;9.61;5.82;0.55;3.79;;;;;;;;;0;1
"1998-05";1.47;29.89;8.05;10.22;9.35;2.83;0;0;;-8.08;22.28;9.78;0;12.5;;;;34.883;11.008;23.875;;;59.562;0.759
"2000-08";1.803;32.946;7.23;7.39;12.72;2.45;0;0;;-18.85;15.826;8.878;0;6.948;;;;39.488;12.876;26.612;;;0;1
"1997-09";1.96;29.56;10.47;7.19;9.33;3.84;0;0;;-14.19;18.66;9.97;0;8.69;;;;33.662;10.834;22.827;;;0;1
"1995-01";3.4;31.98;8.92;8.1;9.99;6.11;0;;;;54.09;11.67;0;42.42;;;;32.89;10.185;22.705;;;363.155;0.979
"1991-08";2.95;24.84;1.69;8.73;10.88;3.54;0;;;;10.74;5.83;0.01;4.91;;;;28.269;8.736;19.533;;;0;1
"1990-11";3.1;30.56;5.99;8.59;10.73;5.25;0;;;;38.48;10.82;0;27.66;;;;26.666;8.857;17.809;;;275.337;1.083
"1990-10";3.05;31.35;5.89;9.47;11.15;4.84;0;;;;24.51;10.6;0.02;13.91;;;;28.201;9.373;18.828;;;96.818;0.777
"1990-01";2.98;29.93;5.91;8.49;10.91;4.62;0;;;;43.7;10.23;0.02;33.47;;;;26.614;9.072;17.541;;;362.584;0.977
"1987-06";2.93;22.4;4.94;7.92;5.95;2.48;1.1;;;;15.38;7.85;0.01;7.53;;;;;;;;;0;1
"1986-06";2.98;22.31;3.55;6;7.62;4.77;0.33;;;;13.61;7.57;0.15;6.04;;;;;;;;;0;1
"1985-12";5.08;27.04;2.74;9.29;8.06;6.93;0;;;;35.85;9.4;0.13;26.45;;;;;;;;;341.453;0.968
"1985-10";4.04;15.14;1.84;6.74;5.25;1.27;0;;;;21.9;9.57;0.19;12.33;;;;;;;;;151.161;1.214
"1983-11";6.2;15.94;2.04;5.91;3.52;3.85;0.57;;;;29.52;9.46;0.59;20.06;;;;;;;;;271.731;1.069
"1983-04";5.4;23.83;2.31;6.96;3.67;8.96;0.77;;;;24.37;8.66;0.84;15.71;;;;;;;;;211.73;1.275
"1981-06";4.55;16.26;2.17;3.04;3.78;5.88;1.38;;;;15.01;9.28;0.45;5.73;;;;;;;;;0;1
"1993-09";1.98;23.57;4.69;7.45;8.18;3.25;0;;;;19.96;8.44;0.01;11.52;;;;31.885;9.193;22.692;;;0;1
"1992-02";3.04;28.55;5.56;9.17;9.15;4.67;0;;;;43.39;9.43;0.02;33.96;;;;28.536;8.853;19.683;;;333.546;1.043
"1989-07";2.53;22.09;4.68;7.21;8.42;1.78;0;;;;12.48;6.79;0;5.69;;;;;;;;;0;1
"1989-06";2.25;21.01;5.37;8.85;6.18;0.61;0;;;;14.95;7.24;0.01;7.71;;;;;;;;;0;1
"1987-08";3.52;20.73;1.83;7.74;9.32;1.83;0;;;;9.44;5.81;0;3.63;;;;;;;;;0;1
"1987-07";3.72;25.25;5.34;10.01;8.16;1.73;0;;;;13.37;7.28;0;6.09;;;;;;;;;0;1
"1986-11";3.7;24.94;4.04;8.43;9.63;2.83;0;;;;30.32;9.38;0.01;20.94;;;;;;;;;251.901;0.991
"1985-04";5.15;24.2;2.65;7.74;6.38;7.39;0;;;;23.54;8.34;0.21;15.2;;;;;;;;;181.957;1.095
"1985-02";4.83;26.44;2.35;8.75;4.48;10.79;0;;;;36.27;9.95;0.17;26.32;;;;;;;;;358.708;1.122
"1985-01";5.68;27.66;2.61;7.33;5.62;12.01;0;;;;48.49;11.01;0.52;37.48;;;;;;;;;558.146;1.505
"1983-06";4.9;18.42;2.08;6.76;3.44;5.28;0;;;;13.84;8.44;0.47;5.4;;;;;;;;;0;1
"1981-05";7.25;19.15;2.66;3.67;3.91;7.53;1.37;;;;18.3;9.14;0.6;9.16;;;;;;;;;113.134;1.442
"1981-02";6.35;20.23;2.27;4.23;2.01;10.94;0.72;;;;32.75;9.38;0.8;23.37;;;;;;;;;386.52;1.209
"2001-04";1.614;36.038;10.85;9.79;10.24;4.08;0;0.37;;3.77;40.832;11.14;0;29.692;;;;37.875;11.212;26.663;;;208.677;1.256
"1999-11";1.8;42.317;14.39;9.21;11.98;6.07;0;0;;13.63;55.423;14.896;0;40.527;;;;37.799;11.915;25.884;;;310.278;1.221
"1999-03";2.116;37.52;14;5;11;4;0;0;;7.17;47.158;12.51;0;34.648;;;;36.174;11.087;25.087;;;243.719;0.953
"1998-01";2.02;37.11;11.73;9.53;10.64;6.11;0;0;;18.29;56.34;11.87;0;44.47;;;;34.543;10.483;24.06;;;352.219;0.949
"1994-12";3.31;27.22;8.86;4.09;9.78;4.49;0;;;;45.27;10.46;0;34.81;;;;31.97;9.449;22.521;;;306.323;0.868
"1994-01";2.56;33.04;8.04;9.3;11.11;4.59;0;;;;47.81;10.21;0;37.6;;;;29.829;9.034;20.794;;;342.6;0.924
"1993-12";3.47;31.81;7.98;8.33;10.51;4.99;0;;;;46.36;10.39;0.01;35.97;;;;33.081;9.3;23.781;;;310.997;0.881
"1993-05";3.16;29.52;6.21;10.71;9.66;2.94;0;;;;18.35;7.97;0.01;10.38;;;;29.045;8.878;20.167;;;71.011;0.905
"1991-09";1.98;26.1;5.1;7.98;9.61;3.41;0;;;;15.51;7.98;0;7.53;;;;27.2;8.619;18.581;;;0;1
"1991-05";3.34;25.37;5.83;8.58;8.18;2.78;0;;;;25.13;8.5;0.02;16.63;;;;28.191;8.898;19.292;;;143.296;1.827
"1990-08";1.82;19.4;5.53;6.71;4.35;2.81;0;;;;10.68;5.67;0.01;5.01;;;;27.938;8.516;19.422;;;0;1
"1986-08";3.88;20.85;3.85;6.15;7.58;3.24;0;;;;9.63;6.19;0.16;3.44;;;;;;;;;0;1
"1985-05";5.06;25.1;2.96;7.66;6.52;7.93;0;;;;18.95;8.52;0.18;10.43;;;;;;;;;113.163;1.443
"2001-06";1.549;34.805;10.41;8.47;8.47;4.32;0;1.79;;-17.82;19.671;10.192;0;9.479;;;;39.586;12.539;27.047;;;0;1
"2000-11";1.725;45.019;15.97;10.01;12.14;6.49;0;0;;5.97;53.381;16.18;0;37.201;;;;40.633;13.136;27.497;;;237.709;0.935
"2000-01";1.779;42.51;15.05;10;11.45;6.29;0;0;;22.66;66.074;14.371;0;51.703;;;;38.289;12.316;25.973;;;393.354;1.06
"2000-02";1.697;40.116;14.12;9.85;11.68;5.28;0;0;;11.92;53.67;13.272;0;40.398;;;;38.804;12.335;26.469;;;276.458;0.865
"1996-04";2.81;28.49;8.72;4.25;10.39;4.71;0;;;0.19;31.36;9.38;0;21.98;;;;31.507;9.703;21.804;;;177.954;1.071
"1995-08";3.01;27.79;6.24;6.63;12.14;1.86;0;;;-17.26;12.64;6.89;0;5.75;;;;32.195;9.95;22.246;;;0;1
"1989-12";2.94;30.68;5.94;10.14;9.25;5.35;0;;;;42.17;10.22;0.02;31.95;;;;;;;;;339.945;0.963
"1987-09";2.39;19.92;4.8;8.51;3.52;3.09;0;;;;13.36;7.41;0.01;5.95;;;;;;;;;0;1
"1986-09";3.66;22.11;3.33;4.99;8.27;5.49;0;;;;15.44;7.86;0.16;7.58;;;;;;;;;0;1
"1983-12";6.65;21.49;2.07;7.44;3.25;8.01;0.52;;;;36.14;9.62;0.73;26.52;;;;;;;;;378.676;1.073
"1983-08";6.3;15.17;2.17;6.9;2.07;3.15;0;;;;9.52;5.95;0.47;3.57;;;;;;;;;0;1
"1982-04";6.25;20.19;2.81;6.3;3.97;5.92;1.15;;;;22.56;8.62;0.65;13.94;;;;;;;;;211.882;1.276
"1982-01";7.35;21.09;2.88;3.65;3.86;9.55;0.92;;;;34.25;9.01;0.96;25.24;;;;;;;;;367.239;0.99
"1981-07";5.85;15.98;2.38;3.87;3.96;4.94;0.71;;;;13.19;8.21;0.5;4.98;;;;;;;;;0;1
"1981-01";7.25;20.5;2.87;1.54;3;12.1;0.92;;;;35.55;9.99;0.95;25.56;;;;;;;;;407.494;1.098
"2000-10";1.777;36.817;13.66;8.14;9.59;5.23;0;0;;-0.64;37.324;14.07;0;23.254;;;;40.114;13.108;27.006;;;127.436;1.023
"2000-09";1.651;26.981;6.95;9.04;5.67;2.39;0;0;;-9.64;20.644;10.944;0;9.699;;;;38.945;12.738;26.207;;;0;1
"1999-10";1.898;37.679;12.57;5.17;10.99;5.17;0;0;;-3.26;36.3;13.57;0;22.73;;;;38.448;12.294;26.155;;;128.865;1.035
"1998-09";1.796;30.93;7.39;4;10.59;4.54;0;0;;-29.27;20.471;10.009;0;10.462;;;;36.64;11.043;25.597;;;0;1
"1998-03";1.86;30.37;12.09;7.66;8.08;3.15;0;0;;13.95;44.59;11.2;0;33.39;;;;34.31;10.149;24.161;;;248.061;0.97
"1998-02";1.81;31.63;11.32;8.37;8.57;4.03;0;0;;14.48;47.44;10.54;0;36.9;;;;32.803;10.029;22.774;;;291.746;0.913
"1997-05";2.2;27.34;7.43;11.4;7.03;2.83;0;0;;-4.85;22.33;9.13;0;13.2;;;;33.304;10.221;23.083;;;73.993;0.943
"1995-09";3.11;30.5;7.34;7.69;12.09;2.93;0;;;-12.63;19.62;8.99;0;10.63;;;;32.603;9.816;22.788;;;0;1
"1995-03";3.14;29.53;8.32;6.43;11.02;4.7;0;;;14.47;45.21;10.76;0;34.45;;;;31.824;9.706;22.118;;;299.294;1.17
"1993-01";3.58;29.39;5.85;8.77;10.86;3.91;0;;;;44.97;9.64;0.02;35.33;;;;29.894;8.625;21.269;;;322.988;0.871
"1989-11";3.09;26.12;5.69;7.24;8.09;5.1;0;;;;36.67;10.6;0.03;26.07;;;;;;;;;288.146;1.134
"1989-05";2.85;25.56;5.29;8;9.42;2.85;0;;;;16.52;7.59;0.01;8.93;;;;;;;;;48.047;0.612
"1987-03";3.87;23.8;4.78;7.86;6.69;4.46;0;;;;38.36;10.11;0.01;28.25;;;;;;;;;354.937;1.388
"1984-11";5.9;18.29;2.28;7.37;4.47;4.12;0;;;;27.86;10.15;0.21;17.71;;;;;;;;;204.416;0.804
"1983-09";5.1;16.89;2.17;5.5;2.06;5.99;0;;;;13.74;7.95;0.42;5.79;;;;;;;;;0;1
"1982-11";6.4;19.41;2.36;8.01;3.71;4.31;0.92;;;;26.33;8.53;0.8;17.8;;;;;;;;;237.709;0.935
"1982-07";4.55;14.4;1.94;6.64;2.94;2.03;0.84;;;;11.81;7.46;0.7;4.35;;;;;;;;;0;1
"1981-12";7.05;23.87;2.63;4.57;4.5;11.38;0.73;;;;33.84;8.92;0.89;24.92;;;;;;;;;379.855;1.077
"1980-10";;;;;;;;;;;;;;;;;;;;;;;179.046;1.438
"1980-05";;;;;;;;;;;;;;;;;;;;;;;129.032;1.645
"1998-07";1.97;29.97;7.37;8.44;10.43;4.18;0;0;;-15.06;17.22;9.53;0;7.69;;;;36.05;11.609;24.441;;;0;1
"1995-10";3.11;30.73;6.47;8.21;10.98;5.26;0;;;-6.62;25.45;11.13;0;14.32;;;;33.171;10.034;23.138;;;58.615;0.471
"1991-12";3.21;30.7;6.27;8.55;9.85;6.03;0;;;;49.93;10.33;0.02;39.6;;;;28.26;8.722;19.537;;;410.254;1.163
"1991-03";3.26;26.78;6.05;8.81;8.41;3.51;0;;;;31.94;9.15;0.03;22.79;;;;27.76;8.58;19.179;;;210.812;0.824
"1991-02";2.92;27.04;5.56;8.22;8.22;5.04;0;;;;47.26;9.79;0.03;37.47;;;;25.885;8.684;17.201;;;409.899;1.282
"1990-03";3.12;25.73;5.46;9.59;6.7;3.98;0;;;;32.03;9.8;0.02;22.23;;;;25.711;9.113;16.598;;;232.955;0.911
"1988-09";2.18;24.02;5.01;8.56;7.22;3.05;0;;;;15.28;7.7;0.01;7.58;;;;;;;;;0;1
"1988-04";2.28;24;5.16;8.44;9.12;1.33;0;;;;23.75;8.2;0.01;15.55;;;;;;;;;176.234;1.061
"1986-03";3.14;26.64;3.06;8.03;10.02;5.52;0;;;;34.09;9.06;0.18;25.03;;;;;;;;;319.462;1.249
"1980-12";;;;;;;;;;;;;;;;;;;;;;;423.706;1.201
"1999-12";1.757;44.767;15.02;10.31;12.43;6.28;0;0;;17.17;61.567;14.462;0;47.106;;;;38.556;12.013;26.543;;;351.902;0.997
"1997-03";2.4;31.84;12.15;6.79;10.62;3.75;0;0;;2.18;37.32;10.78;0;26.54;;;;31.908;10.019;21.888;;;206.567;0.808
"1996-09";2.55;30.18;10.51;6.34;10.79;3.47;0;;;-12.16;20.82;9.36;0;11.46;;;;34.689;10.162;24.527;;;0;1
"1996-08";2.2;26.69;9.93;5.03;9.18;2.65;0;;;-15.43;13.13;6.97;0;6.16;;;;33.231;9.999;23.232;;;0;1
"1996-03";3.17;28.45;8.85;6.2;10;5.46;0;;;14.5;46.48;10.66;0;35.82;;;;31.546;9.618;21.928;;;312.457;1.222
"1993-11";3.33;30.93;7.59;7.42;10.24;5.68;0;;;;50.4;11.71;0.05;38.69;;;;31.207;9.125;22.083;;;362.433;1.426
"1992-10";3.19;30.35;6.17;7.92;10.08;6.18;0;;;;34.98;10.47;0.01;24.51;;;;29.358;8.593;20.765;;;209.843;1.685
"1991-07";3.1;28.73;6.11;7.8;10.57;4.25;0;;;;13.88;7.28;0.01;6.6;;;;28.257;8.757;19.5;;;0;1
"1989-02";2.29;25.64;5.23;7.33;8.51;4.57;0;;;;36.02;8.95;0.03;27.07;;;;;;;;;303.151;0.948
"1987-04";3.66;24.77;5.01;8.96;8.41;2.38;0;;;;22.1;8.39;0.01;13.71;;;;;;;;;149.017;0.897
"1986-01";5.01;24.75;2.8;8.33;8.2;5.4;0;;;;40.2;10.06;0.18;30.14;;;;;;;;;386.648;1.042
"1985-07";4.79;14.84;1.86;5.36;5.64;1.96;0;;;;12.51;7.59;0.16;4.92;;;;;;;;;0;1
"1983-03";6.15;28.89;2.58;10;3.97;10.09;1.16;;;;30.16;9.16;0.9;21;;;;;;;;;289.94;1.134
"1980-08";;;;;;;;;;;;;;;;;;;;;;;0;1
"1999-07";1.93;34.4;9;5;11;4;0;0;;-21.58;16.748;9.343;0;7.405;;;;36.52;11.661;24.859;;;0;1
"1999-06";1.204;33.95;10;4;11;4;0;0;;-15.28;18.801;9.97;0;8.831;;;;36.739;11.705;25.034;;;0;1
"1996-10";2.36;37.68;12.8;7.72;12.03;5.46;0;;;-5.56;32.17;11.87;0;20.3;;;;33.226;10.169;23.057;;;134.946;1.084
"1994-03";3.41;31.15;6.17;10.38;10.42;4.18;0;;;;35.77;9.88;0;25.89;;;;31.249;9.142;22.107;;;208.649;0.816
"1993-02";3.02;25.61;3.73;8.1;9.49;4.29;0;;;;46.19;9.48;0.02;36.71;;;;27.658;8.63;19.029;;;372.469;1.165
"1992-08";2.54;30.45;6.2;8.52;12.58;3.15;0;;;;11.44;5.87;0.01;5.57;;;;29.308;8.748;20.56;;;0;1
"1990-04";3.02;27.09;3.99;10.03;10.8;2.27;0;;;;29.59;8.89;0.02;20.7;;;;27.088;8.775;18.312;;;213.678;1.286
"1988-05";2.95;24.03;4.92;9.79;8.18;1.14;0;;;;16.34;7.65;0;8.69;;;;;;;;;72.67;0.926
"1985-08";4.55;16.2;1.78;6.8;5.98;1.62;0;;;;9.96;5.84;0.16;4.12;;;;;;;;;0;1
"1984-03";6.05;25.63;2.44;8.8;3.87;10.46;0;;;;35.24;10.47;0.77;24.77;;;;;;;;;339.404;1.327
"1980-09";;;;;;;;;;;;;;;;;;;;;;;0;1
"2001-09";1.477;33.656;11.45;4.97;9.81;5.4;0;0.92;;-11.87;24.58;10.992;0;13.587;;;;43.408;12.989;30.419;;;0;1
"2000-06";0.637;32.144;7.75;7.98;10.78;3.55;0;0;;-14.01;19.118;10.131;0;8.987;;;;38.087;12.162;25.925;;;0;1
"1999-08";1.875;33.28;11.73;4.75;9.88;3.89;0;0;;-20.25;14.686;8.22;0;6.467;;;;37.329;11.815;25.514;;;0;1
"1998-10";2.01;40.12;11.9;5.38;11.41;6.44;0;0;;-6.18;35.562;12.232;0;23.33;;;;36.383;10.739;25.643;;;142.192;1.142
"1998-08";2.1;29.63;6.04;9.73;10.52;4.08;0;0;;-16.97;13.91;7.69;0;6.22;;;;35.611;11;24.611;;;0;1
"1992-05";3.19;30.74;5.57;9.81;9.75;5.61;0;;;;17.88;7.84;0.01;10.04;;;;28.845;8.787;20.059;;;59.697;0.761
"1992-01";3.29;30.92;5.97;8.97;10.04;5.94;0;;;;52.13;10.03;0.02;42.1;;;;27.239;8.677;18.562;;;434.357;1.171
"1989-10";2.63;24.16;4.94;9.22;6.83;3.17;0;;;;23.74;9.55;0.02;14.19;;;;;;;;;96.957;0.779
"1989-03";3;23.6;5.75;7.74;6.04;4.07;0;;;;29.87;8.52;0.02;21.35;;;;;;;;;209.531;0.819
"1984-09";4.6;13.77;1.89;4.73;3.2;3.92;0;;;;15.93;8.87;0.23;7.06;;;;;;;;;0;1
"1984-08";6;14.29;1.54;6.8;3.05;2.88;0;;;;10.52;6.69;0.22;3.83;;;;;;;;;0;1
"1984-02";5.96;23.14;2.31;6.66;3.42;10.69;0;;;;37.05;10.01;0.5;27.04;;;;;;;;;373.695;1.169
"1983-05";6;24.72;2.15;8.1;3.88;8.41;0.12;;;;19.67;8.87;0.52;10.8;;;;;;;;;141.422;1.803
"1982-03";6.7;20.51;2.86;5.43;4.06;6.3;1.18;;;;29.99;9.04;0.71;20.95;;;;;;;;;304.089;1.189
"1981-03";7.1;18.97;2.75;4.19;2.85;8.02;1.1;;;;26.41;10.09;0.71;16.32;;;;;;;;;205.789;0.805
"1980-07";;;;;;;;;;;;;;;;;;;;;;;0;1
"1980-03";;;;;;;;;;;;;;;;;;;;;;;314.744;1.231
