"Période";"Production totale brute d'électricité (en GWh)";"Production totale nette d'électricité (en GWh)";"Production brute d'électricité nucléaire (en GWh)";"Production nette d'électricité nucléaire (en GWh)";"Production brute d'électricité hydraulique (en GWh)";"Production nette d'électricité hydraulique (en GWh)";"Production brute d'électricité éolienne (en GWh)";"Production nette d'électricité éolienne (en GWh)";"Production brute d'électricité photovoltaïque (en GWh)";"Production nette d'électricité photovoltaïque (en GWh)";"Production brute d'électricité thermique (en GWh)";"Production nette d'électricité thermique (en GWh)";"Électricité absorbée pour les pompages (en GWh)";"Total des importations physiques d'électricité (en GWh)";"Total des exportations physiques d'électricité (en GWh)";"Energie appelée réelle yc pertes (consommation calculée yc pertes) (en GWh)";"Livraisons en basse tension (BT : FC + Corse) (en GWh)";"Livraisons en moyenne tension (MT : FC + Corse) (en GWh)";"Livraisons en haute tension (en GWh)";"Puissance maximale appelée (en GW)";"Solde des échanges physiques d'électricité (en GWh)";"Consommation d'électricité (hors pertes) CVC-CJO (en GWh)";"Livraisons en basse tension CVC-CJO (en GWh)";"Livraisons en moyenne tension CVC-CJO (en GWh)";"Livraisons en haute tension CVC-CJO (en GWh)";"Consommation d'électricité (hors pertes) CVS-CVC-CJO (en GWh)";"Livraisons en basse tension CVS-CVC-CJO (en GWh)";"Livraisons en moyenne tension CVS-CVC-CJO (en GWh)";"Livraisons en haute tension CVS-CVC-CJO (en GWh)";"Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PRODB_ELE";"PRODN_ELE";"PRODB_NUCL";"PRODN_NUCL";"PRODB_HYDRO";"PRODN_HYDRO";"PRODB_EOL";"PRODN_EOL";"PRODB_PV";"PRODN_PV";"PRODB_ELE_THERM";"PRODN_ELE_THERM";"STEP_ELE";"QIMP_ELE";"QEXP_ELE";"EAR_ELE";"LIV_ELE_BT";"LIV_ELE_MT";"LIV_ELE_HT";"PUISSMAX_ELE";"QSOLI_ELE";"CONSO_ELE_COR1";"LIV_ELE_BT_COR1";"LIV_ELE_MT_COR1";"LIV_ELE_HT_COR1";"CONSO_ELE_COR2";"LIV_ELE_BT_COR2";"LIV_ELE_MT_COR2";"LIV_ELE_HT_COR2";"DJU";"INDRIG"
"1984-02";31693.505;30320;17239.884;16384;6774.981;6692;0;0;0;0;7678.64;7244;157;420;2763;27820;11515;6793;5833;47;-2343;;;;;0;0;0;0;373.695;1.169
"1983-08";18851.12;18047;12096.554;11481;4368.506;4315;0;0;0;0;2386.06;2251;191;271;1921;16206;4945;4386;4905;31.5;-1650;;;;;0;0;0;0;0;1
"1983-02";27125.352;25952;10936.524;10380;6752.708;6670;0;0;0;0;9436.12;8902;95;1075;1089;25843;11013;6376;5172;46.3;-14;;;;;0;0;0;0;394.079;1.233
"1982-09";19438.279;18552;7168.057;6783;4358.382;4305;0;0;0;0;7911.84;7464;79;988;569;18892;5031;5483;6090;34.1;419;;;;;0;0;0;0;0;1
"1982-01";28331.689;27113;11086.553;10491;7958.476;7861;0;0;0;0;9286.66;8761;95;955;1219;26754;10213;6115;6535;45.4;-264;;;;;0;0;0;0;367.239;0.99
"1980-08";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1
"1980-03";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314.744;1.231
"2001-05";42180.735;40372;30406.565;28868;8934.43;8825;0;0;0;0;2839.74;2679;490;229;5561;34550;13654;7984;9602;58;-5332;;;;;34416.76;17047.78;8204.49;9164.49;65.332;0.833
"2000-05";41703.14;39848;32331.85;30667;7668.93;7575;0;0;0;0;1702.36;1606;550;204;6447;33055;12645;8020;9521;54.2;-6243;;;;;33468.21;16361.23;8080.18;9026.8;50.96;0.65
"2001-06";39990.946;38240;30052.484;28537;7374.322;7284;0;0;0;0;2564.14;2419;277;189;5662;32490;12158;8029;9550;54.9;-5473;;;;;34312.99;16889.43;8174.03;9249.53;0;1
"1998-06";38092.651;36428;28623.74;27214;6336.612;6259;0;0;0;0;3132.3;2955;460;178;5296;30850;11262;7564;9361;51.9;-5118;;;;;31948.04;15612.36;7587.2;8748.48;0;1
"1997-11";44538.157;42489;34988.501;33259;4979.996;4919;0;0;0;0;4569.66;4311;393;309;6245;36160;17043;7377;8001;61.9;-5936;;;;;31326.41;15360.59;7382.42;8583.4;235.509;0.927
"1996-09";37947.751;36248;30770.287;29290;4211.584;4160;0;0;0;0;2965.88;2798;403;199;5817;30227;11504;7013;9146;52.1;-5618;;;;;30873.5;14913.68;7157.29;8802.53;0;1
"1993-11";44240.836;42250;34090.765;32411;5939.751;5867;0;0;0;0;4210.32;3972;220;329;5534;36825;18693;6964;7141;64.1;-5205;;;;;28732.08;14305.85;6887.46;7538.77;362.433;1.426
"1992-11";40419.171;38715;29499.554;28047;8262.196;8161;0;0;0;0;2657.42;2507;531;272;5241;33215;15673;6775;7387;59.2;-4969;;;;;28610.04;14032.28;6695.19;7882.57;220.729;0.868
"1992-01";47757.613;45493;33686.464;32000;4922.289;4862;0;0;0;0;9148.86;8631;237;541;5150;40647;21467;7379;7356;64;-4609;;;;;28149.45;13508;6702.39;7939.06;434.357;1.171
"1990-08";29608.338;28250;24496.376;23270;3548.462;3505;0;0;0;0;1563.5;1475;362;367;4630;23625;8894;5202;7263;42.2;-4263;;;;;26068.87;12691.42;6258.97;7118.48;0;1
"1990-07";31422.038;30032;24765.867;23526;5108.57;5046;0;0;0;0;1547.6;1460;356;477;4334;25819;9127;6207;7984;43.1;-3857;;;;;25809.29;12618.64;6219.6;6971.05;0;1
"1987-03";36168.498;34503;25943.949;24576;6339.649;6262;0;0;0;0;3884.9;3665;138;759;3293;31831;15197;5636;7574;51.5;-2534;;;;;0;0;0;0;354.937;1.388
"1986-10";29593.366;28227;22450.834;21328;3624.392;3580;0;0;0;0;3518.14;3319;277;509;3197;25262;9140;5528;7588;44.2;-2688;;;;;0;0;0;0;104.443;0.839
"1983-06";20992.824;20183;9210.702;8742;7344.962;7255;0;0;0;0;4437.16;4186;213;517;1708;18779;4990;5659;5755;32.7;-1191;;;;;0;0;0;0;0;1
"1980-10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179.046;1.438
"1998-03";46978.41;44816;36092.586;34315;5215.885;5152;0;0;0;0;5669.94;5349;430;202;6953;37635;17268;7966;8330;61.8;-6751;;;;;31702.36;15459.83;7613.2;8629.33;248.061;0.97
"1997-06";37238.594;35607;29169.884;27728;6019.73;5946;0;0;0;0;2048.98;1933;478;267;5361;30035;10668;7508;9153;50.8;-5094;;;;;31048.77;14810.29;7649.88;8588.6;0;1
"1996-08";35344.634;33794;29720.799;28291;4452.535;4398;0;0;0;0;1171.3;1105;429;197;5842;27720;10630;5926;8747;48.3;-5645;;;;;30528.36;14806.82;7110.17;8611.37;0;1
"1995-03";46393.296;44406;34420.664;32737;8433.292;8330;0;0;0;0;3539.34;3339;190;184;6841;37559;17582;7590;8383;59.4;-6657;;;;;29947.35;14367.83;7086.56;8492.96;299.294;1.17
"1992-08";31938.055;30494;24947.985;23699;4522.391;4467;0;0;0;0;2467.68;2328;463;272;4829;25474;9748;5367;8180;43.8;-4557;;;;;28438.48;13797.81;6571.47;8069.2;0;1
"1988-11";36211.709;34441;23353.245;22062;5599.584;5531;0;0;0;0;7258.88;6848;296;846;3262;31729;14631;6159;7527;56.6;-2416;;;;;0;0;0;0;310.682;1.222
"1988-01";36519.467;34790;26411.332;24951;6831.675;6748;0;0;0;0;3276.46;3091;102;693;3627;31754;15486;5481;6864;51.5;-2934;;;;;0;0;0;0;298.087;0.804
"1986-03";33543.764;32034;23746.641;22559;5240.182;5176;0;0;0;0;4556.94;4299;298;784;2770;29750;13384;5600;6997;50.5;-1986;;;;;0;0;0;0;319.462;1.249
"1985-01";37587.089;35902;21954.934;20876;6282.954;6206;0;0;0;0;9349.2;8820;233;880;2173;34376;16008;7855;6014;60;-1293;;;;;0;0;0;0;558.146;1.505
"1984-06";23307.056;22410;13024.614;12378;7475.562;7384;0;0;0;0;2806.88;2648;265;348;2700;19793;5608;5485;6099;36.1;-2352;;;;;0;0;0;0;0;1
"1984-01";32957.784;31482;18072.205;17175;5951.9;5879;0;0;0;0;8933.68;8428;256;618;2513;29331;12450;7025;6094;47.4;-1895;;;;;0;0;0;0;372.969;1.005
"1982-07";20170.17;19290;8313.594;7867;5355.596;5290;0;0;0;0;6500.98;6133;104;562;1121;18627;4835;5252;6114;32.7;-559;;;;;0;0;0;0;0;1
"1981-07";19727.38;18918;8444.304;7987;6461.137;6382;0;0;0;0;4821.94;4549;128;667;1031;18426;4570;5051;6374;32.2;-364;;;;;0;0;0;0;0;1
"1980-11";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328.812;1.294
"1980-01";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;449.268;1.211
"1999-11";47663.218;45654;34485.002;32920;6802.316;6719;0;0;0;0;6375.9;6015;486;410;5547;40031;19518;7788;8731;67.5;-5137;;;;;33036.31;16185.51;7727.58;9123.22;310.278;1.221
"1999-07";40125.47;38257;31542.381;29901;5833.449;5762;0;0;0;0;2749.64;2594;552;360;5442;32623;12131;7762;9944;53.1;-5082;;;;;33082.16;16328.92;7825.46;8927.78;0;1
"1999-05";38953.718;37242;28295.79;26807;8575.028;8470;0;0;0;0;2082.9;1965;663;244;5269;31554;12285;7227;9162;52.4;-5025;;;;;32397.84;16233.45;7561.22;8603.17;43.377;0.553
"1999-04";43354.937;41450;33467.133;31826;6670.704;6589;0;0;0;0;3217.1;3035;450;248;5923;35325;15423;7624;8853;61.6;-5675;;;;;32323.19;16076.86;7543.98;8702.35;167.62;1.009
"1999-01";49629.878;47461;38012.697;36266;5307.001;5242;0;0;0;0;6310.18;5953;599;609;5610;41861;21491;8209;7894;71;-5001;;;;;32151.99;15851.75;7778.8;8521.44;331.899;0.895
"1998-10";42907.459;40996;33185.405;31551;6160.454;6085;0;0;0;0;3561.6;3360;615;318;5229;35470;14697;8116;9155;58.5;-4911;;;;;32375.4;15939.44;7700.79;8735.17;142.192;1.142
"1997-10";43116.013;41123;34341.521;32644;4535.552;4480;0;0;0;0;4238.94;3999;563;230;6193;34597;13607;8097;9454;61.9;-5963;;;;;31369.4;14817.47;7574.69;8977.24;144.53;1.161
"1996-06";36781.758;35211;27545.133;26220;6249.545;6173;0;0;0;0;2987.08;2818;474;276;5661;29352;10849;6955;9045;49.4;-5385;;;;;30644.65;14954.19;7162.86;8527.6;0;1
"1992-03";41400.492;39458;31181.033;29620;4441.399;4387;0;0;0;0;5778.06;5451;341;492;4886;34723;16159;6943;8053;56.4;-4394;;;;;28644.45;13719.53;6611.89;8313.03;259.755;1.016
"1990-03";35085.391;33515;25812.253;24520;5563.138;5495;0;0;0;0;3710;3500;310;615;3370;30450;13883;6179;6855;52.1;-2755;;;;;25398.65;12402.47;5818.13;7178.05;232.955;0.911
"1987-10";30718.926;29349;20590.687;19505;6516.819;6437;0;0;0;0;3611.42;3407;224;697;3144;26678;10025;5740;7992;44.9;-2447;;;;;0;0;0;0;123.469;0.991
"1987-07";26904.13;25761;18203.836;17244;6970.374;6885;0;0;0;0;1729.92;1632;358;761;3270;22894;7802;5098;7671;38.8;-2509;;;;;0;0;0;0;0;1
"1986-06";25296.993;24306;16608.649;15778;7472.524;7381;0;0;0;0;1215.82;1147;264;533;2225;22350;7573;4708;7414;39;-1692;;;;;0;0;0;0;0;1
"1985-12";34296.334;32684;24453.733;23252;3303.461;3263;0;0;0;0;6539.14;6169;300;623;3090;29917;14523;5438;6662;51.5;-2467;;;;;0;0;0;0;341.453;0.968
"1985-07";24572.82;23559;16025.546;15238;5806.114;5735;0;0;0;0;2741.16;2586;171;353;2270;21471;5897;6095;7176;36.1;-1917;;;;;0;0;0;0;0;1
"1984-03";31456.989;30022;17863.862;16977;4989.107;4928;0;0;0;0;8604.02;8117;210;434;2578;27668;11062;6851;6070;46;-2144;;;;;0;0;0;0;339.404;1.327
"1982-08";17321.299;16583;6901.752;6531;5010.368;4949;0;0;0;0;5409.18;5103;83;717;1038;16179;4650;4107;5353;31.2;-321;;;;;0;0;0;0;0;1
"1981-11";25388.319;24202;9299.624;8796;5139.955;5077;0;0;0;0;10948.74;10329;73;1131;1269;23991;8444;5887;6583;41.4;-138;;;;;0;0;0;0;280.073;1.102
"1981-09";20410.6;19482;8431.617;7975;4645.904;4589;0;0;0;0;7333.08;6918;115;996;1114;19249;4739;5334;6750;34.3;-118;;;;;0;0;0;0;0;1
"1981-05";21439.904;20543;8968.703;8483;6644.381;6563;0;0;0;0;5826.82;5497;97;638;1478;19606;5675;4914;6401;35.9;-840;;;;;0;0;0;0;113.134;1.442
"1999-06";38246.449;36525;28591.932;27098;7191.077;7103;0;0;0;0;2463.44;2324;507;392;4878;31532;11766;7736;9311;52.4;-4486;;;;;32741.81;16306.48;7710.76;8724.57;0;1
"1998-01";50949.925;48660;38868.291;36954;6949.114;6864;0;0;0;0;5132.52;4842;496;242;6771;41635;21261;7864;7825;68.1;-6529;;;;;31027.03;15231.07;7374.41;8421.55;352.219;0.949
"1997-04";41751.39;39839;34931.693;33205;4516.316;4461;0;0;0;0;2303.38;2173;436;221;6017;33607;13786;7525;9186;55.7;-5796;;;;;30191.83;14015.23;7250;8926.6;185.552;1.117
"1996-01";49934.095;47754;38640.925;36782;7170.829;7083;0;0;0;0;4122.34;3889;477;405;6596;41086;20541;7839;8130;66.6;-6191;;;;;30333.31;14500.49;7169.14;8663.68;354.81;0.956
"1995-08";35805.736;34205;28899.605;27486;4594.271;4538;0;0;0;0;2311.86;2181;331;149;6139;27884;10469;6210;8805;48.5;-5990;;;;;30401.34;14628.92;7180.51;8591.91;0;1
"1994-04";40382.157;38611;28636.955;27176;7994.923;7897;0;0;0;0;3750.28;3538;86;324;5304;33545;15059;6811;8243;57.7;-4980;;;;;29408.05;14472.23;6840.48;8095.34;218.931;1.318
"1993-03";43264.21;41255;34395.795;32701;4228.795;4177;0;0;0;0;4639.62;4377;341;342;5958;35298;17064;7276;7478;64;-5616;;;;;28444.28;14006.88;6814.2;7623.2;283.709;1.109
"1992-10";40430.252;38628;29169.32;27709;6661.592;6580;0;0;0;0;4599.34;4339;572;450;5063;33443;14301;7095;8585;56.6;-4613;;;;;28737.17;13889.08;6694.32;8153.77;209.843;1.685
"1992-05";34382.891;32871;25518.549;24241;6028.842;5955;0;0;0;0;2835.5;2675;487;394;4802;27976;10344;6113;8590;47.2;-4408;;;;;28468.02;13821.41;6550.1;8096.51;59.697;0.761
"1991-10";38362.733;36610;28411.374;26989;5251.319;5187;0;0;0;0;4700.04;4434;463;462;4978;31631;12918;7058;8611;55.6;-4516;;;;;27899.05;13271.4;6489.98;8137.67;171.849;1.38
"1991-08";30829.594;29408;24384.789;23164;3697.285;3652;0;0;0;0;2747.52;2592;394;311;4698;24627;9200;5214;7823;43.1;-4387;;;;;27277.15;13120.02;6424.28;7732.85;0;1
"1990-12";44764.918;42731;30438.878;28915;6783.08;6700;0;0;0;0;7542.96;7116;395;800;5395;37741;20297;6218;6540;63.4;-4595;;;;;26796.04;13033.45;6250.89;7511.7;421.383;1.194
"1990-05";31172.968;29810;23831.068;22638;5538.84;5471;0;0;0;0;1803.06;1701;503;272;4177;25402;8812;6169;7780;41.9;-3905;;;;;26009.98;12419.92;6381.12;7208.94;38.771;0.494
"1988-09";30095.377;28615;23480.268;22182;4336.109;4283;0;0;0;0;2279;2150;137;530;3986;25022;9000;5594;8191;43.3;-3456;;;;;0;0;0;0;0;1
"1988-04";31073.171;29694;20990.61;19830;7939.241;7842;0;0;0;0;2143.32;2022;80;554;3467;26701;10918;5308;7810;47.9;-2913;;;;;0;0;0;0;176.234;1.061
"1987-09";27064.085;25815;20035.409;18979;4625.656;4569;0;0;0;0;2403.02;2267;224;806;2931;23466;7895;5549;7676;41.6;-2125;;;;;0;0;0;0;0;1
"1987-05";28729.5;27475;20158.922;19096;6618.059;6537;0;0;0;0;1952.52;1842;319;652;3525;24283;9406;4756;7569;44.4;-2873;;;;;0;0;0;0;150.16;1.914
"1985-04";27250.739;26135;17686.153;16817;6646.406;6565;0;0;0;0;2918.18;2753;269;321;2504;23683;8035;6206;6774;42.5;-2183;;;;;0;0;0;0;181.957;1.095
"1984-07";22828.633;21883;13064.599;12416;5763.593;5693;0;0;0;0;4000.44;3774;252;346;2286;19691;5446;5667;6248;33.8;-1940;;;;;0;0;0;0;0;1
"1983-04";24365.182;23337;10540.364;10004;6554.278;6474;0;0;0;0;7270.54;6859;95;607;1505;22344;8011;5757;5675;40.1;-898;;;;;0;0;0;0;211.73;1.275
"1983-01";28945.206;27692;13808.678;13106;6904.568;6820;0;0;0;0;8231.96;7766;140;752;1397;26907;11159;6480;5613;45.2;-645;;;;;0;0;0;0;340.665;0.918
"1982-02";25045.195;23935;10019.217;9481;6279.917;6203;0;0;0;0;8746.06;8251;66;745;1088;23526;8585;5998;5914;42.5;-343;;;;;0;0;0;0;312.655;0.978
"1980-06";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1
"1980-02";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;286.527;0.896
"1999-10";43910.085;41988;33702.518;32075;6385.207;6307;0;0;0;0;3822.36;3606;643;353;6064;35634;14752;8119;9441;59.9;-5711;;;;;33198.35;16223.81;7870.47;9104.07;128.865;1.035
"1999-09";39555.78;37723;31274.906;29687;5046.814;4985;0;0;0;0;3234.06;3051;486;539;5979;31797;11844;7923;9293;53.2;-5440;;;;;33270.84;16505.94;7839.25;8925.65;0;1
"1998-11";46772.568;44663;34286.642;32598;6443.926;6365;0;0;0;0;6042;5700;493;423;5128;39465;19540;7720;8130;69;-4705;;;;;31772.97;15596.86;7657.96;8518.15;345.189;1.358
"1997-01";51914.824;49585;37149.311;35313;7716.513;7622;0;0;0;0;7049;6650;350;801;5656;44380;24127;7862;7560;68.9;-4855;;;;;30359.61;14998.45;7214.03;8147.13;459.215;1.238
"1995-06";36830.76;35271;26806.208;25495;7189.052;7101;0;0;0;0;2835.5;2675;405;182;5445;29603;10717;7010;9205;49.3;-5263;;;;;30317.91;14768.04;7013.74;8536.13;0;1
"1994-06";34762.731;33249;25328.151;24036;7044.279;6958;0;0;0;0;2390.3;2255;257;247;4475;28764;10254;6962;8954;47.7;-4228;;;;;29465.95;14278.73;6905.65;8281.57;0;1
"1993-12";46473.463;44408;36917.024;35098;6639.319;6558;0;0;0;0;2917.12;2752;197;391;6008;38594;19456;7332;7274;64;-5617;;;;;29404.96;14501.02;7006.38;7897.56;310.997;0.881
"1993-09";35586.161;34003;28983.093;27555;4930.388;4870;0;0;0;0;1672.68;1578;415;341;5527;28402;10699;6648;8429;50.1;-5186;;;;;28702.51;14118.3;6589.91;7994.3;0;1
"1989-03";36085.074;34451;27906.077;26509;5094.397;5032;0;0;0;0;3084.6;2910;389;380;4462;29980;13291;6201;7237;51;-4082;;;;;0;0;0;0;209.531;0.819
"1987-12";37273.264;35536;27026.003;25601;6036.941;5963;0;0;0;0;4210.32;3972;125;844;3471;32784;16343;5992;6895;55.5;-2627;;;;;0;0;0;0;362.009;1.026
"1987-01";41302.482;39350;27456.713;26009;6289.029;6212;0;0;0;0;7556.74;7129;239;960;2955;37116;20023;5566;6913;62.3;-1995;;;;;0;0;0;0;563.627;1.519
"1984-04";26228.034;25089;15356.376;14594;5381.918;5316;0;0;0;0;5489.74;5179;232;352;2606;22603;8167;5915;6078;44.2;-2254;;;;;0;0;0;0;205.174;1.235
