"Période";"Production totale brute d'électricité (en GWh)";"Production totale nette d'électricité (en GWh)";"Production brute d'électricité nucléaire (en GWh)";"Production nette d'électricité nucléaire (en GWh)";"Production brute d'électricité hydraulique (en GWh)";"Production nette d'électricité hydraulique (en GWh)";"Production brute d'électricité éolienne (en GWh)";"Production nette d'électricité éolienne (en GWh)";"Production brute d'électricité photovoltaïque (en GWh)";"Production nette d'électricité photovoltaïque (en GWh)";"Production brute d'électricité thermique (en GWh)";"Production nette d'électricité thermique (en GWh)";"Électricité absorbée pour les pompages (en GWh)";"Total des importations physiques d'électricité (en GWh)";"Total des exportations physiques d'électricité (en GWh)";"Energie appelée réelle yc pertes (consommation calculée yc pertes) (en GWh)";"Livraisons en basse tension (BT : FC + Corse) (en GWh)";"Livraisons en moyenne tension (MT : FC + Corse) (en GWh)";"Livraisons en haute tension (en GWh)";"Puissance maximale appelée (en GW)";"Solde des échanges physiques d'électricité (en GWh)";"Consommation d'électricité (hors pertes) CVC-CJO (en GWh)";"Livraisons en basse tension CVC-CJO (en GWh)";"Livraisons en moyenne tension CVC-CJO (en GWh)";"Livraisons en haute tension CVC-CJO (en GWh)";"Consommation d'électricité (hors pertes) CVS-CVC-CJO (en GWh)";"Livraisons en basse tension CVS-CVC-CJO (en GWh)";"Livraisons en moyenne tension CVS-CVC-CJO (en GWh)";"Livraisons en haute tension CVS-CVC-CJO (en GWh)";"Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PRODB_ELE";"PRODN_ELE";"PRODB_NUCL";"PRODN_NUCL";"PRODB_HYDRO";"PRODN_HYDRO";"PRODB_EOL";"PRODN_EOL";"PRODB_PV";"PRODN_PV";"PRODB_ELE_THERM";"PRODN_ELE_THERM";"STEP_ELE";"QIMP_ELE";"QEXP_ELE";"EAR_ELE";"LIV_ELE_BT";"LIV_ELE_MT";"LIV_ELE_HT";"PUISSMAX_ELE";"QSOLI_ELE";"CONSO_ELE_COR1";"LIV_ELE_BT_COR1";"LIV_ELE_MT_COR1";"LIV_ELE_HT_COR1";"CONSO_ELE_COR2";"LIV_ELE_BT_COR2";"LIV_ELE_MT_COR2";"LIV_ELE_HT_COR2";"DJU";"INDRIG"
"2023-02";45468.565;43557.787;30265.299;28787.11;3732.784;3687.065;3305.705;3305.705;1330.072;1330.072;6834.705;6447.835;564.79;3463.571;4328.23;42128.337;19379.196;12515.615;5426.144;81.526;-864.659;38135.628;19925.953;12720.979;5488.696;33128.463;15108.213;12243.722;5776.528;292.236;0.914
"2021-11";47098.224;45109.46;31874.728;30370.793;4135.775;4085.119;2715.441;2715.441;701.888;701.888;7670.392;7236.219;639.641;3621.338;2821.714;45269.443;19669.468;13864.251;6366.505;83.333;799.624;38456.858;18568.878;13633.285;6254.695;35359.48;15968.108;13190.272;6201.101;288.403;1.135
"2022-08";30754.649;29292.794;19319.365;18133.047;2789.415;2755.25;2079.099;2079.099;2302.551;2302.551;4264.219;4022.848;539.769;5122.696;1908.968;31966.754;10993.82;12197.314;5673.475;53.408;3213.728;28311.077;10993.82;11657.1;5660.157;35386.181;16203.651;13100.974;6081.557;0;1
"2022-12";47231.794;45184.952;29466.259;27912.397;5223.798;5159.816;4360.923;4360.923;601.844;601.844;7578.971;7149.973;836.715;5628.232;3737.842;46238.628;22258.788;13408.658;5542.644;84.041;1890.39;41648.027;22681.215;13396.681;5570.131;33011.622;15344.243;12324.077;5343.301;339.35;0.962
"2020-05";39936.322;38171.703;26251.095;24714.653;6838.991;6755.226;2661.28;2661.28;1633.674;1633.674;2551.282;2406.87;567.208;555.681;6948.632;31211.544;12041.409;10343.935;5323.436;52.802;-6392.951;28400.187;12429.009;10622.584;5348.594;32877.607;15931.577;11557.943;5388.086;58.632;0.747
"2020-11";47863.613;45883.208;33135.697;31565.645;4626.592;4569.925;3154.654;3154.654;698.229;698.229;6248.441;5894.756;548.953;1417.959;6195.919;40556.295;17249.131;12457.599;5978.183;76.117;-4777.96;37564.036;18685.235;12751.68;6127.121;34408.582;16009.679;12344.158;6054.746;206.465;0.812
"2020-04";39064.343;37385.834;28332.191;26823.538;5233.072;5168.977;2281.676;2281.676;1348.961;1348.961;1868.442;1762.681;573.465;738.124;6430.474;31120.019;13111.378;9842.274;4728.194;57.602;-5692.35;30264.63;15279.225;10151.304;4834.101;31714.93;16174.811;10545.328;4994.791;89.303;0.538
"2021-09";40763.729;38923.037;30600.74;29001.324;3539.94;3496.582;1665.31;1665.31;1461.182;1461.182;3496.559;3298.64;382.089;641.196;6428.377;32753.767;10869.757;12463.426;6203.101;54.403;-5787.181;29428.262;10869.757;12369.966;6188.539;35687.068;16199.775;13236.94;6250.353;0;1
"2021-01";58531.492;56223.07;38961.106;37176.882;7491.262;7399.508;3960.703;3960.703;478.565;478.565;7639.856;7207.411;474.706;3289.727;5279.381;53758.71;26040.063;14454.219;6655.702;88.44;-1989.654;46837.906;25548.83;14618.837;6670.239;35610.523;16622.305;12747.402;6240.816;385.513;1.039
"2020-09";34228.917;32628.133;23055.429;21739.674;3470.184;3427.681;2146.498;2146.498;1272.186;1272.186;4284.621;4042.095;437.551;3196.114;2644.174;32742.522;11108.231;12357.85;5927.785;57.531;551.94;29287.282;11108.231;12265.182;5913.869;35701.603;16574.247;13111.898;6015.457;0;1
"2020-06";36658.313;35003.219;22692.579;21334.969;6511.536;6431.782;2049.897;2049.897;1557.75;1557.75;3846.55;3628.821;431.32;1220.535;4541.422;31251.012;10908.036;11413.417;5526.161;54.564;-3320.887;27901.653;10908.036;11467.425;5526.192;34210.616;16400.261;12190.339;5620.016;0;1
"2019-02";52944.145;50898.556;37695.975;36089.935;5197.818;5134.154;2627.051;2627.051;782.661;782.661;6640.64;6264.755;438.612;961.316;6486.471;44934.789;19898.101;13483.079;6366.153;86.392;-5525.155;41738.965;21350.348;13914.101;6474.516;36190.941;16159.652;13380.822;6650.466;262.159;0.82
"2018-06";42867.113;41111.353;30153.651;28621.712;7782.742;7687.418;1372.644;1372.644;1287.967;1287.967;2270.109;2141.612;542.258;208.954;7809.733;32968.316;10548.786;12708.221;6517.511;55.872;-7600.779;29782.58;10548.786;12716.246;6517.548;36043.94;15874.578;13505.661;6663.7;0;1
"2020-12";53487.675;51327.234;36139.576;34432.46;5850.349;5778.693;4383.561;4383.561;371.38;371.38;6742.809;6361.14;633.856;2522.869;4966.75;48249.497;22562.148;13690.505;6372.681;79.629;-2443.881;43937.085;23647.409;13814.956;6474.72;34979.741;16018.191;12727.241;6234.309;318.167;0.902
"2022-09";30647.308;29209.77;19334.531;18190.496;2542.666;2511.523;2301.64;2301.64;1833.45;1833.45;4635.02;4372.661;595.774;5468.089;2149.851;31932.233;10749.935;12251.313;5704.4;53.664;3318.237;28600.387;10749.935;12159.443;5691.009;34730.782;15994.407;13017.582;5718.793;0;1
"2022-05";35624.397;34128.695;21713.389;20531.226;5148.918;5085.853;2072.847;2072.847;2264.212;2264.212;4425.03;4174.557;513.195;3083.201;3703.935;32994.766;11335.118;12384.762;6114.027;53.564;-620.734;30285.838;12120.883;12097.364;6067.59;34806.63;15530.203;13133.509;6142.919;37.956;0.484
"2023-01";54671.609;52427.852;32420.648;30770.959;6526.325;6446.389;5985.078;5985.078;656.539;656.539;9083.02;8568.887;693.04;4005.719;5344.412;50396.119;22503.725;13973.767;5715.106;84.533;-1338.692;43377.056;23515.48;14111.043;5750.533;32976.958;15302.024;12316.088;5358.846;336.034;0.906
"2022-11";38717.466;36955.842;22951.429;21597.264;3943.139;3894.843;4631.466;4631.466;846.226;846.226;6345.206;5986.044;765.249;4809.62;3732.479;37267.734;15504.157;12324.123;5395.087;69.528;1077.141;35335.505;17095.313;12680.455;5559.737;32531.537;14747.868;12263.921;5519.748;195.907;0.771
"2021-06";41365.446;39702.353;29141.966;27716.162;6374.576;6296.499;1355.056;1355.056;1681.095;1681.095;2812.753;2653.54;372.758;689.567;7539.794;32479.368;10767.789;12386.122;6176.258;55.966;-6850.227;29057.872;10767.789;12139.14;6150.943;35291.689;16159.019;12898.436;6234.234;0;1
"2022-06";33370.92;32001.172;21275.248;20174.82;4156.859;4105.945;1845.401;1845.401;2234.897;2234.897;3858.515;3640.108;440.426;3812.477;2749.207;32624.016;10752.78;12658.57;6064.459;56.646;1063.27;29178.839;10752.78;12361.565;6064.493;35383.55;16117.636;13129.836;6136.078;0;1
"2021-08";41459.391;39568.653;30719.946;29010.95;4532.721;4477.204;2227.035;2227.035;1749.726;1749.726;2229.964;2103.739;368.96;460.106;8100.677;31559.122;10968.361;11619.646;5776.106;52.463;-7640.571;28447.371;10968.361;11716.464;5762.546;35559.244;16213.34;13153.221;6192.683;0;1
"2021-02";49663.531;47749.126;31835.315;30337.834;7067.291;6980.73;4249.04;4249.04;675.457;675.457;5836.429;5506.065;518.013;2301.781;5710.893;43822.001;19877.638;12549.018;5938.384;86.249;-3409.112;40374.261;21373.29;12959.891;6041.08;34914.819;16176.305;12473.169;6265.346;260.675;0.815
"2018-12";56304.274;54048.885;40716.667;38882.473;5322.61;5257.418;3610.644;3610.644;364.967;364.967;6289.386;5933.383;655.726;1231.964;6474.628;48150.495;22295.04;13930.794;6612.028;84.528;-5242.664;45213.152;23848.991;14536.934;6827.228;36234.618;16220.431;13421.501;6592.686;302.835;0.858
"2020-03";50859.768;48841.075;32239.946;30624.87;7518.768;7426.677;4498.176;4498.176;1099.257;1099.257;5503.62;5192.094;573.772;978.799;6971.118;42274.984;19275.14;12401.437;5511.702;74.97;-5992.319;37560.6;19578.916;12458.909;5522.775;33148.362;16207.968;11527.729;5412.665;246.202;0.963
"2018-08";39473.029;37614.189;28885.122;27290.979;4063.184;4013.418;1402.644;1402.644;1324.967;1324.967;3797.112;3582.181;505.672;1174.543;5530.006;32753.054;10740.407;12466.378;6204.911;55.292;-4355.463;29022.911;10740.407;12092.158;6190.345;36314.036;16103.002;13526.601;6684.433;0;1
"2018-05";44916.529;43114.367;32167.639;30580.158;7920.428;7823.418;1604.644;1604.644;1144.967;1144.967;2078.851;1961.18;646.704;393.404;8471.699;34389.368;12244.579;12191.074;6497.078;59.074;-8078.295;31560.187;12684.181;12375.017;6500.989;36282.688;16215.105;13492.228;6575.356;56.532;0.721
"2022-03";45067.869;43161.439;28292.7;26851.912;4724.234;4666.371;3459.397;3459.397;1387.433;1387.433;7204.106;6796.326;601.028;4030.263;3035.354;43555.32;18307.316;13896.497;6366.505;75.267;994.909;39860.577;19466.888;13998.494;6395.195;35390.665;16178.767;12978.828;6233.07;222.74;0.871
"2021-12";50967.758;48861.994;33118.407;31503.128;5450.453;5383.695;4327.423;4327.423;585.636;585.636;7485.839;7062.112;796.779;4519.681;2582.935;50001.961;23426.947;14336.596;6407.065;84.283;1936.746;45290.754;24535.764;14273.905;6481.086;35974.37;16612.267;13137.588;6224.515;318.72;0.903
"2020-08";35686.015;33969.593;24321.897;22876.543;3792.8;3746.345;2046.831;2046.831;1556.343;1556.343;3968.144;3743.532;400.026;2072.599;3813.765;31828.401;11193.635;11780.572;5543.353;52.37;-1741.166;28203.919;11193.635;11457.151;5553.132;35439.502;16629.21;12845.28;5965.012;0;1
"2022-04";38498.184;36898.998;23025.102;21766.342;5225.911;5161.904;3561.748;3561.748;1802.019;1802.019;4883.404;4606.985;558.913;3788.825;2702.033;37426.877;15198.363;12492.469;5848.512;74.04;1086.792;33885.186;15379.707;12631.09;5874.388;35570.645;16297.549;13119.385;6153.71;162.673;0.979
"2022-01";55123.269;52896.246;36907.957;35220.278;6073.133;5998.748;3144.829;3144.829;783.081;783.081;8214.269;7749.31;700.707;4107.544;3111.783;53191.3;25209.543;15012.386;6693.034;87.025;995.761;46387.072;24724.914;14982.512;6679.645;35388.592;16084.387;13072.791;6231.414;385.801;1.04
"2021-05";43584.09;41915.867;29019.603;27574.674;6428.254;6349.52;3960.587;3960.587;1621.749;1621.749;2553.898;2409.338;467.484;1213.364;7131.939;35529.808;13846.519;11769.565;6143.487;59.554;-5918.575;30665.826;12947.263;11571.378;6147.185;35378.721;16603.807;12571.168;6203.746;116.452;1.485
"2019-11";48884.379;46792.458;30717.71;29133.652;6655.867;6574.345;3420.44;3420.44;558.331;558.331;7532.031;7105.69;599.72;2814.262;4202.148;44804.852;19278.146;13673.756;6335.244;79.613;-1387.886;39290.778;19122.836;13822.403;6345.54;35976.365;16320.346;13405.905;6250.114;258.921;1.019
"2019-03";53315.866;51204.251;37250.829;35497.692;5312.072;5247.01;4506.365;4506.365;1062.933;1062.933;5183.666;4890.251;570.745;649.501;7441.433;43841.574;18308.991;13898.655;6634.713;72.62;-6791.932;40632.037;19521.757;14387.98;6722.3;35997.241;16117.19;13295.827;6584.225;221.345;0.865
"2019-10";43444.734;41628.505;30671.188;29162.929;3929.552;3881.422;3434.473;3434.473;819.002;819.002;4590.519;4330.679;514.803;1292.679;5574.402;36831.979;13259.328;13124.237;6473.814;62.786;-4281.723;33773.262;14214.25;13107.98;6451.031;36005.321;16355.025;13346.478;6303.818;87.554;0.703
"2019-08";39802.923;37978.173;29296.755;27721.146;3872.487;3825.057;1662.246;1662.246;1407.874;1407.874;3563.561;3361.85;512.064;796.844;6372.76;31890.193;10597.237;11974.826;6022.735;54.802;-5575.916;28582.19;10597.237;11951.592;6033.361;35678.743;15809.778;13379.3;6489.665;0;1
"2019-01";59017.179;56616.109;42020.776;40157.967;5126.029;5063.245;2970.813;2970.813;499.463;499.463;8400.098;7924.621;520.554;2744.05;4077.859;54761.746;25672.19;15634.929;7069.955;88.45;-1333.809;47292.995;24937.75;15341.484;7013.761;36167.815;16220.933;13345.579;6601.302;393.349;1.06
"2018-10";44651.332;42687.531;33248.853;31609.437;3078.119;3040.418;2452.644;2452.644;806.967;806.967;5064.749;4778.065;680.218;1049.634;5629.964;37426.983;13464.817;13340.713;6766.402;73.898;-4580.33;33810.156;13826.058;13241.507;6742.59;35953.96;15870.293;13493.71;6589.958;108.323;0.87
"2021-10";44032.39;42235.482;32192.785;30658.264;3149.073;3110.503;3490.533;3490.533;1245.898;1245.898;3954.101;3730.284;639.385;1038.695;5343.108;37291.684;14172.848;12886.56;6314.745;61.095;-4304.413;33461.171;14050.971;13065.703;6344.497;35702.19;16220.126;13280.393;6201.671;125.254;1.006
"2019-09";39846.155;38069.63;29038.225;27533.449;2688.811;2655.878;2700.548;2700.548;1199.501;1199.501;4219.069;3980.254;557.046;1078.118;5971.278;32619.424;10630.516;12382.231;6177.043;53.841;-4893.16;29270.786;10630.516;12452.329;6187.941;35468.949;15856.941;13299.516;6312.491;0;1
"2018-11";49167.25;47051.748;34293.217;32649.684;4135.065;4084.418;2796.644;2796.644;498.967;498.967;7443.357;7022.035;667.989;2068.257;3992.427;44459.589;18831.536;13829.777;6757.787;80.394;-1924.17;39816.442;19291.116;13745.157;6780.169;36407.603;16408.872;13346.208;6652.523;239.74;0.943
"2018-07";43516.722;41597.07;31582.509;29954.126;5450.172;5383.418;1083.644;1083.644;1433.967;1433.967;3966.43;3741.915;427.95;728.095;6989.946;34907.269;10892.641;13780.474;6788.896;57.593;-6261.851;30881.455;10892.641;13215.854;6772.959;36130.915;16002.958;13433.417;6694.54;0;1
"2021-07";42839.975;40977.216;30073.819;28449.338;5775.262;5704.526;2309.936;2309.936;1721.051;1721.051;2959.907;2792.365;311.813;741.768;8061.519;33345.652;11184.952;12648.058;6265.742;55.006;-7319.751;30342.062;11184.952;12880.314;6276.796;35434.841;16144.256;13117.417;6173.168;0;1
"2021-03";50353.024;48416.049;33216.736;31695.35;6100.68;6025.958;3712.748;3712.748;1300.888;1300.888;6021.971;5681.105;482.069;2338.861;5562.933;44709.908;19522.931;13448.917;6379.855;73.212;-3224.072;38818.507;19274.479;13203.658;6340.37;34438.508;16002.266;12232.079;6204.163;260.78;1.02
"2020-02";53603.864;51531.236;34854.385;33178.555;6446.585;6367.626;5905.898;5905.898;781.818;781.818;5615.179;5297.338;647.427;474.307;7224.221;44133.895;19277.053;13379.586;6094.686;77.96;-6749.914;41497.679;21633.588;13806.973;6057.117;35894.653;16372.892;13280.352;6241.41;230.482;0.721
"2019-06";42372.272;40588.11;30099.942;28560.686;5923.234;5850.685;1901.817;1901.817;1402.299;1402.299;3044.981;2872.623;540.486;325.096;7450.714;32922.006;10738.762;12464.491;6288.019;58.694;-7125.618;29548.945;10738.762;12470.19;6339.993;35880.092;16157.706;13255.409;6466.976;0;1
"2017-11";46965.231;44811.238;31959.562;30334.993;3929.688;3881.557;2172.294;2172.294;400.854;400.854;8502.833;8021.54;591.687;3650.993;3102.841;44767.703;19597.515;13930.351;6984.847;83.768;548.152;39470.186;18966.319;13617.413;6886.454;36086.961;16103.979;13242.815;6740.168;273.605;1.076
"2022-10";34499.948;32930.046;21465.026;20224.827;3139.855;3101.397;3433.434;3433.434;1316.279;1316.279;5145.355;4854.109;753.621;4114.052;3838.437;32452.04;11540.876;12008.647;5570.654;52.846;275.615;31807.741;13712.458;12498.382;5596.901;34022.737;15845.914;12701.238;5475.585;37.95;0.305
"2021-04";41711.269;40014.032;28606.14;27209.135;4165.289;4114.272;2950.803;2950.803;1586.24;1586.24;4402.797;4153.582;412.718;2799.57;4244.781;38156.103;16135.288;12112.694;6050.363;70.166;-1445.211;32619.827;14837.651;11818.988;5963.189;34196.194;15714.516;12274.689;6206.988;212.419;1.279
"2020-01";57786.092;55456.3;39182.417;37352.414;6475.488;6396.176;4174.129;4174.129;525.634;525.634;7428.424;7007.947;532.406;1516.589;6033.204;50407.279;23274.239;14783.916;6442.58;83.161;-4516.615;46498.659;24914.275;15071.474;6512.91;35439.188;16198.478;13124.343;6116.367;317.101;0.855
"2019-12";54170.086;51928.887;34780.302;32985.835;8042.258;7943.756;4708.784;4708.784;486.681;486.681;6152.061;5803.831;713.606;2008.264;5577.325;47646.22;22091.353;13905.572;5861.428;80.452;-3569.061;44358.092;23919.985;14382.256;6055.85;35337.502;16232.024;13262.471;5843.007;293.701;0.832
"2019-05";45927.565;44017.464;33320.578;31668.783;5710.04;5640.102;2265.777;2265.777;1303.329;1303.329;3327.841;3139.473;586.292;243.469;7715.227;35959.414;13162.458;12511.107;6540.798;62.107;-7471.758;31240.529;12506.061;12216.596;6517.873;35885.176;16003.082;13310.614;6571.48;107.094;1.365
"2018-01";59808.629;57564.289;42640.663;40790.318;7527.617;7435.418;3974.644;3974.644;333.967;333.967;5331.739;5029.942;803.262;590.013;7880.564;49470.476;22070.406;14989.851;6998.19;79.397;-7290.551;47644.108;24897.309;15599.906;7146.893;36483.583;16195.445;13559.592;6728.546;275.94;0.744
"2022-07";32537.208;31093.126;19923.664;18780.955;3591.217;3547.232;1880.24;1880.24;2594.908;2594.908;4547.179;4289.791;460.129;5480.09;2264.682;33848.405;11337.046;13155.795;6232.515;57.637;3215.408;30579.797;11337.046;12973.508;6269.243;35671.511;16321.082;13208.121;6142.308;0;1
"2022-02";48147.958;46258.56;31056.368;29577.728;4521.554;4466.173;5260.927;5260.927;1030.785;1030.785;6278.324;5922.947;627.58;2324.867;4168.974;43786.873;19596.253;13101.43;5802.148;78.586;-1844.107;40687.927;21216.568;13563.696;5907.664;35296.788;16066.212;13050.357;6180.219;255.808;0.8
"2020-10";43986.774;42213.431;29764.427;28271.643;5280.077;5215.406;4320.037;4320.037;808.202;808.202;3814.033;3598.144;559.024;1857.96;4696.125;38816.242;15518.924;12968.555;6298.478;64.456;-2838.165;34444.36;15189.435;12952.745;6302.18;36817.013;17489.446;13170.545;6157.022;131.438;1.055
"2018-09";41073.652;39228.905;31708.817;30096.983;3174.297;3135.418;1587.644;1587.644;1174.967;1174.967;3427.927;3233.893;614.333;703.928;6308.004;33010.496;10675.964;12533.317;6453.559;55.05;-5604.076;29938.949;10675.964;12771.396;6491.589;36136.198;15885.709;13634.471;6616.018;0;1
"2018-04";44900.785;43115.214;32153.258;30591.938;7163.153;7075.418;2159.644;2159.644;1012.967;1012.967;2411.762;2275.248;680.098;647.396;6456.546;36625.966;14036.524;12617.935;6373.992;66.083;-5809.15;35309.517;15737.085;13067.851;6504.581;36963.381;16694.64;13604.477;6664.264;109.397;0.659
"2018-03";55388.375;53210.283;37379.346;35677.025;7320.075;7230.418;3094.644;3094.644;772.967;772.967;6821.343;6435.229;618.272;1914.612;5308.034;49198.589;21870.364;15042.417;6979.121;90.984;-3393.422;42276.583;20628.651;14729.115;6918.817;37345.273;16972.621;13611.921;6760.731;284.173;1.111
"2018-02";56582.262;54421.179;38031.95;36408.421;7384.869;7294.418;2730.644;2730.644;535.967;535.967;7898.833;7451.729;488.835;2115.295;5243.434;50804.205;24063.222;14487.993;6602.299;96.609;-3128.139;41844.386;21325.032;13965.904;6553.45;36266.649;16118.87;13422.586;6725.194;397.119;1.242
"2020-07";36587.453;34931.112;23863.227;22499.437;4730.404;4672.465;2104.138;2104.138;1744.853;1744.853;4144.832;3910.219;257.252;2286.605;3587.292;33373.173;11294.162;12782.492;5905.808;54.869;-1300.687;29811.569;11294.162;12625.462;5891.944;35060.239;16393.696;12860.562;5805.981;0;1
"2019-07";42787.753;40927.036;30759.142;29195.023;4530.382;4474.893;1752.656;1752.656;1485.97;1485.97;4259.604;4018.494;380.229;891.386;6513.92;34924.273;11066.207;13792.483;6585.797;59.108;-5622.534;30680.006;11066.207;13070.43;6543.369;35929.494;16168.719;13303.708;6457.066;0;1
"2019-04";44942.353;43083.909;33360.165;31756.651;4645.487;4588.588;2356.367;2356.367;1081.785;1081.785;3498.548;3300.517;392.866;1051.872;5510.512;38232.403;15036.007;12840.125;6487.857;69.741;-4458.64;34437.83;15152.015;12800.194;6485.621;36008.875;16036.348;13307.343;6665.184;164.844;0.992
"2017-12";55375.548;53052.619;39220.168;37383.412;5343.499;5278.052;3083.784;3083.784;295.274;295.274;7432.823;7012.097;682.828;2981.779;3920.778;51430.792;24863.454;14576.487;7049.278;83.263;-938.999;46760.146;24827.526;14845.78;7086.84;37510.353;16945.611;13720.505;6844.237;354.569;1.005
"2017-09";40207.284;38382.139;30915.782;29346.122;3097.968;3060.024;1557.688;1557.688;792.63;792.63;3843.216;3625.676;481.049;826.655;5385.231;33342.514;11423.318;12501.241;6711.582;57.302;-4558.576;30718.747;11423.318;12572.007;6723.423;37191.164;16948.126;13412.541;6830.497;0;1
"2017-02";50118.233;48016.614;35316.941;33689.41;4582.714;4526.584;2421.722;2421.722;412.924;412.924;7383.932;6965.974;615.612;1475.1;5016.389;43859.713;19639.072;13573.551;6441.82;81.746;-3541.289;41918.633;21297.21;14060.512;6560.91;36292.806;16051.158;13514.491;6727.156;255.264;0.799
"2014-06";40891.06;39106.767;32628;30994.88;5110.307;5047.715;902.312;902.312;685.506;685.506;1564.935;1476.354;653.47;285.06;6436.43;32301.927;10783.87;12453.048;6496.743;56.06;-6151.37;29934.624;10783.87;12628.994;6521.76;36112.425;16050.029;13374.99;6687.406;0;1
"2016-02";54003.263;51932.795;39036.029;37324.501;7015.485;6929.559;2748.118;2748.118;380.385;380.385;4823.246;4550.232;583.828;1171.352;6122.337;46397.982;21071.346;14088.163;6828.312;82.385;-4950.985;42291.941;21683.411;13923.257;6685.273;36472.158;16261.919;13369.282;6840.957;293.966;0.92
"2016-05";42141.183;40363.744;31019.943;29446.114;6568.966;6488.509;1480.382;1480.382;896.201;896.201;2175.69;2052.538;607.937;814.959;6079.895;34490.872;12880.682;12366.092;6525.325;61.101;-5264.936;31603.544;12827.329;12273.57;6502.645;36328.985;16379.493;13375.486;6574.006;80.834;1.03
"2015-06";41361.323;39622.915;32313.86;30719.02;5692.868;5623.141;1199.555;1199.555;850.529;850.529;1304.511;1230.671;636.77;485.36;6546.37;32925.135;10771.47;12985.254;6642.085;57.58;-6061.01;30122.008;10771.47;12736.781;6613.757;36353.008;16077.137;13487.515;6788.356;0;1
"2014-09";40634.164;38895.988;33512;31938.66;3785.556;3739.19;678.342;678.342;565.286;565.286;2092.981;1974.51;604.13;590.78;5928;32954.638;10953.65;12628.694;6709.352;55.47;-5337.22;30179.602;10953.65;12531.299;6694.654;36252.635;16060.441;13382.68;6809.514;0;1
"2013-10";43339.068;41430.128;32717.95;31091.53;4824.332;4765.243;1543.388;1543.388;306.11;306.11;3947.288;3723.857;588.35;733.96;4836.33;36739.408;13498.64;13315.495;6934.377;63.64;-4102.37;34876.746;14643.856;13321.583;6911.308;36665.39;16448.049;13482.787;6734.553;82.676;0.664
"2011-06";42132.397;40245.594;34286.786;32589;4380.894;4327.236;853;853;220.358;220.358;2391.36;2256;560;302;6356;33631.594;10837.9;12493.7;7576;58.874;-6054;;;;;37073.853;16035.182;13539.367;7499.305;0;1
"2010-03";53422.551;51124.235;37739.497;35984;6309.514;6232.235;1149;1149;0;0;8224.54;7759;677;2129;4275;48301.235;20735;14638;8562;86.5;-2146;;;;;37901.722;16170.965;13260.183;8470.574;286.275;1.119
"2007-08";42258.665;40285.884;34381;32611;5117.565;5054.884;285;285;0;0;2475.1;2335;415;422;7489;32803.884;10272;11625;8372;56.804;-7067;;;;;37384.051;15233.305;13387.807;8762.938;0;1
"2006-04";47180.048;45173.986;37675;35881;7163.728;7075.986;145;145;0;0;2196.32;2072;598;110;7358;37327.986;13557;12351;8329;68.581;-7248;;;;;35180.858;14131.281;12741.964;8307.612;172.824;1.041
"2005-04";45647.16;43604;34996;33286;5994.42;5921;68;68;0;0;4588.74;4329;546;530;5019;38569;13478;12555;9396;64.76;-4489;;;;;36162.001;14140.471;12761.243;9260.287;168.5;1.014
"2003-04";45263.318;43298;36189;34522;4854.458;4795;0;0;0;0;4219.86;3981;656;424;5952;37114;12218;12416;9482;68.022;-5528;;;;;35212.35;13135.247;12711.474;9365.63;152.871;0.92
"2002-11";50386.618;48150;38100;36264;6647.418;6566;0;0;0;0;5639.2;5320;648;58;7545;40015;14839;12496;9007;67.91;-7487;;;;;35273.36;13677.562;12526.257;9069.542;209.229;0.823
"2016-10";41415.445;39512.811;30555.922;29024.255;3080.929;3043.194;1340.611;1340.611;550.903;550.903;5887.079;5553.849;602.338;2446.419;3216.159;38140.734;15083.746;12992.161;6936.088;65.005;-769.74;34209.674;14176.436;13064.745;6968.493;36206.711;16136.074;13290.218;6780.419;155.904;1.252
"2014-04";42340.026;40585.043;32771;31208.05;5904.044;5831.731;1006.101;1006.101;543.833;543.833;2115.048;1995.328;511.64;655.71;4675.74;36053.373;13628.51;12604.656;6753.221;60.88;-4020.03;34513.103;14899.379;12788.284;6825.439;36162.643;16081.727;13290.409;6790.507;126.308;0.76
"2013-09";40181.846;38406.431;31284;29754.98;4107.886;4057.572;899.654;899.654;426.203;426.203;3464.102;3268.021;503.61;400.47;5304.49;32998.801;11229.89;12465.643;6622.957;56.53;-4904.02;30412.628;11229.89;12548.737;6634.001;36506.892;16395.272;13373.067;6738.553;0;1
"2013-04";45751.464;43882.616;33055.47;31479.17;7246.072;7157.321;1429.821;1429.821;419.686;419.686;3600.416;3396.619;575.92;1061.29;4352.87;40015.116;16588.91;13254.149;6783.553;75.75;-3291.58;35585.093;15808.413;13044.017;6732.664;37262.002;17094.144;13503.781;6664.077;194.076;1.168
"2011-10";44110.148;42140.919;34461.51;32824;3280.39;3240.212;1035;1035;182.707;182.707;5150.54;4859;634;841;4664;37683.919;13910.3;12905.8;7557;67.97;-3823;;;;;36855.562;16075.218;13373.716;7406.629;108.5;0.871
"2009-08";37070.486;35276.395;29799.085;28223;3911.301;3863.395;355;355;0;0;3005.1;2835;398;1372;3446;32804.395;10744;11557;7738;56.66;-2074;;;;;37496.175;15950.699;13359.873;8185.603;0;1
