"Période";"1. Production de pétrole (brut et hydrocarbures extraits du gaz naturel en kt)";"1.1 Production de pétrole brut (en kt)";"1.2 Production d'hydrocarbures extraits du gaz naturel (en kt)";"2. Solde importateur (importations - exportations) tous produits pétroliers (en kt)";"2.1 Importations totales de produits pétroliers (en kt)";"2.1.1 Importations de pétrole brut et condensats (en kt)";"2.1.2 Importations d'autres produits à distiller (APD) (en kt)";"2.1.3 Importations de produits pétroliers raffinés (en kt)";"2.2 Exportations de produits pétroliers raffinés (en kt)";"3. Marché des soutes maritimes (françaises et étrangères) (en kt)";"5. Consommation totale de produits pétroliers nette de l'autoconsommation des raffineries  (en kt)";"5.1 Ventes totales de fioul lourd (FOL) (en kt)";"5.1.1 Ventes de fioul lourd (FOL) à l'industrie (en kt)";"5.1.2 Ventes de fioul lourd (FOL) aux centrales (en kt)";"5.2 Ventes de supercarburants auto (en kt)";"5.2.1 Livraisons de SP95 (en kt)";"5.2.2 Livraisons de SP95-E10 (en kt)";"5.2.3 Livraisons de SP98 (en kt)";"5.3 Ventes de gazole (en kt)";"5.4 Ventes de fioul domestique (FOD) (en kt)";"5.5 Ventes de gazole non routier (en kt)";"5.6 Ventes de carburéacteur (en kt)";"5.7 Ventes de gaz de pétrole liquéfiés (GPL : Butane, Propane, GPL-carburant) (en kt)";"5.8 Ventes de bases pétrochimie (en kt)";"5.9 Autres produits (hors gazole, supercarburants, carburéacteurs, FOD, GnR, GPL, pétrochimie, dont usages non-énergétique, en kt)";"6. Consommation totale de produits pétroliers CVC-CJO (en kt)";"6.2 Ventes de supercarburants auto CVC-CJO (en kt)";"6.3 Ventes de gazole CVC-CJO (en kt)";"6.4 Ventes de fioul domestique (FOD) CVC-CJO (en kt)";"6.5 Ventes de gazole non routier CVC-CJO (en kt)";"6.6 Ventes de carburéacteurs CVC-CJO (en kt)";"6.7 Ventes de gaz de pétrole liquéfiés (GPL : Butane, Propane, GPL-carburant) CVC-CJO (en kt)";"6.9 Autres produits (hors gazole, supercarburants, carburéacteurs, FOD, GnR, GPL, pétrochimie, dont usages non-énergétique) CVC-CJO (en kt)";"7. Consommation totale de produits pétroliers CVS-CVC-CJO (en kt)";"7.2 Ventes de supercarburants auto CVS-CVC-CJO (en kt)";"7.3 Ventes de gazole CVS-CVC-CJO (en kt)";"7.4 Ventes de fioul domestique (FOD) CVS-CVC-CJO (en kt)";"7.5 Ventes de gazole non routier CVS-CVC-CJO (en kt)";"7.6 Ventes de carburéacteurs CVS-CVC-CJO (en kt)";"7.7 Ventes de gaz de pétrole liquéfiés (GPL : Butane, Propane, GPL-carburant) CVS-CVC-CJO (en kt)";"7.9 Autres produits (hors gazole, supercarburants, carburéacteurs, FOD, GnR, GPL, pétrochimie, dont usages non-énergétique) CVS-CVC-CJO (en kt)";"8. Ventes de produits à usage non énergétique, y compris bases pétrochimie (en kt)";"9. Consommation de carburants routiers (en kt)";"10. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"11. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"2008-10";81.9;80.2;1.7;8160.801;10609.106;7744.5;29.2;2835.406;2448.305;266.1;7302.5;222.7;175.5;47.2;781.5;628.656;;152.393;2975.2;1357.4;;555.7;214.3;665;753.4;;;;;;;;;6699.846;751.12;2732.057;1082.617;0;549.434;201.666;639.989;1078.8;3756.7;156.372;1.256
"2007-03";85.7;82.4;3.3;5773.93;7650.258;5137.3;0;2512.958;1876.328;172.4;7183.5;201;165;36;833.6;625.125;;206.509;2852.8;1218;;533.3;225.8;940;580;;;;;;;;;6910.716;866.616;2753.521;1100.309;0;548.368;188.036;549.221;1238.4;3686.4;264.952;1.036
"2015-06";71.3;71.3;0;5974.748;7498.619;3847.8;32.9;3617.919;1523.871;166.2;6392.701;49.1;38.5;10.6;650.784;296.014;210.094;140.975;3083.758;274.706;419.394;584.725;103;780;496.334;6264.019;635.571;3011.996;265.171;402.834;584.725;98.94;482.132;6155.809;593.394;2913.654;496.315;357.56;546.799;150.036;382.117;1167.134;3734.542;0;1
"2014-01";64;64;0;7070.112;8744.821;4199.2;31.7;4513.921;1674.709;151.3;5945.643;80.7;65.4;15.3;519.8;258.387;161.8;94.653;2716.9;767.098;219.102;473.043;218.4;745;286.3;5947.672;512.93;2667.194;830.699;208.842;473.043;226.242;282.175;6115.286;596.577;2879.157;557.659;333.492;522.61;163.492;401.199;869.6;3236.7;298.853;0.806
"2013-10";67.9;66;1.9;7132.765;8527.332;4376.5;37.1;4113.732;1394.567;182.3;6864.3;110.4;78.3;32.1;617.3;321.27;179.4;116.655;3103.9;720.411;478.389;546.3;177.6;490;730.4;6748.626;604.619;3006.711;752.827;462.179;546.3;171.564;713.072;6390.957;592.187;2844.929;628.613;375.083;520.769;158.998;595.435;850.6;3721.2;82.676;0.664
"2013-08";75.574;73.7;1.874;6583.363;8011.756;4899.8;34.7;3077.256;1428.393;215.1;6215.268;60.2;46;14.2;660.8;340.641;192.4;127.737;2796.2;386.566;437.034;596;101.1;810;427.568;6272.248;667.694;2824.84;393.657;445.139;596;102.863;432.732;6230.114;600.45;2883.146;501.365;425.998;515.953;159.207;473.712;1061.6;3457;0;1
"2012-07";69.8;67.4;2.4;7162.76;8659.526;5328.9;34.5;3296.126;1496.766;215;6770.8;83;66.4;16.6;693.8;385.889;171.1;136.798;3054.4;567.663;463.437;610.2;121.9;790;469.4;;;;;;;;;6402.119;597.206;2809.187;827.438;365.44;525.037;181.404;405.751;1117.8;3748.2;0;1
"2008-01";87.5;84.4;3.1;8870.08;11170.015;7502;0;3668.015;2299.935;248.1;7514.4;289.3;179.7;109.6;711.3;554.681;;156.601;2668.4;1712;;536.9;317.5;900;668.3;;;;;;;;;7138.081;791.144;2800.081;1189.303;0;561.577;210.188;702.42;1122.2;3379.7;317.75;0.857
"2014-10";65;65;0;6520.677;8159.946;4767.9;0;3392.046;1639.269;164;6505.484;60.6;58;2.6;617.3;294.254;196.976;124.618;3111.8;607.805;497.595;535.184;177.8;490;468;6432.29;605.103;3027.261;660.539;482.205;535.184;171.757;457.921;6122.576;595.046;2871.113;544.994;390.257;515.464;158.319;373.913;831.8;3729.1;69.506;0.558
"2011-12";73.3;71.1;2.2;6759.92;8417.509;5539.3;0;2878.209;1657.589;235.4;6045.8;161.2;112.1;49.1;613.1;371.946;127.722;113.393;2835.6;741.4;177.7;501.7;222.7;555;398.6;;;;;;;;;6026.597;619.736;2785.766;599.901;251.674;529.156;162.091;402.622;702.1;3448.7;296.789;0.841
"2010-08";80.2;77.7;2.5;7600.241;9587.663;6239.1;0;3348.563;1987.422;204.1;6412.6;150.5;75.5;75;744.1;501.227;93.444;149.41;2747.2;861.2;;578.5;119.9;742;619.7;;;;;;;;;6541.333;671.97;2788.751;1000.68;0;514.88;183.999;709.69;1047.4;3491.3;0;1
"2010-01";74.8;72.3;2.5;7851.075;9119.574;5546.9;33.2;3539.474;1268.499;252.2;6215;259.2;140.2;119;555;379.16;70.368;105.614;2368.8;1260.7;;467.3;284.6;679;599.6;;;;;;;;;6092.482;650.865;2631.158;785.142;0;509.966;187.873;663.61;808.9;2923.8;475.215;1.281
"2009-11";75.6;73.1;2.5;7528.772;8950.786;5337.9;38.2;3574.686;1422.014;219;6122.5;199.2;138.7;60.5;645;450.058;67.999;127.21;2668.8;857.2;;455.7;196;659;640.8;;;;;;;;;6540.811;700.865;2795.867;1056.375;0;492.08;181.372;608.231;1010.8;3313.8;192.601;0.758
"2008-08";86.1;82.9;3.2;7497.743;9509.465;6765.8;69.1;2674.565;2011.722;265.1;6489.5;178.3;96;82.3;794.3;642.911;;151.123;2505.1;1028.7;;608.3;120.3;910;522.8;;;;;;;;;6978.082;758.066;2696.599;1295.9;0;548.264;200.939;665.002;1187.4;3299.4;0;1
"2007-12";89.6;87.6;2;8123.57;10145.234;6921.8;0;3223.434;2021.664;222.5;7091.3;398.2;197.4;200.8;749.3;582.335;;166.395;2615.8;1361.2;;530.2;292.9;783;758.9;;;;;;;;;7082.244;777.747;2772.005;1097.668;0;555.897;220.554;782.931;1019.3;3365.1;388.094;1.1
"2007-11";82.3;79;3.3;8139.121;10054.107;6981.8;0;3072.307;1914.986;226.3;7495.6;391.7;206.5;185.2;757;583.197;;173.113;2780;1229.8;;546.3;273.9;876;1032.6;;;;;;;;;7328.952;811.142;2792.628;1084.187;0;581.823;215.734;946.483;1252.6;3537;297.441;1.17
"2016-05";69.8;69.8;0;5365.03;6808.917;2858.312;0;3950.605;1443.886;105.5;6448.198;25.6;25.6;0;680.6;306.148;225.8;148.65;3162.8;335.169;386.031;539.698;119.4;820;404.5;6313.844;666.648;3079.133;323.177;373.336;539.698;115.541;394.047;6540.101;640.626;3120.379;570.755;380.891;528.754;154.149;395.545;1073.2;3843.4;80.834;1.03
"2016-12";66;66;0;6476.386;8438.276;4856.5;0;3581.776;1961.89;135.7;6355.696;78.3;39.5;38.8;637.2;256.924;240.5;139.853;3005;733.977;318.441;499.178;209.8;600;352.1;6214.56;628.427;2925.297;701.523;309.943;499.178;202.693;345.983;6166.134;614.879;2858.567;494.672;375.199;542.591;149.148;392.323;752.5;3642.2;373.202;1.058
"2015-11";70.6;70.6;0;5840.413;7598.317;4342.3;0;3256.017;1757.905;128.5;5428.353;56.2;50.9;5.3;538.878;242.723;178.949;113.928;2753.428;353.372;339.728;476.804;161.5;425;379.643;5569.544;538.878;2782.062;445.946;339.728;476.804;181.483;379.643;5963.222;597.707;2859.027;412.587;352.194;540.32;148.607;361.043;679.643;3292.306;184.449;0.726
"2014-09";65;65;0;6723.12;8422.916;4840.6;0;3582.316;1699.796;160.9;6389.212;57.2;45.5;11.7;621.7;297.919;194.243;128.164;2986.6;595.349;491.551;480.812;123.5;580;509.7;6310.204;613.484;2946.723;583.307;481.291;480.812;120.686;502.356;6126.49;601.945;2899.706;536.783;411.962;451.822;156.766;399.568;931.6;3608.3;0;1
"2013-11";63;63;0;6556.808;8030.025;4257.5;0;3772.525;1473.217;197.5;5876.4;108.9;84.1;24.8;519.7;268.487;155.6;95.875;2711.1;674.443;345.757;472.3;202.2;405;545.9;5952.578;532.438;2763.433;651.46;364.669;472.3;203.449;561.408;6276.812;586.209;2845.12;602.282;367.122;522.28;166.448;504.341;676.7;3230.8;280.871;1.105
"2013-01";68.8;66.6;2.2;6706.612;8221.933;4164.4;0;4057.533;1515.321;179.1;6197.9;107.1;87.7;19.4;515;278.484;147.07;89.523;2644.4;1026.652;225.648;422.8;242.3;770;351.1;6052.318;507.923;2596.49;962.609;214.841;422.8;231.228;345.525;6186.394;585.982;2787.798;658.254;334.588;492.748;165.724;477.631;922.6;3159.4;402.257;1.084
"2012-10";69.3;67;2.3;6427.37;8320.445;4611.5;73.6;3635.345;1893.075;170.9;6849.8;128.9;103.3;25.6;622.2;347.751;162.288;112.152;3078;832.57;434.53;530;192.4;510;650.1;;;;;;;;;6370.041;596.38;2842.923;684.774;336.442;509.33;174.342;541.695;828;3700.2;123.606;0.993
"2012-09";67.9;65.6;2.3;6371.534;7721.828;4216;35.4;3470.428;1350.294;175.3;6337.2;103.5;74.7;28.8;588.2;332.482;142.796;112.886;2775.2;637.656;381.844;551.7;121.2;610;671.4;;;;;;;;;6356.171;594.628;2841.087;640.06;350.168;523.805;167.671;553.525;997.8;3363.4;0;1
"2012-08";71.1;68.7;2.4;7921.55;9682.546;5876.9;35.3;3770.346;1760.996;218.9;6207;86.3;60.5;25.8;684.5;384.735;168.64;131.175;2824.1;304.018;388.582;597.2;111.6;820;477;;;;;;;;;6093.873;610.475;2840.855;369.714;361.291;524.524;169.636;523.168;1107.4;3508.6;0;1
"2010-07";81.4;78.9;2.5;6843.524;8668.443;5748.4;0;2920.043;1824.919;211.8;6809;132.2;83.5;48.7;801.9;532.92;102.611;166.41;3049.1;812.8;;608.7;117;752;667.5;;;;;;;;;6741.499;704.774;2841.884;1137.09;0;535.292;184.408;646.372;1222.1;3851;0;1
"2007-08";87.2;83.4;3.8;7972.369;10011.558;6780.4;84;3147.158;2039.189;283.3;6972.6;142.8;115.9;26.9;922.7;707.834;;216.934;2742.9;908.4;;618.3;138.1;950;692.2;;;;;;;;;7170.028;838.009;2795.907;1058.438;0;558.996;211.443;823.544;1278.1;3665.6;0;1
"2007-07";87.9;84.2;3.7;7921.431;10097.776;7380.7;34.9;2682.176;2176.346;281.2;7124.1;166;127.8;38.2;922.8;705.259;;218.796;2976.6;827.8;;623.4;136.7;956;680.8;;;;;;;;;6888.52;802.245;2752.528;1052.092;0;556.779;211.483;610.403;1416.6;3899.4;0;1
"2007-06";90.8;85.4;5.4;6988.806;8996.417;6576.6;32.8;2387.017;2007.61;282;6768.7;172.7;138.5;34.2;868.4;660.101;;209.4;2873.2;696.9;;566.1;129;836;799.1;;;;;;;;;6940.495;821.532;2764.467;1034.522;0;542.584;202.721;703.173;1330;3741.6;0;1
"2011-06";76.4;74.1;2.3;6960.734;8846.194;5639.8;0;3206.394;1885.46;233.7;6367.5;120.1;84.3;35.8;680.7;430.125;118.833;131.723;2895.2;520.835;139.965;533.2;107.6;763;727;;;;;;;;;6538.691;656.214;2870.265;853.121;119.934;504.626;173.442;650.575;1252;3575.9;0;1
"2011-04";77.5;76.6;0.9;7337.254;8757.308;4719.5;0;4037.808;1420.054;244.1;6236.6;104.6;92.6;12;688.5;443.893;101.499;143.091;2830.7;626.87;35.63;528.6;147.1;728;651.2;;;;;;;;;6574.869;668.612;2824.316;894.807;24.104;533.447;170.169;764.193;1060.9;3519.2;83.526;0.503
"2011-02";72.3;69.9;2.4;6246.826;8099.983;4842.1;0;3257.883;1853.158;144.5;6490.4;150.4;108.2;42.2;578.4;388.022;82.341;108.037;2659.2;1327.845;11.055;443.2;241.6;745;484.1;;;;;;;;;6842.641;687.326;2899.621;1079.135;116.586;528.464;178.03;634.373;920.8;3237.6;290.502;0.909
"2010-05";72.5;70.1;2.4;6914.756;8552.972;5443.6;0;3109.372;1638.217;242.5;6159.9;115.8;102.1;13.7;694;465.862;87.534;140.19;2719.6;701.4;;562.7;129.5;782;570.7;;;;;;;;;6602.076;678.299;2782.139;1065.04;0;560.782;186.302;636.113;1136.9;3413.6;123.951;1.58
"2008-06";85.5;82.5;3;7244.358;9393.077;6280.3;90.7;3022.077;2148.719;165.2;6722.2;193.3;119.3;74;755.5;606.77;;148.458;2696.8;763.4;;582.8;126.2;880;917.5;;;;;;;;;6942.67;720.337;2664.554;1153.207;0;558.413;198.229;796.174;1383;3452.3;0;1
"2007-09";84.4;80.8;3.6;7286.542;9269.477;6548;0;2721.477;1982.935;241.3;6886.5;170.1;132.1;38;798.7;613.019;;187.147;2665.3;1116;;582.5;143.7;856;724.3;;;;;;;;;6971.951;804.901;2730.531;1082.607;0;564.003;202.636;692.062;1325.3;3464;0;1
"2017-08";63.037;63.037;0;6399.267;7836.185;4845.361;0;2990.824;1436.918;145;6410.075;34.1;23.5;10.6;720.6;271.45;277.1;172.064;2871.2;408.7;395.8;638.575;100.7;886;388.5;6321.949;710.735;2817.164;400.712;387.149;638.575;98.496;381.602;6254.179;640.576;2878.616;510.665;368.653;545.84;152.658;414.123;1139.4;3591.8;0;1
"2017-03";63.7;63.7;0;7009.498;8583.537;4769.576;0;3813.961;1574.039;162.5;6399.242;44.7;31.7;13;629.7;248.767;239.7;141.311;3039.9;543.4;343.2;519.242;177.4;834;312.4;6345.692;613.798;2945.573;622.894;327.147;519.242;178.038;302.186;6230.3;633.776;2886.942;531.634;355.153;554.676;146.623;380.932;1050.3;3669.6;192.829;0.754
"2016-09";64.4;64.4;0;6699.882;8220.213;4882.762;26.032;3311.419;1520.331;130.5;6411.688;37.4;32.1;5.3;637;267.932;222;147.091;2981.8;522.264;448.736;585.088;111.6;640;485.2;6314.58;628.229;2921.081;512.484;440.238;585.088;109.172;476.771;6109.161;621.447;2886.59;439.623;367.994;550.372;140.079;385.118;1008.9;3618.8;0;1
"2015-04";69;69;0;6189.328;7847.063;4533.5;0;3313.563;1657.735;126.9;6313.608;47.3;43.8;3.5;638.007;295.18;204.8;134.817;2985.217;419.049;386.451;516.166;144;750;474.718;6270.366;632.394;2944.712;434.39;380.264;516.166;141.853;469.597;6384.122;608.417;2925.311;531.457;358.916;525.186;156.933;568.972;995.618;3623.224;141.988;0.855
"2014-07";62;62;0;7146.09;8646.883;4713.2;0;3933.683;1500.793;191.2;6724.366;56.7;43.7;13;678.5;319.717;218.84;138.104;3146.1;340.853;465.347;615.466;107.9;770;600.2;6581.794;669.533;3039.211;333.959;455.087;615.466;105.441;591.552;6160.92;582.469;2836.261;558.47;356.615;522.433;160.447;482.179;1249.9;3824.6;0;1
"2013-02";62.4;60.2;2.2;5999.605;7746.66;4461;53.9;3231.76;1747.055;175.5;5934.5;110;88.8;21.2;485.4;264.069;138.067;83.247;2576.8;907.845;240.455;473;219.8;730;301.2;5799.46;491.22;2589.695;757.409;240.455;475.51;209.509;301.2;6108.201;587.625;2828.274;545.529;350.461;566.896;154.979;394.432;860.3;3062.2;383.934;1.201
"2012-12";68.7;66.4;2.3;7112.673;8687.018;4685.8;0;4001.218;1574.344;181.7;5989.7;129.3;91.4;37.9;543.1;293.951;154.85;94.264;2692.5;766.963;212.937;483.7;230.7;550;509.8;;;;;;;;;6280.104;570.395;2822.078;642.857;319.963;508.907;180.693;554.304;710.8;3235.6;325.45;0.922
"2012-11";67.7;65.5;2.2;6517.388;8239.347;4880.5;0;3358.847;1721.959;177.3;6249.2;128.2;95.6;32.6;582.6;321.813;154.452;106.354;2899.9;694.636;379.764;474.3;214.5;420;583.5;;;;;;;;;6387.549;623.162;2914.793;627.841;358.803;516.697;170.458;505.524;721;3482.5;252.212;0.992
"2010-10";82.2;79.6;2.6;5190.329;6150.81;2981.3;0;3169.51;960.48;101.8;6644.7;194.8;115.7;79.1;668.5;448.085;88.563;131.829;2943.1;1156.2;;469.7;183.9;546;677.3;;;;;;;;;6463.026;670.754;2858.796;993.68;0;454.563;186.031;621.358;917.6;3611.6;157.625;1.266
"2010-03";76.2;73.6;2.6;8023.981;9965.267;6023.4;0;3941.867;1941.286;242.3;6888.5;186.5;128.9;57.6;659;433.708;82.036;143.051;2837.3;1232.9;;497.4;272.7;635;754.2;;;;;;;;;6465.142;676.2;2744.399;1021.437;0;511.699;204.354;656.126;939;3496.3;286.275;1.119
"2009-02";78.3;75.5;2.8;6959.288;9122.909;5850.5;0;3272.409;2163.621;190.4;6490.05;306;194.6;111.4;618.8;504.216;;114.625;2489;1417;;448.6;287.7;653;575.95;;;;;;;;;6654.459;727.156;2708.243;1043.33;0;523.292;195.466;751.426;847.1;3107.8;342.672;1.072
"2008-12";83.2;80;3.2;7547.494;10062.606;6862.8;0;3199.806;2515.112;164;7418.6;324.3;163;161.3;747;602.444;;141.644;2734;1666;;514;308.3;635;814.3;;;;;;;;;6927.65;752.64;2717.17;1207.248;0;539.165;208.486;776.931;814.8;3481;403.777;1.144
"2008-03";88.6;85.2;3.4;8337.469;10511.007;6524.5;34.4;3952.107;2173.538;198.7;6894.6;207.8;151.5;56.3;727.7;572.694;;154.959;2705.5;1113.8;;548.3;218.9;910;670.4;;;;;;;;;6921.316;782.036;2781.832;1047.262;0;562.908;194.527;677.597;1203.2;3433.2;282.251;1.104
"2017-07";63.4;63.4;0;7423.053;8915.645;5165.251;0;3750.394;1492.592;173.7;6560.646;36.3;25.7;10.6;698.9;262.394;270.8;165.648;2995.1;344.5;452.4;654.346;89.8;850;475.6;6800.168;723.405;3147.962;361.925;474.028;654.346;94.909;497.384;6367.611;634.278;2921.943;635.211;353.647;550.582;147.251;385.026;1218;3694;0;1
"2016-07";69.591;69.591;0;6932.564;8737.394;5192.249;35;3510.145;1804.83;151.9;6448.517;39.8;23.9;15.9;687.4;287.204;241.3;158.92;2969.3;232.982;484.318;647.217;92;850;485.3;6660.853;711.644;3101.729;244.257;505.562;647.217;97.2;507.035;6147.905;620.219;2879.101;426.982;389.267;545.959;150.255;396.316;1215.3;3656.7;0;1
"2016-06";66.8;66.8;0;5788.062;6928.377;3015.897;0;3912.48;1140.315;63.2;5988.27;47.9;32;15.9;625.8;260.73;219.7;145.391;2788.9;229.294;323.406;529.67;103.6;825;562.6;5853.913;610.82;2710.051;221.843;308.556;529.67;99.694;545.631;5726.147;569.407;2629.301;443.7;256.658;488.601;151.723;417.257;1212.7;3414.7;0;1
"2012-03";73.6;71.2;2.4;7119.348;8566.238;4212.9;0;4353.338;1446.89;251.8;6381;138;91.9;46.1;594.5;356.286;132.564;105.687;2885.2;555.24;350.46;507.9;218.8;785;483.9;;;;;;;;;6344.665;623.974;2846.079;589.584;345.556;527.095;181.592;534.621;1078.9;3479.7;207.953;0.813
"2009-06";80.6;77.2;3.4;6989.016;9053.58;6052.8;28.5;2972.28;2064.564;227.5;6679.7;118.3;110.6;7.7;782.5;566.026;62.941;153.516;2848.6;846.7;;539.9;123.4;699;839.6;;;;;;;;;6920.145;744.026;2767.684;1303.536;0;515.244;194.726;715.538;1198;3631.1;0;1
"2015-02";61;61;0;5593.614;7001.176;4570.8;0;2430.376;1407.562;158.2;5894.947;80.6;64.6;16;479.662;221.193;163.437;92.502;2592.63;829.252;242.448;445.37;215.3;735;355.285;5850.739;485.437;2609.832;757;242.448;448.92;210.46;355.285;6230.596;586.199;2856.596;561.972;360.535;538.917;159.801;477.908;879.085;3072.292;351.239;1.099
"2014-08";65;65;0;7075.618;8456.327;4787.6;0;3668.727;1380.709;192.7;5994.62;57;39.2;17.8;625.1;298.094;198.737;126.662;2693.3;415.215;349.585;625.12;102.9;795;388.4;6192.442;646.24;2805.978;436.977;375.235;625.12;109.004;402.752;6170.945;580.105;2861.519;572.171;352.304;540.256;168.241;439.877;1033.3;3318.4;0;1
"2014-06";62;62;0;6038.373;7457.469;4068;0;3389.469;1419.096;159.4;6232.659;45.3;44.8;0.5;626.6;300.827;195.349;129.281;2914.2;324.429;407.371;560.559;100.8;730;568.7;6398.466;641.38;3019.323;336.257;425.351;560.559;104.955;583.35;6323.732;600.379;2914.009;602.232;384.08;524.843;158.524;484.065;1121;3540.8;0;1
"2010-06";78.9;76.8;2.1;6608.529;8230.923;5221.8;0;3009.123;1622.393;253;6546.2;159.8;111.8;48;738.2;498.499;91.592;148.114;2932.7;686.8;;565.9;127.7;720;774.9;;;;;;;;;6505.914;683.369;2754.554;1028.479;0;539.372;191.541;628.637;1213.3;3670.9;0;1
"2009-07";71.4;69.6;1.8;7457.702;9447.709;6665;55.5;2727.209;1990.008;260.2;6741.3;124.3;101.7;22.6;863;624.509;67.697;171.11;3048.4;732.1;;572.6;123.1;726;676.1;;;;;;;;;6495.223;740.168;2811.345;954.044;0;502.999;187.591;622.981;1187.9;3911.4;0;1
"2009-04";78.1;75.4;2.7;7397.352;8724.931;5809.4;38;2877.531;1327.579;230.7;6608.16;154.7;129.3;25.4;784.6;605.042;25.093;154.426;2809.5;966.1;;521.3;181.9;695;649.76;;;;;;;;;6811.405;740.06;2750.422;1202.101;0;527.222;190.403;714.529;1036.9;3594.1;135.179;0.814
"2008-07";88.7;85.5;3.2;8313.203;10765.036;8043.6;101.9;2619.536;2451.833;208.3;7330.8;240.2;125.6;114.6;869;699.636;;168.945;2990.8;962.1;;621.4;131.9;875;880.6;;;;;;;;;7042.313;742.96;2683.399;1242.255;0;552.949;203.6;808.615;1404.4;3859.8;0;1
"2017-06";62.028;62.028;0;6163.38;7659.395;4589.416;0;3069.979;1496.015;127.3;6385.895;35.6;25;10.6;696.4;264.7;263.6;168.112;3014.6;286.9;419.5;589.295;92.8;779;507.4;6363.06;696.423;2991.684;286.914;419.521;589.295;92.805;507.422;6295.501;646.127;2890.294;596.142;366.09;545.615;141.266;379.932;1165.7;3711;0;1
"2015-08";70.3;70.3;0;6148.395;7605.435;3882.1;71.7;3651.635;1457.04;131.2;6433.331;42.2;30.9;11.3;622.549;278.623;206.437;133.782;2739.026;693.358;372.242;641.41;94.3;845;425.446;6531.161;628.901;2806.967;703.95;379.349;641.41;95.942;430.78;6573.227;565.125;2861.582;918.052;355.275;551.521;147.804;470.148;1044.946;3361.575;0;1
"2015-07";73.7;73.7;0;6876.82;8325.074;4335.1;48;3941.974;1448.255;163.6;6871.076;55.4;39.5;15.9;717.122;320.278;236.972;155.687;3252.575;336.801;474.799;647.182;99.9;810;532.697;6803.421;707.481;3220.309;330.061;465.323;647.182;97.627;523.921;6368.747;615.372;3003.249;569.719;358.43;549.73;149.662;418.714;1166.397;3969.697;0;1
"2015-05";74.2;74.2;0;6866.3;8308.49;5183.8;0;3124.69;1442.191;166.8;5627.709;39.1;33.8;5.3;589.28;269.984;189.834;126.296;2684.621;254.813;313.987;566.235;99;790;329.773;5903.902;620.013;2847.882;276.945;349.579;566.235;107.938;351.005;6066.273;595.734;2877.713;497.151;353.158;556.829;145.032;334.17;1036.173;3273.901;74.613;0.951
"2014-05";66;66;0;6728.16;7995.32;4336;13.1;3646.22;1267.16;222;5903.785;43.9;42.9;1;595.6;289.715;185.5;118.648;2788.9;294.736;314.264;528.185;110;740;532.1;5926.656;597.632;2810.464;289.147;316.891;528.185;110.651;534.081;6093.981;575.526;2840.883;535.812;322.941;521.089;149.556;489.703;1032.3;3384.5;86.091;1.097
"2014-02";57;57;0;5534.603;6912.618;3712.9;31.8;3167.918;1378.016;152;5632.56;63.7;54.9;8.8;485.9;242.298;149.6;89.204;2592.5;701.323;237.477;440.46;188.4;715;271.5;5792.066;491.263;2605.997;826.446;237.477;442.435;195.367;271.5;6109.972;592.11;2854.957;603.21;350.722;530.63;146.73;365.279;866.4;3078.4;259.738;0.812
"2012-05";72.8;70.4;2.4;6501.242;7921.881;4303;0;3618.881;1420.639;246.8;6158.3;90.9;75.7;15.2;635.7;369.724;144.887;121.103;2790.2;338.297;339.303;531.4;132.9;770;620.5;;;;;;;;;6430.532;616.972;2837.397;649.773;344.708;522.041;185.722;583.561;1145.9;3425.9;73.287;0.934
"2011-11";73.2;71;2.2;6877.02;8579.519;5220.9;37.9;3320.719;1702.499;230.9;5907.9;179;114.6;64.4;590.2;366.954;114.387;108.815;2758.4;589.177;230.523;487.9;182.7;422;647;;;;;;;;;6339.676;641.774;2855.028;671.917;226.092;526.012;164.935;582.42;786.3;3348.6;198.874;0.782
"2010-12";81.3;78.5;2.8;6604.65;8589.162;5101.7;0;3487.462;1984.512;233.2;7175.5;252.1;177.1;75;654.8;434.839;88.381;131.537;2850.5;1568.3;;478.8;307.1;700;616;;;;;;;;;6427.301;647.408;2741.832;1002.552;0;506.889;194.364;599.201;909.9;3505.3;468.628;1.328
"2009-10";79.2;76.3;2.9;7481.152;9171.196;6039.8;0;3131.396;1690.045;204.3;6999.2;182.8;145;37.8;725;512.766;69.927;142.114;2889.1;1225;;513;187.2;684;775.9;;;;;;;;;6562.671;711.671;2692.78;1066.47;0;498.812;183.181;695.001;1056.9;3614.1;134.189;1.078
"2009-08";78.5;76;2.5;7539.536;9098.81;5880.2;57.8;3160.81;1559.274;234.6;5992.526;116.2;79;37.2;764;560.192;56.896;146.705;2561.3;695.3;;581.9;117.5;729;543.526;;;;;;;;;6317.572;709.961;2737.327;835.645;0;518.991;188.356;655.497;1010.6;3325.3;0;1
"2008-11";77.7;74.5;3.2;7290.913;9617.921;6744.2;0;2873.721;2327.009;209.2;6334.9;275.2;190.1;85.1;635;525.549;;123.405;2469;1080.2;;506;235.4;705;704.3;;;;;;;;;6702.884;706.842;2662.342;1118.97;0;541.689;208.124;701.985;1005.4;3104;266.518;1.048
