"Période";"1. Production de gaz naturel (extraction de gaz commercialisé) (en GWh)";"2. Solde importateur (importations - exportations) de gaz naturel (en GWh)";"3. Consommation réelle de gaz naturel (en GWh)";"4. Consommation de gaz naturel CVC-CJO (en GWh)";"5. Consommation de gaz naturel CVS-CVC-CJO (en GWh)";"6. Degrés jours unifiés mensuels en France, pour la période de chauffe (vaut 0 de juin à septembre, en °C)";"7. Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période de référence) (sans unité)"
"PERIODE";"PROD_GAZ_SYNT";"QSOLI_GAZ_SYNT";"CONSO_GAZ_SYNT";"CONSO_GAZ_SYNT_COR1";"CONSO_GAZ_SYNT_COR2";"DJU";"INDRIG"
"2017-02";39.796;35879.834;50123.341;56316.023;37678.573;255.264;0.799
"2016-11";39.03;37256.511;52129.211;52050.074;37470.381;256.744;1.01
"2014-11";9.665;27004.576;39777.812;46085.987;32852.398;188.089;0.74
"2014-10";21.518;25780.137;25759.611;30353.223;33855.161;69.506;0.558
"2013-06";378.401;33353.121;17555.578;17555.578;36203.282;0;1
"2011-11";491.277;35317.123;46615.773;;37478.752;198.874;0.782
"2008-06";771.034;35297.422;18559.445;;38098.828;0;1
"2006-08";936.703;33061.334;14904.868;;37540.454;0;1
"2004-12";862.376;42917.317;66774.599;;38576.114;392.699;1.113
"2004-09";994.016;33164.317;20283.302;;38244.013;0;1
"2001-08";1454.704;33357.309;14344.747;;36255.392;0;1
"2001-07";1475.295;30716.212;16290.564;;35677.669;0;1
"2000-03";1474.157;40137.707;46241.184;;33965.422;260.986;1.02
"1999-06";1078.194;30044.361;16836.484;;32900.154;0;1
"1998-01";1808.93;32426.417;50453.033;;30933.421;352.219;0.949
"1997-09";1755.2;25333.978;16710.217;;30144.413;0;1
"1994-11";2919.363;24169.815;31450.311;;27775.781;175.026;0.689
"1993-03";3107.42;22128.052;35668.163;;25528.035;283.709;1.109
"1991-10";2364.146;27590.663;27778.72;;25434.84;171.849;1.38
"1991-07";2776.081;25423.529;12429.679;;25304.035;0;1
"1990-07";188.057;19307.196;11847.597;;24590.055;0;1
"1986-09";3277.567;19656.445;13826.674;;;0;1
"1986-02";3931.289;22593.717;40494.962;;;492.724;1.541
"1981-09";4656.652;14175.923;12205.801;;;0;1
"1981-02";5686.489;17954.976;29327.953;;;386.52;1.209
"1980-09";;;;;;0;1
"2017-09";41.091;23047.456;22783.977;22783.977;39285.755;0;1
"2016-01";29.326;30001.085;56345.89;61042.03;34742.475;325.637;0.878
"2014-09";9.936;19542.417;17586.829;17586.829;34144.195;0;1
"2014-06";10.028;30267.146;16161.47;16161.47;34679.281;0;1
"2013-07";348.376;33942.768;15186.954;15186.954;34577.508;0;1
"2012-06";468.352;29299.78;17837.664;;36875.48;0;1
"2012-03";388.114;34033.141;44111.032;;36811.932;207.953;0.813
"2010-09";710.139;23272.514;20269.869;;37786.498;0;1
"2010-06";510.441;33898.636;18216.464;;37567.748;0;1
"2008-04";809.541;39069.31;38562.452;;40185.098;193.732;1.166
"2006-07";808.646;34719.818;16600.964;;37628.087;0;1
"1994-02";2731.306;25262.337;39500.946;;27245.828;309.982;0.97
"1993-12";3107.42;28127.969;41515.844;;29624.657;310.997;0.881
"1992-11";2686.53;28226.475;34217.437;;27180.001;220.729;0.868
"1991-05";2991.003;22504.166;22504.166;;25245.046;143.296;1.827
"1990-12";2686.53;28441.398;44220.284;;23939.766;421.383;1.194
"1990-10";2731.306;27859.316;21948.95;;25254.681;96.818;0.777
"1990-08";1629.828;17184.837;9564.047;;25018.958;0;1
"1990-02";2516.383;24259.366;28629.455;;25625.552;204.51;0.64
"1989-10";2355.191;21429.554;21259.407;;;96.957;0.779
"1989-04";2462.653;21554.926;25907.104;;;234.175;1.41
"1987-12";3331.297;25101.145;35721.894;;;362.009;1.026
"1983-02";5104.407;20489.269;31548.817;;;394.079;1.233
"1982-01";6581.999;18725.114;30671.218;;;367.239;0.99
"1981-05";6492.448;17032.6;16387.833;;;113.134;1.442
